Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BARBARA ANTOLIÆ VUPORA;RADIMIR ÈAÈIÆ;MARIO LEŠINA;KRUNOSLAV LUKAÈIÆ;DENIS MLADENOVIÆ;DARKO NOVOSELEC;ANÐELKO STRIÈAK
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;020;VARAŽDIN;"PROSTORIJE POSLOVNE ZGRADE ""ELEKTRA""";KRATKA 3;590;313;313;301;12;74;108;25;11;19;7;57
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;021;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE TOMISLAV ŠPOLJAR;JURJA KRIŽANIÆA 33;771;408;408;385;23;108;134;31;18;16;7;71
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;022;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE TOMISLAV ŠPOLJAR;JURJA KRIŽANIÆA 33;732;339;339;320;19;67;80;39;23;21;15;75
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;023;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE  TOMISLAV ŠPOLJAR;JURJA KRIŽANIÆA 33;715;318;318;304;14;77;78;40;17;22;14;56
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;024;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;786;324;324;306;18;70;84;41;10;18;15;68
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;025;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;1086;484;484;462;22;149;125;55;19;18;21;75
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;026;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;790;394;394;375;19;87;117;54;11;27;13;66
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;027;VARAŽDIN;BIRALIŠTE 4, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;916;435;434;405;29;96;119;42;24;17;13;94
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;028;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;837;320;320;302;18;57;96;30;16;21;19;63
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;029;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;984;417;417;402;15;81;108;44;21;39;29;80
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;030;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;965;412;412;386;26;75;106;58;25;36;22;64
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;031;VARAŽDIN;BIRALIŠTE 4, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;908;364;364;343;21;70;105;48;21;11;20;68
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;032;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE DJEÈJEG VRTIÆA;VLADIMIRA GORTANA 19;947;423;423;396;27;76;106;58;26;28;18;84
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;033;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE DJEÈJEG VRTIÆA;VLADIMIRA GORTANA 19;987;462;462;431;31;96;122;34;14;21;52;92
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;034;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE DJEÈJEG VRTIÆA;DRAVSKA ULICA 1;626;286;286;269;17;72;81;24;8;24;1;59
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;035;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE DJEÈJEG VRTIÆA;DRAVSKA ULICA 1;1016;422;422;402;20;92;116;37;17;43;16;81
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;036;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE DJEÈJEG VRTIÆA;DRAVSKA ULICA 1;777;327;327;319;8;80;91;26;21;35;16;50
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;037;VARAŽDIN;"BIRALIŠTE 1, PROSTORIJE VI. MJESNOG ODBORA ""BANFICA""";DRAVSKA 7 B;803;411;411;387;24;91;121;46;7;29;16;77
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;038;VARAŽDIN;"BIRALIŠTE 2, PROSTORIJE VI. MJESNOG ODBORA ""BANFICA""";DRAVSKA 7 B;888;409;409;386;23;92;120;33;14;28;16;83
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;039;VARAŽDIN;"BIRALIŠTE 3, PROSTORIJE VI. MJESNOG ODBORA ""BANFICA""";DRAVSKA 7 B;779;300;300;284;16;75;79;42;12;17;24;35
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;040;VARAŽDIN;PROSTORIJE III. OSNOVNE ŠKOLE;TRG IVANA PERKOVCA 35;725;305;305;286;19;53;73;79;7;14;15;45
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;041;VARAŽDIN;BIRALIŠTE 1,  PROSTORIJE DRUŠTVENOG DOMA;M. KOLARIÆA 23;841;403;403;387;16;74;132;44;21;17;18;81
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;042;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE DRUŠTVENOG DOMA;M. KOLARIÆA 23;641;305;305;287;18;55;91;34;10;20;14;63
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;043;HRAŠÆICA;PROSTORIJE MJESNOG ODBORA;SPORTSKI CENTAR HRAŠÆICA;1187;486;486;468;18;75;124;57;48;22;23;119
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;044;JALKOVEC;PROSTORIJE DRUŠTVENOG DOMA;BRAÆE RADIÆA 99;1065;380;380;357;23;65;125;58;24;25;11;49
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;045;POLJANA BIŠKUPEÈKA;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA 56;396;197;197;190;7;23;37;43;9;8;4;66
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;046;ÈRNEC BIŠKUPEÈKI;PROSTORIJE DRUŠTVENOG DOMA;ÈRNEC BIŠKUPEÈKI 137;556;194;194;181;13;26;41;28;15;7;7;57
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;047;GOJANEC;PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUŠTVA;MATIJE GUPCA 24;512;263;263;250;13;36;44;28;55;11;15;61
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;048;KUÆAN MAROF;PROSTORIJE DRUŠTVENOG DOMA;MAROFSKA 2 A;1159;501;501;477;24;99;167;51;19;25;19;97
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;049;GORNJI KUÆAN;PROSTORIJE VATROGASNOG DOMA;GORNJI KUÆAN;901;385;385;365;20;89;95;26;26;24;12;93
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;050;DONJI KUÆAN;PROSTORIJE VATROGASNOG DOMA;DONJI KUÆAN;646;245;245;238;7;51;72;25;10;11;6;63
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;051;ZBELAVA;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA 119;401;172;172;165;7;29;48;43;7;5;5;28
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;001;VARAŽDINSKE TOPLICE;GRADSKA VIJEÆNICA;ULICA DR. FRANJE TUÐMANA 4 (RANIJA ADRESA: UL. MARŠALA TITA 4);357;186;186;176;10;24;52;10;5;10;3;72
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;002;VARAŽDINSKE TOPLICE;OSNOVNA ŠKOLA;ULICA GRADA VUKOVARA 1 (RANIJA ADRESA: UL. MARTINA PUŠTEKA);489;291;291;275;16;25;95;18;13;8;11;105
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;003;VARAŽDINSKE TOPLICE;SENZOMOTORNA DVORANA UZ DJEÈJI VRTIÆ;ULICA BRAÆE RADIÆ 12;662;379;379;365;14;52;144;13;6;7;12;131
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;004;VRTLINOVEC;VATROGASNI DOM;VRTLINOVEC;339;142;142;135;7;13;72;16;6;0;5;23
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;005;ŠKARNIK;KUÆA IVICE RATKOVIÆA;ŠKARNIK 14;72;51;51;48;3;4;19;5;3;1;0;16
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;006;PIŠÆANOVEC;KUÆA RADOVANA KANEŠIÆA;PIŠÆANOVEC 16;52;32;32;30;2;3;12;5;2;0;2;6
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;007;MARTINKOVEC;KUÆA NIKOLE FOŠNJARA;MARTINKOVEC 1;86;44;44;42;2;7;16;2;4;2;0;11
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;008;JARKI HORVATIÆEVI;KUÆA ANTONIJE VUDRAG;JARKI HORVATIÆEVI 19;47;13;13;13;0;0;3;0;0;0;0;10
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;009;JALŠEVEC SVIBOVEÈKI;VATROGASNI DOM;JALŠEVEC SVIBOVEÈKI;247;156;156;151;5;9;102;3;1;5;3;28
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;010;SVIBOVEC;VATROGASNI DOM;SVIBOVEC;229;130;130;124;6;5;59;10;3;2;5;40
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;011;LESKOVEC TOPLIÈKI;VATROGASNI DOM;LESKOVEC TOPLIÈKI;397;247;247;234;13;21;108;8;4;3;4;86
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;012;DRENOVEC;VATROGASNI DOM;DRENOVEC;289;170;170;164;6;0;72;3;1;5;4;79
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;013;GORNJA POLJANA;VATROGASNI DOM;GORNJA POLJANA;209;126;126;119;7;1;73;4;6;2;1;32
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;014;DONJA POLJANA;VATROGASNI DOM;DONJA POLJANA;339;217;217;212;5;14;150;3;2;2;4;37
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;015;GREŠÆEVINA;VATROGASNI DOM;GREŠÆEVINA;147;93;93;87;6;7;43;2;12;1;2;20
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;016;TUHOVEC;DRUŠTVENI DOM;TUHOVEC;618;362;362;342;20;35;141;11;9;11;12;123
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;017;PETKOVEC TOPLIÈKI;PODRUÈNA ŠKOLA;PETKOVEC TOPLIÈKI;208;132;132;120;12;8;45;33;3;4;3;24
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;018;ÈRNILE;DRUŠTVENI DOM;ÈRNILE;129;96;96;87;9;15;27;5;5;3;6;26
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;019;HRASTOVEC TOPLIÈKI;KUÆA ROBERTA MRVÈIÆA;HRASTOVEC TOPLIÈKI 2A;189;137;137;131;6;8;55;3;2;2;3;58
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;020;ÈURILOVEC;KUÆA STJEPANA DVEKARA;ÈURILOVEC 22;108;63;63;62;1;4;13;6;7;0;3;29
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;021;LOVRENTOVEC;DRUŠTVENI DOM;LOVRENTOVEC;91;64;64;62;2;2;36;0;4;2;5;13
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;001;BEDNJA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 15;783;475;475;457;18;19;100;2;6;8;3;319
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;002;PLEŠ;ŠPORTSKO REKREATIVNI CENTAR;PLEŠ BB;354;171;171;165;6;9;55;8;7;2;5;79
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;003;ŠAŠA;KUÆA MARICE KREŠ;ŠAŠA 49;157;77;77;77;0;10;24;0;5;4;0;34
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;004;ŠINKOVICA BEDNJANSKA;DRUŠTVENI DOM;ŠINKOVICA BEDNJANSKA BB;112;52;52;50;2;0;11;2;2;5;2;28
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;005;RINKOVEC;DRUŠTVENI DOM;RINKOVEC BB;312;140;140;138;2;13;35;7;17;0;5;61
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;006;BENKOVEC;KUÆA ANICE PRAVICA;BENKOVEC 33 D;158;91;91;89;2;16;28;0;1;0;4;40
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;007;PREBUKOVJE;KUÆA U VLASNIŠTVU OPÆINE BEDNJA;PREBUKOVJE 81;127;60;60;55;5;4;9;1;1;1;3;36
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;008;VRBNO;OSNOVNA ŠKOLA VRBNO;VRBNO 22A;466;269;269;255;14;14;68;4;13;4;6;146
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;009;CVETLIN;OSNOVNA ŠKOLA;CVETLIN BB;632;269;269;261;8;14;95;4;6;1;3;138
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;010;BREZOVA GORA;KUÆA ZDENKE GRABROVEC;BREZOVA GORA 11;76;37;37;35;2;1;7;0;1;0;2;24
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;011;JAMNO;ETNO KUÆA JAMNO;JAMNO BB;118;64;64;61;3;5;24;0;0;0;0;32
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;012;MELJAN;KUÆA GABRIJELA ŠTEFANCA;MELJAN 24;168;78;78;74;4;2;15;0;2;3;1;51
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;013;JEŽOVEC GORNJI;DRUŠTVENI DOM;JEŽOVEC BB;141;66;66;66;0;0;14;5;7;0;0;40
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;001;BERETINEC - 1;OPÆINSKA ZGRADA - VELIKA SALA, ULAZ RAVNO;BERETINEC;529;294;294;278;16;39;92;24;27;13;8;75
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;002;BERETINEC - 2;OPÆINSKA ZGRADA - VELIKA SALA, ULAZ DESNO;BERETINEC;362;196;196;189;7;29;62;13;12;9;6;58
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;003;ÈREŠNJEVO - 1;PODRUÈNA ŠKOLA - UÈIONICA 1;ÈREŠNJEVO;320;200;200;188;12;30;75;5;7;5;7;59
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;004;ÈREŠNJEVO - 2;PODRUÈNA ŠKOLA - UÈIONICA 2;ÈREŠNJEVO;334;188;188;180;8;28;56;9;10;6;9;62
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;005;LEDINEC;MJESNI ODBOR;LEDINEC, ŠKOLSKA BB;161;82;82;79;3;17;23;1;9;5;2;22
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;006;LEDINEC GORNJI;MJESNI ODBOR;LEDINEC GORNJI, ŠKOLSKA BB;158;112;112;110;2;20;57;8;4;2;1;18
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;001;BREZNICA;AMBULANTA;BREZNICA;331;167;167;159;8;31;41;1;2;4;7;73
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;002;BREZNICA;VATROGASNI DOM BRSTEC;BREZNICA;329;159;159;153;6;19;28;1;2;4;2;97
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;003;JAREK - JALES;DRUŠTVENI DOM JAREK;JAREK BISAŠKI;276;163;163;159;4;30;48;2;3;6;9;61
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;004;MIRKOVEC - PODVOREC;VATROGASNI DOM;MIRKOVEC BREZNIÈKI;186;90;90;82;8;14;20;1;3;2;3;39
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;005;BISAG;DRUŠTVENI DOM;BISAG;310;178;178;175;3;19;38;0;6;6;7;99
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;006;DRAŠKOVIÆ;VATROGASNI DOM;DRAŠKOVIÆ;326;186;186;182;4;12;32;1;5;3;6;123
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;001;BREZNIÈKI HUM;OSNOVNA ŠKOLA BREZNIÈKI HUM;BREZNIÈKI HUM;409;238;238;228;10;16;82;0;7;2;7;114
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;002;BREZNIÈKI HUM;VATROGASNI DOM BREZNIÈKI HUM;BREZNIÈKI HUM;263;143;143;137;6;5;35;2;13;3;2;77
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;003;ŠÆEPANJE;VATROGASNI DOM ŠÆEPANJE;ŠÆEPANJE;253;155;155;153;2;6;57;2;14;3;7;64
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;004;RADEŠIÆ;VATROGASNI DOM RADEŠIÆ;RADEŠIÆ;169;105;105;102;3;6;34;0;2;1;3;56
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;001;GORNJE VRATNO;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 136;923;435;435;423;12;100;132;5;92;12;15;67
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;002;RADOVEC;PROSTORIJE STARE ŠKOLE RADOVEC;TRG IVANA PAVLA II;260;142;142;138;4;39;29;3;30;0;2;35
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;003;CESTICA;PROSTORIJE KULTURNOG CENTRA OPÆINE CESTICA;DRAVSKA 1 A;628;349;349;330;19;86;72;5;89;6;10;62
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;004;OTOK VIRJE;PROSTORIJE DRUŠTVENOG DOMA;MOŠE PIJADE;177;89;89;86;3;36;12;0;22;3;3;10
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;005;VIRJE KRIŽOVLJANSKO;PROSTORIJE VATROGASNOG DOMA;ORMOŠKA ULICA;232;146;146;132;14;25;34;4;37;4;3;25
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;006;RADOVEC POLJE;PROSTORIJE DRUŠTVENOG DOMA;RADOVEC POLJE;119;82;82;78;4;22;16;0;22;2;3;13
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;007;BABINEC;PROSTORIJE VATROGASNOG DOMA DVD-A BABINEC;ŠKOLSKA ULICA;645;385;385;362;23;72;69;3;162;9;7;40
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;008;VELIKI LOVREÈAN;PROSTORIJE VATROGASNOG DOMA DVD-A LOVREÈAN-DUBRAVA;SVETOG LOVRE;498;264;264;255;9;62;77;2;70;4;2;38
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;009;DUBRAVA KRIŽOVLJANSKA;"PROSTORIJE ZGRADE ""MIHALIÆ""";DUBRAVA KRIŽOVLJANSKA;195;97;97;88;9;28;11;1;27;0;0;21
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;010;JARKI;PROSTORIJE MJESNOG ODBORA JARKI;JARKI;277;146;146;138;8;31;36;1;50;0;5;15
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;011;GRADIŠÆE;PROSTORIJE VATROGASNOG DOMA GRADIŠÆE;GRADIŠÆE;225;116;116;114;2;25;35;2;30;5;2;15
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;012;NATKRIŽOVLJAN;PROSTORIJE MJESNOG ODBORA NATKRIŽOVLJAN;NATKRIŽOVLJAN;233;152;152;146;6;33;26;0;31;1;3;52
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;013;GORNJE VRATNO - 2;PROSTORIJE PRIVATNE KUÆE MLADENA IGNACA;G.VRATNO, VARAŽDINSKA 408;141;99;99;98;1;3;2;2;90;0;1;0
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;001;DONJA VOÆA - 1;OSNOVNA ŠKOLA;DONJA VOÆA 19 D;426;235;235;230;5;16;128;2;21;9;5;49
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;002;SLIVARSKO;KUÆA NADE TELEBAR;SLIVARSKO 37 D;247;107;107;106;1;5;67;2;8;0;2;22
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;003;DONJA VOÆA - 2;KUÆA MARIJANA JUSTAMENTA;DONJA VOÆA 152 A;268;186;186;177;9;15;92;0;9;2;6;53
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;004;DONJA VOÆA - 3;KUÆA IVANKE DENAC;DONJA VOÆA 286 B;290;156;156;149;7;16;85;1;16;3;4;24
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;005;GORNJA VOÆA - 1;KUÆA ŽELJKA PREMUŽIÆA;GORNJA VOÆA 132A;267;126;126;122;4;11;54;0;13;2;4;38
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;006;GORNJA VOÆA - 2;OSNOVNA ŠKOLA;GORNJA VOÆA BB;596;360;360;346;14;13;250;6;10;4;1;62
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;001;DONJI KNEGINEC;PROSTORIJE DRUŠTVENOG DOMA;ZAVRTNA BB;628;306;306;295;11;29;54;14;61;5;11;121
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;002;GORNJI KNEGINEC;PROSTORIJE OSNOVNE ŠKOLE KNEGINEC GORNJI - BIRALIŠTE 1;GORNJI KNEGINEC;698;314;314;299;15;52;75;8;42;11;7;104
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;003;GORNJI KNEGINEC;PROSTORIJE OSNOVNE ŠKOLE KNEGINEC GORNJI - BIRALIŠTE 2;GORNJI KNEGINEC;677;364;364;351;13;49;75;7;36;11;16;157
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;004;TURÈIN;PROSTORIJE DRUŠTVENOG DOMA;TRG FRANJE TUÐMANA 1;785;346;346;335;11;60;66;22;17;19;16;135
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;005;VARAŽDIN BREG, MALI VRH;PROSTORIJE MJESNOG ODBORA VARAŽDINBREG II.;MALI VRH BB;586;227;227;216;11;43;44;9;27;5;12;76
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;006;VARAŽDIN BREG, HALIÆ;PROSTORIJE VATROGASNOG DOMA;HALIÆ BB;768;339;339;321;18;49;71;10;62;18;9;102
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;007;LUŽAN BIŠKUPEÈKI;PROSTORIJE DRUŠTVENOG DOMA;ULICA KRALJA ZVONIMIRA BB;549;202;202;185;17;21;46;8;26;5;7;72
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;001;JALŽABET;DOM KULTURE JALŽABET;TRG BRAÆE RADIÆ 7;600;352;352;331;21;45;104;9;3;10;10;150
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;002;NOVAKOVEC;DRUŠTVENI DOM NOVAKOVEC;LUDBREŠKA 23;359;207;207;203;4;17;66;14;5;7;5;89
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;003;IMBRIOVEC;DRUŠTVENI DOM IMBRIOVEC;IMBRIOVEC 7 C;245;189;189;184;5;23;93;4;3;2;5;54
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;004;LEŠTAKOVEC;DRUŠTVENI DOM LEŠTAKOVEC;LEŠTAKOVEC 44 A;267;136;136;128;8;23;35;6;8;6;8;42
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;005;KELEMEN;DRUŠTVENI DOM KELEMEN;VARAŽDINSKA 51;424;256;256;250;6;49;60;7;8;4;7;115
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;006;KAŠTELANEC;DRUŠTVENI DOM KAŠTELANEC;PARTIZANSKA 1;341;162;162;156;6;15;85;2;6;1;3;44
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;007;JAKOPOVEC;DRUŠTVENI DOM JAKOPOVEC;VINOGRADSKA 9;397;165;165;158;7;17;92;2;8;5;9;25
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;001;KLENOVNIK - 1;OSNOVNA ŠKOLA - BIR 1;KLENOVNIK;478;306;306;297;9;39;87;13;87;7;5;59
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;002;KLENOVNIK - 2;OSNOVNA ŠKOLA - BIR.2;KLENOVNIK;306;184;184;177;7;15;66;1;53;3;1;38
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;003;PLEMENŠÆINA;KUÆA SLAVKA BUNIÆA (STJEPANA);PLEMENŠÆINA 44;86;56;56;54;2;3;24;5;17;0;3;2
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;004;KLENOVNIK - 3;OSNOVNA ŠKOLA - BIR.3;KLENOVNIK;107;59;59;57;2;4;16;1;20;2;0;14
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;005;LIPOVNIK;KUÆA KOLAÈKO PETRA (PROSTOR BIVŠEG LOKALA OLIMPIJA);LIPOVNIK 25;306;187;187;184;3;6;66;0;65;2;3;42
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;006;DUBRAVEC - 1;KUÆA SREDNOSELEC DRAŽENA;DUBRAVEC 78;177;100;100;96;4;5;38;2;24;0;3;24
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;007;DUBRAVEC - 2;KUÆA ANTUNA GOLUBA;DUBRAVEC 47;169;113;113;108;5;11;19;7;40;4;1;26
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;001;BIRAÈKO MJESTO BROJ 1. U LJUBEŠÆICI;OSNOVNA ŠKOLA LJUBEŠÆICA;ZAGREBAÈKA 22;432;217;217;208;9;19;33;4;6;0;4;142
