Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BORIS MILETIÆ;DANIJEL FERIÆ
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;001;KAROJBA;ZGRADA SJEDIŠTA OPÆINE U KAROJBI;KAROJBA;357;214;214;201;13;123;78
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;002;MOTOVUNSKI NOVAKI;"PROSTORIJE ""LOŽE"" U MOT. NOVAKIMA";MOTOVUNSKI NOVAKI;330;249;248;240;8;151;89
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;003;ŠKROPETI;PROSTORIJE VIŠENAMJENSKOG DRUŠTVENOG OBJEKTA U ŠKROPETIMA;ŠKROPETI;361;253;253;231;22;119;112
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;004;RAKOTULE;PROSTORIJA ŽUPNOG STANA;RAKOTULE, RAKOTULE 1;165;88;88;86;2;64;22
18;ISTARSKA ŽUPANIJA;opæina;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;001;KAŠTELIR;SALA U DRUŠTVENOM DOMU KAŠTELIR;KAŠTELIR 113;1009;166;166;159;7;113;46
18;ISTARSKA ŽUPANIJA;opæina;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;002;LABINCI;POSLOVNA ZGRADA NA ADRESI LABINCI;LABINCI 8;322;41;41;41;0;30;11
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;001;POTPIÆAN;PROSTORIJE MJESNOG ODBORA;ISTARSKA 5, POTPIÆAN;410;184;184;179;5;119;60
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;002;LAZARIÆI;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;LAZARIÆI;328;198;198;192;6;123;69
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;003;KRŠAN;PROSTORIJE OSNOVNE ŠKOLE;PRISTAV, KRŠAN;501;277;277;256;21;155;101
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;004;VOZILIÆI;OSNOVNA ŠKOLA U VOZILIÆIMA;VOZILIÆI;245;138;138;129;9;77;52
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;005;PLOMIN;BIVŠA OPÆINSKA ZGRADA;PLOMIN;364;172;172;166;6;115;51
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;006;KOŽLJAK;PROSTORIJE BIVŠE ŠKOLE U KOŽLJAKU;KOŽLJAK;144;72;72;68;4;42;26
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;007;ŠUŠNJEVICA;U PROSTORIJAMA ZGRADE MO ŠUŠNJEVICA;ŠUŠNJEVICA;241;105;105;100;5;70;30
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;008;ÈEPIÆ;PROSTORIJE UDRUGE MLADIH ÈEPIÆ;ÈEPIÆ;405;239;239;222;17;148;74
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;001;LANIŠÆE;ZGRADA OPÆINE LANIŠÆE;LANIŠÆE 2;170;40;40;37;3;22;15
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;002;BREST;ZGRADA BIVŠE ŠKOLE;BREST;65;7;7;6;1;3;3
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;003;VODICE;ZGRADA BIVŠE ŠKOLE U VODICAMA;VODICE;33;8;8;8;0;2;6
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;001;LIŽNJAN - BIRAÈKO MJESTO BR. 1;OPÆINSKA SALA (VIJEÆNICA);LIŽNJAN, KRASA 7;648;137;137;137;0;72;65
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;002;LIŽNJAN - BIRAÈKO MJESTO BR. 2;OŠ LIŽNJAN;LIŽNJAN, KRASA 27;636;147;147;145;2;67;78
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;003;ŠIŠAN - BIRAÈKO MJESTO BR. 3;ZGRADA ZAJEDNICE TALIJANA;G. DOBRAN 20, ŠIŠAN;878;170;170;165;5;92;73
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;004;VALTURA - BIRAÈKO MJESTO BR. 4;ZGRADA OŠ VALTURA;VALTURA 71 A;717;149;149;142;7;69;73
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;005;MUNTIÆ - BIRAÈKO MJESTO BR. 5;ZGRADA OŠ MUNTIÆ;MUNTIÆ  80;325;76;76;76;0;36;40
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;006;JADREŠKI - BIRAÈKO MJESTO BR. 6;MONTAŽNI URED KRAJ SPORTSKOG IGRALIŠTA;JADREŠKI 91 C;520;126;126;125;1;86;39
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;001;LUPOGLAV;VIJEÆNICA,  ZGRADA SJEDIŠTA OPÆINE;LUPOGLAV 17;319;64;64;62;2;34;28
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;002;SEMIÆ;ZGRADA STARE ŠKOLE;SEMIÆ;68;20;20;20;0;15;5
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;003;BREST POD UÈKOM;ZGRADA STARE ŠKOLE;BREST POD UÈKOM;35;11;11;10;1;7;3
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;004;VRANJA;ZGRADA STARE ŠKOLE;VRANJA;85;16;16;16;0;12;4
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;005;LESIŠÆINA;PRIVATNA KUÆA VL. JOSIP RAVNIÆ;LESIŠÆINA 10;61;15;15;13;2;11;2
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;006;BOLJUN;BOLJUN 11;BOLJUN 11;55;11;11;10;1;9;1
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;007;BOLJUNSKO POLJE;ZGRADA STARE ŠKOLE;BOLJUNSKO POLJE;117;27;27;22;5;16;6
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;001;DIVŠIÆI;DRUŠTVENI DOM;DIVŠIÆI;453;111;111;109;2;66;43
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;002;RAKALJ;DRUŠTVENI DOM;RAKALJ;413;141;141;138;3;72;66
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;003;KRNICA;DRUŠTVENI DOM;KRNICA;340;96;96;96;0;63;33
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;004;PERUŠKI;DRUŠTVENI DOM;PERUŠKI;203;81;81;80;1;58;22
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;005;MALI VAREŠKI;ZGRADA BIVŠE OŠ MALI VAREŠKI;MALI VAREŠKI;462;102;102;95;7;52;43
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;006;MARÈANA;DRUŠTVENI DOM;MARÈANA;1005;269;269;261;8;123;138
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;007;KUJIÆI;"ZGRADA NK ""MANJADVORCI""";KUJIÆI;198;84;84;83;1;58;25
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;008;LOBORIKA;ŽUPNA KUÆA;LOBORIKA;846;160;160;158;2;88;70
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;001;MEDULIN - BIRAÈKO MJESTO BR. 1;DRUŠTVENI DOM,  PROSTORIJA BR.1;CENTAR 58, MEDULIN;1461;698;698;651;47;293;358
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;002;MEDULIN - BIRAÈKO MJESTO BR. 2;DRUŠTVENI DOM,  PROSTORIJA BR.2;CENTAR 58, MEDULIN;1582;713;713;681;32;310;371
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;003;BANJOLE - BIRAÈKO MJESTO BR. 3;DRUŠTVENI DOM;ÈIMULJE 24;970;615;615;598;17;244;354
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;004;VINKURAN - BIRAÈKO MJESTO BR. 4;ŠKOLA U VINKURANU;CENTAR 5, VINKURAN;821;455;455;442;13;182;260
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;005;POMER - BIRAÈKO MJESTO BR. 5;"ZGRADA ""ALBANEŽ D.O.O.""";POMER 1;415;243;243;237;6;114;123
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;006;PJEŠÈANA UVALA - BIRAÈKO MJESTO BR. 6;DRUŠTVENI DOM PJEŠÈANA UVALA;PJEŠÈANA UVALA, II OGRANAK BB;551;306;306;294;12;113;181
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;007;PREMANTURA - BIRAÈKO MJESTO BR. 7;DRUŠTVENI DOM;SELO 120, PREMANTURA;783;449;449;425;24;200;225
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;MOTOVUN;U SJEDIŠTU OPÆINE  MOTOVUN;TRG ANDREA ANTICO 1;362;95;95;95;0;46;49
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;002;KALDIR;ZGRADA STARE ŠKOLE;KALDIR BB;189;65;65;63;2;19;44
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;003;BRKAÈ;"U ZGRADI ""MENZA""  BRKAÈ";BRKAÈ 26D;117;32;32;31;1;9;22
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;004;SVETI BARTOL;ZGRADA STARE ŠKOLE U SVETOM BARTOLU;SVETI BARTOL BB;70;25;25;25;0;12;13
18;ISTARSKA ŽUPANIJA;opæina;OPRTALJ - PORTOLE;001;OPRTALJ-POTROLE;ZGRADA OPÆINE OPRTALJ;MATKA LAGINJE 21, OPRTALJ;382;263;263;251;12;170;81
18;ISTARSKA ŽUPANIJA;opæina;OPRTALJ - PORTOLE;002;LIVADE-LEVADE;MJESNA DVORANA LIVADE;LIVADE 4A;342;252;252;235;17;114;121
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;001;PIÆAN;ZGRADA OPÆINE PIÆAN;PIÆAN  40;273;70;70;69;1;40;29
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;002;KUKURINI;"ZGRADA LOVAÈKOG DOMA  LD ""KAMENJARKA""";ÈEHI 2 D;373;63;63;62;1;31;31
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;003;ŠVIÆI;ZGRADA NA NOGOMETNOM IGRALIŠTU;ŠVIÆI 30E;143;26;26;25;1;9;16
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;004;SVETA KATARINA;"ZGRADA PODRUÈNE ŠKOLE O.Š.""V.NAZORA"" POTPIÆAN";SVETA KATARINA 111;460;100;100;95;5;59;36
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;005;TUPLJAK;ZGRADA SPORTSKOG KOMPLEKSA TUPLJAK, TUPLJAK BB;TUPLJAK BB;243;43;43;43;0;28;15
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;001;DRENJE;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;DRENJE;225;35;35;33;2;23;10
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;002;KOROMAÈNO;PROSTORIJE UMIROVLJENIKA U DOMU KULTURE;KOROMAÈNO;362;70;70;62;8;45;17
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;003;SVETI LOVREÈ LABINSKI;PROSTORIJE BIVŠE TRGOVINE;SVETI LOVREÈ LABINSKI;101;20;20;19;1;6;13
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;004;TRGET;PROSTORIJE MJESNOG ODBORA;TRGET;291;68;68;67;1;45;22
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;005;RAŠA;"PROSTORIJE OŠ""I.BATELIÆ"" RAŠA";RAŠA;791;114;114;107;7;71;36
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;006;RAŠA;"PROSTORIJE OSNOVNE ŠKOLE""I.BATELIÆ"" RAŠA";RAŠA;496;79;79;74;5;54;20
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;007;KUNJ;MONTAŽNI OBJEKT KUNJ;KUNJ;71;35;35;35;0;32;3
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;008;SVETI BARTUL;DRUŠTVENI DOM SV.BARTUL, SVETI BARTUL;SVETI BARTUL;430;82;82;80;2;53;27
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;NEDEŠÆINA;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA";NEDEŠÆINA;558;145;145;145;0;96;49
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;002;NEDEŠÆINA;"PROSTORIJE OŠ ""VITOMIR ŠIROLA PAJO"" NEDEŠÆINA";NEDEŠÆINA;437;57;57;55;2;36;19
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;003;SVETI MARTIN;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA, PODRUÈNA ŠKOLA SV. MARTIN";SVETI MARTIN;485;119;119;119;0;84;35
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;004;SNAŠIÆI;DOM KULTURE SNAŠIÆI - BOÆARSKI KLUB;SNAŠIÆI;410;99;99;98;1;82;16
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;005;ŠTRMAC;PROSTORIJE OBJEKTA NA ŠTRMCU,ŠTRMAC,ŠTRMAC 5 (PROSTORIJE NEKADAŠNJE GOSTIONICE);ŠTRMAC , ŠTRMAC 5;369;92;92;92;0;72;20
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;006;ŠUMBER;DOM KULTURE;BALARINI , ŠUMBER;357;93;93;86;7;62;24
18;ISTARSKA ŽUPANIJA;opæina;SVETI LOVREÈ;001;SVETI LOVREÈ;ZGRADA PLESNE SALE;ISTARSKA 5, SV. LOVREÈ;696;147;147;142;5;102;40
18;ISTARSKA ŽUPANIJA;opæina;SVETI LOVREÈ;002;SELINA;"BOÆARSKI KLUB ""SELINA""";SELINA;168;33;33;33;0;23;10
18;ISTARSKA ŽUPANIJA;opæina;SVETI PETAR U ŠUMI;001;SVETI PETAR U ŠUMI;ZGRADA ÈITAONICE;SVETI PETAR U ŠUMI 06;865;115;115;100;15;48;52
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;001;SVETVINÈENAT;DRUŠTVENI DOM SVETVINÈENAT;SVETVINÈENAT;486;102;102;99;3;70;29
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;002;BOKORDIÆI;ZGRADA STARE ŠKOLE;BOKORDIÆI;68;34;34;33;1;19;14
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;003;REŽANCI;ZGRADA STARE ŠKOLE;REŽANCI;220;73;73;67;6;30;37
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;004;ŠTOKOVCI;ZGRADA STARE ŠKOLE;ŠTOKOVCI;126;34;34;34;0;16;18
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;005;BIBIÆI;ZGRADA DRUŠTVENOG DOMA;BIBIÆI;115;30;30;29;1;21;8
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;006;SMOLJANCI;ZGRADA STARE ŠKOLE;SMOLJANCI;244;76;76;73;3;42;31
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;007;ÈABRUNIÆI;DRUŠTVENA PROSTORIJA;ÈABRUNIÆI;120;32;32;29;3;13;16
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;008;JURŠIÆI;DRUŠTVENI DOM;JURŠIÆI 1;502;105;105;100;5;57;43
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;001;TAR;OPÆINSKA VIJEÆNICA;ISTARSKA 8, TAR;1244;151;151;148;3;114;34
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;002;VABRIGA;ZGRADA DOPOLAVORO;SV. ANTONA 5, VABRIGA;456;64;64;63;1;48;15
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;003;ROŠINI;DRUŠTVENI DOM;ROŠINI 29/A;293;42;42;41;1;31;10
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;001;TINJAN;"""DOM MLADIH TINJAN""";TINJAN 2;735;192;192;187;5;89;98
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;002;KRINGA;DRUŠTVENI DOM KRINGA;KRINGA BB;441;89;89;86;3;49;37
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;003;MUNTRILJ;DRUŠTVENI DOM MUNTRILJ;MUNTRILJ BB;234;44;44;44;0;29;15
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;001;VIŠNJAN;KINO SALA;TRG SLOBODE,VIŠNJAN;896;163;163;161;2;96;65
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;002;CVITANI;ZGRADA BIVŠE ŠKOLE;CVITANI;218;35;35;35;0;15;20
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;003;RAPAVEL;ZGRADA BIVŠE ŠKOLE;RAPAVEL;180;46;46;43;3;34;9
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;004;MARKOVAC - SAN MARCO;DRUŠTVENE PROSTORIJE;MARKOVAC - SAN MARCO;241;45;45;45;0;31;14
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;005;VRANIÆI KOD VIŠNJANA;UREDSKI KONTEJNER PORED BOÆALIŠTA;VRANIÆI KOD VIŠNJANA;244;50;50;49;1;35;14
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;006;BAÈVA;UREDSKI KONTEJNER ISPRED CRKVE;BAÈVA;192;30;30;28;2;16;12
18;ISTARSKA ŽUPANIJA;opæina;VIŽINADA - VISINADA;001;VIŽINADA;VIJEÆNICA OPÆINE VIŽINADA;VIŽINADA 18A;827;156;156;154;2;104;50
18;ISTARSKA ŽUPANIJA;opæina;VIŽINADA - VISINADA;002;BRIG;ŽUPNI STAN;BRIG;175;63;63;63;0;31;32
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;001;VRSAR;ZGRADA OPÆINE VRSAR;TRG DEGRASSI 1, VRSAR;790;126;126;117;9;82;35
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;002;VRSAR;PROSTORIJE NK VRSAR;DALMATINSKA 64/A, VRSAR;868;106;106;103;3;67;36
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;003;GRADINA;ZGRADA STARE ŠKOLE;GRADINA;337;39;39;39;0;29;10
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;001;ŽMINJ;ZGRADA OPÆINE ŽMINJ;PAZINSKA 2G, ŽMINJ;864;170;170;158;12;68;90
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;002;CERE;ZGRADA DOMA KULTURE CERE;CERE;583;128;128;122;6;55;67
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;003;ŽMINJ;KINO SALA;ŽMINJ;732;106;106;94;12;48;46
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;004;ŽMINJ;"ZGRADA OŠ ""VLADIMIR GORTAN""";ŽMINJ;713;90;90;87;3;39;48
