Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AGRAMERI - NEZAVISNA LISTA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A - HSS, HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR, HRVATSKA RADIÆEVSKA STRANKA - HRS, PROMIJENIMO HRVATSKU - PH, HRVATSKA STRANKA SVIH ÈAKAVACA KAJKAVACA I ŠTOKAVACA - HSSÈKŠ;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""";BLOK UMIROVLJENICI ZAJEDNO - BUZ;CENTAR;DOMOVINSKI POKRET - DP, ZELENA LISTA;FOKUS;GRAÐANSKO-LIBERALNI SAVEZ - GLAS, DEMOKRATI;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NEOVISNI ZA HRVATSKU - NHR, HRVATSKA STRANKA PRAVA - HSP, GENERACIJA OBNOVE - GO;MOST;MOŽEMO! - POLITIÈKA PLATFORMA, ZAGREB JE NAŠ!, NOVA LJEVICA - NL, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH, ZA GRAD;NARODNA STRANKA - REFORMISTI - REFORMISTI;NEZAVISNA LISTA TOMISLAV STOJAK - NLTS;POKRET ZA MODERNU HRVATSKU;RADNIÈKA FRONTA - RF;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  ŽELJKO TOKIÆ;VESNA ŠKARE OŽBOLT - NEZAVISNA LISTA - VESNA ŠKARE OŽBOLT-NL;ZAGORSKA STRANKA ZA ZAGREB - ZSZ
21;GRAD ZAGREB;grad;GRAD ZAGREB;338;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA ULICA 24;1203;575;575;573;2;3;2;0;20;5;4;44;7;3;66;2;6;12;308;0;3;0;5;64;0;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;339;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA ULICA 24;1116;594;594;588;6;3;0;0;31;2;1;43;15;3;62;4;7;25;291;0;1;0;2;73;1;23;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;340;BARTOL KAŠIÆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;783;405;405;398;7;0;0;0;27;3;3;22;15;1;32;3;1;12;227;0;0;1;4;27;3;16;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;341;BARTOL KAŠIÆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;694;311;310;304;6;0;0;2;14;5;8;32;11;4;20;5;5;8;153;0;1;1;1;27;0;7;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;342;BARTOL KAŠIÆ;OŠ IVANA CANKARA;ULICA IVANA CANKARA 10;1382;697;697;690;7;1;0;1;47;1;20;47;14;12;57;6;2;22;368;2;2;0;1;67;1;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;343;GORNJA KUSTOŠIJA;"DJEÈJI VRTIÆ ""PETAR PAN""";LENDAVSKA ULICA 7;1587;642;642;633;9;3;3;2;52;4;5;81;25;3;84;2;9;28;239;2;2;1;3;56;2;22;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;344;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;1554;699;699;691;8;4;8;2;39;7;8;108;21;8;70;1;6;35;267;0;3;3;4;73;0;20;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;345;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA - PODRUÈNA ŠKOLA GORNJA KUSTOŠIJA;KUSTOŠIJANSKA ULICA 272;1546;695;695;680;15;7;4;7;53;4;5;81;19;4;67;2;10;37;276;0;1;2;1;59;2;36;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;346;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA - PODRUÈNA ŠKOLA GORNJA KUSTOŠIJA;KUSTOŠIJANSKA ULICA 272;1554;711;711;694;17;4;2;1;45;8;2;93;26;3;104;2;5;43;246;0;3;2;0;51;1;51;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;347;JELENOVAC;PODRUÈNI URED ÈRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;1438;720;720;712;8;0;1;2;51;7;4;61;33;4;88;1;8;27;325;1;3;4;5;60;0;26;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;348;JELENOVAC;PODRUÈNI URED ÈRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;1229;607;604;599;5;7;0;0;34;8;2;41;15;5;62;3;3;28;313;4;1;0;8;42;1;22;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;349;KUSTOŠIJA - CENTAR;PROSTORIJE MJESNOG ODBORA;ILICA 259;1007;465;465;460;5;3;3;0;25;5;2;42;10;3;70;5;2;33;199;0;3;0;0;35;1;18;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;350;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;823;341;341;336;5;0;0;0;20;3;3;41;6;3;40;1;1;15;163;0;3;0;0;27;1;9;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;351;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;866;410;410;398;12;3;3;1;12;7;4;40;6;7;38;2;3;20;181;0;1;1;2;39;0;27;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;352;MEDVEDGRAD;PROSTORIJE MJESNOG ODBORA;MIKULIÆI 189;700;400;400;390;10;5;2;1;40;2;7;49;12;3;46;2;6;21;131;1;0;0;1;34;0;26;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;353;MEDVEDGRAD;DVORAC PONGRATZ;MIKULIÆI 133;1495;793;793;779;14;6;3;3;54;3;3;101;20;4;103;0;8;72;315;1;1;1;3;47;1;27;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;354;MEDVEDGRAD;DJEÈJI VRTIÆ ŠUMSKA JAGODA;BIJENIK 164;865;433;433;426;7;5;2;1;34;2;5;55;14;1;39;0;9;28;179;0;1;1;1;28;0;21;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;355;MEDVEDGRAD;DJEÈJI VRTIÆ ŠUMSKA JAGODA;BIJENIK 164;987;539;539;532;7;3;2;0;40;2;5;52;22;5;77;22;6;28;192;2;5;1;1;40;1;24;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;356;SVETI DUH;PROSTORIJE MJESNOG ODBORA;SVETI DUH 26;1219;617;615;601;14;5;1;0;34;1;9;60;13;9;77;4;6;21;265;3;2;0;1;72;0;17;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;357;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1124;507;495;488;7;4;1;1;14;4;3;51;21;3;55;1;6;29;222;0;2;0;3;44;1;23;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;358;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1115;506;506;500;6;3;0;2;27;3;1;56;20;3;70;1;6;30;204;0;1;3;2;46;0;21;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;359;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1153;520;517;511;6;1;2;1;39;2;6;47;24;8;63;1;5;26;221;0;1;0;5;39;1;14;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;360;SVETI DUH;PROSTORIJE MJESNOG ODBORA;DUNJEVAC 15A;1344;686;686;676;10;5;3;2;36;4;6;93;18;3;65;3;3;46;290;0;0;2;1;59;1;34;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;361;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;986;493;493;487;6;3;2;0;27;4;7;55;9;3;50;1;2;17;231;0;0;1;4;45;0;26;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;362;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;974;530;529;523;6;3;1;2;27;2;9;62;14;7;97;1;2;30;221;1;0;0;2;30;1;9;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;363;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;1001;535;535;527;8;9;1;0;29;3;5;35;13;7;66;2;4;29;247;0;1;0;3;45;0;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;364;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1020;527;526;519;7;0;0;1;25;5;8;41;9;8;60;2;6;19;257;0;1;2;0;53;1;21;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;365;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1029;451;451;443;8;1;1;0;30;1;5;35;13;5;53;0;9;34;210;0;0;0;0;29;0;17;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;366;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1020;448;448;445;3;3;0;0;29;0;7;43;11;7;30;3;2;18;218;0;5;1;3;41;1;23;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;367;BRANOVEC-JALŠEVEC;VATROGASNI DOM;BRANOVEÈKA CESTA 94;1018;440;440;428;12;7;6;2;61;15;7;79;7;1;64;2;1;26;89;7;2;1;2;31;3;14;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;368;ÈUÈERJE;OŠ ÈUÈERJE;ÈUÈERSKA CESTA 382;1149;577;577;568;9;1;2;1;106;5;2;81;9;3;47;1;4;20;174;2;1;1;1;38;2;63;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;369;ÈUÈERJE;OŠ ÈUÈERJE;ÈUÈERSKA CESTA 382;1128;498;498;486;12;6;1;1;108;7;3;43;6;6;45;3;5;15;152;0;0;0;0;30;5;50;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;370;DANKOVEC;OŠ ÈUÈERJE-PODRUÈNA ŠKOLA DANKOVEC;SLANOVEÈKA CESTA 19;1254;636;636;621;15;6;8;1;104;7;5;82;9;2;67;0;3;27;204;0;1;1;0;45;3;44;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;371;DANKOVEC;OŠ ÈUÈERJE-PODRUÈNA ŠKOLA DANKOVEC;SLANOVEÈKA CESTA 19;1239;591;591;570;21;2;0;1;92;5;3;79;13;3;45;0;7;32;175;2;6;2;3;38;3;57;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;372;DUBEC;OŠ ANTUNA MIHANOVIÆA;DUBEÈKA ULICA 5;1215;589;589;579;10;0;1;2;70;4;6;65;9;4;68;0;4;34;185;1;0;3;3;63;25;31;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;373;DUBEC;OŠ ANTUNA MIHANOVIÆA;DUBEÈKA ULICA 5;1210;541;541;526;15;3;1;1;79;7;4;62;22;3;77;0;4;47;148;0;4;0;2;39;5;17;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;374;DUBEC;PROSTORIJE MJESNOG ODBORA;ULICA RUDOLFA IVANKOVIÆA 34;1313;605;605;591;14;2;1;3;82;7;5;84;17;3;95;2;3;34;161;0;0;11;1;32;6;39;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;375;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1252;615;615;608;7;5;1;1;48;3;5;102;17;1;83;1;5;37;201;0;2;1;2;48;5;39;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;376;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1282;518;518;512;6;6;2;1;69;0;9;89;5;4;77;0;4;39;129;0;1;0;1;39;4;32;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;377;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1318;640;640;629;11;14;5;2;67;3;4;96;14;4;72;3;5;51;217;1;3;1;2;45;1;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;378;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1295;582;581;571;10;6;0;1;48;8;7;82;14;2;60;0;3;35;218;1;1;1;0;58;1;25;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;379;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1270;608;608;599;9;11;1;1;76;1;6;76;10;7;78;2;8;34;190;0;1;1;1;70;1;24;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;380;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA ULICA 79A;989;464;464;449;15;4;0;2;32;7;7;54;8;0;91;0;3;47;137;0;1;0;2;26;0;27;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;381;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA ULICA 79A;1000;397;397;392;5;6;0;2;42;9;4;85;5;0;33;1;2;17;121;1;0;1;1;27;0;33;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;382;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA ULICA 79A;1073;454;454;440;14;4;0;0;48;11;4;48;11;3;66;0;6;24;146;0;0;1;0;31;7;29;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;383;GORNJA DUBRAVA;OŠ ŽUTI BRIJEG;VRTNJAKOVEÈKA ULICA 8;1512;620;619;612;7;7;5;1;70;7;9;70;12;3;65;1;20;59;202;0;1;2;2;32;8;35;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;384;GORNJA DUBRAVA;PROSTORIJE MJESNOG ODBORA;DRAVSKA ULICA 4;1201;541;541;522;19;2;9;2;45;6;3;77;6;5;51;2;7;44;188;0;1;0;0;39;2;32;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;385;GRANEŠINA;VATROGASNI DOM GRANEŠINA;GRANEŠINA 18;865;400;398;391;7;1;1;0;63;1;2;74;11;2;66;0;2;16;83;1;0;2;1;25;16;21;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;386;GRANEŠINA;PROSTORIJE MJESNOG ODBORA;SUNEKOVA ULICA 135;863;396;396;388;8;3;2;1;156;0;3;112;0;0;60;0;3;15;11;0;1;6;0;6;0;9;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;387;GRANEŠINSKI NOVAKI;PROSTORIJE MJESNOG ODBORA;NOVAÈKA ULICA 200;1432;595;595;583;12;7;3;3;154;5;7;73;4;1;67;1;16;40;137;0;1;0;1;39;3;19;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;388;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1383;637;637;629;8;8;1;0;40;10;3;90;7;5;75;3;8;38;241;1;1;0;3;57;3;33;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;389;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1291;569;569;560;9;7;6;1;62;13;6;75;13;3;74;0;9;38;168;2;2;3;2;50;6;18;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;390;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1196;489;488;477;11;5;2;1;32;11;10;45;6;3;58;0;8;39;175;3;2;2;0;48;2;22;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;391;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1265;433;429;408;21;4;1;6;174;1;4;61;2;1;74;0;3;16;43;1;0;1;0;8;0;8;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;392;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1254;510;510;504;6;3;2;4;77;8;4;64;17;5;92;0;2;34;125;2;3;1;0;34;5;20;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;393;KLAKA;DJEÈJI VRTIÆ PÈELICA;ULICA JOSIPA HAMMA 2;1029;471;471;463;8;3;3;3;46;8;5;66;8;4;57;1;4;23;175;2;1;0;3;34;0;17;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;394;KLAKA;PROSTORIJE MJESNOG ODBORA;ULICA ZDENKA ŠKREBA 3;1166;457;457;449;8;0;1;2;68;5;7;71;8;2;60;0;5;23;143;1;3;1;0;35;0;14;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;395;MIROŠEVEC;PROSTORIJE MJESNOG ODBORA;MIROŠEVEÈKA CESTA 131;1619;757;755;737;18;9;4;0;166;24;5;99;7;2;87;1;23;41;188;1;3;1;4;34;2;35;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;396;NOVOSELEC;PROSTORIJE MJESNOG ODBORA;NOVOSELEÈKI PUT 181;1513;698;698;677;21;1;2;1;93;2;1;147;3;5;114;0;5;55;173;1;0;1;1;44;3;22;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;397;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEÈKI VINOGRADI 20;1289;598;598;582;16;4;2;2;96;11;4;93;9;3;68;0;3;35;167;2;0;1;0;25;20;37;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;398;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEÈKI VINOGRADI 20;1290;560;560;548;12;3;5;1;70;5;6;88;8;1;88;0;8;65;147;0;1;0;1;20;5;25;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;399;POLJANICE;PROSTORIJE MJESNOG ODBORA;DUBRAVA 203;1318;633;630;619;11;14;0;0;78;5;2;93;3;9;58;0;6;65;202;1;0;1;1;43;9;28;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;400;POLJANICE;DJEÈJI VRTIÆ SUNCE;TREÆE POLJANICE 2;1298;573;573;567;6;2;0;0;76;4;5;79;11;3;103;2;3;34;165;0;0;0;1;53;5;21;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;401;POLJANICE;DJEÈJI VRTIÆ SUNCE;TREÆE POLJANICE 2;1381;630;630;615;15;2;0;1;80;8;9;106;16;4;83;0;7;57;162;0;0;1;3;52;7;16;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;402;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;ULICA VILE VELEBITA 15A;1519;655;655;641;14;3;5;1;64;30;10;65;12;5;49;1;2;27;255;2;8;1;6;63;5;26;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;403;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;ULICA VILE VELEBITA 15A;1493;632;632;616;16;13;2;0;57;12;7;53;7;2;50;2;5;28;281;2;2;2;2;55;0;33;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;404;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;ULICA VILE VELEBITA 10/3;1016;452;452;444;8;1;4;0;67;8;3;78;5;2;50;1;2;17;123;0;0;1;2;49;3;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;405;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;ULICA VILE VELEBITA 10/3;1033;459;459;445;14;3;2;2;52;22;4;42;6;5;31;0;6;19;161;4;1;2;5;53;0;24;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;406;STUDENTSKI GRAD;PREHRAMBENO-TEHNOLOŠKA ŠKOLA;ULICA GJURE PREJCA 2;1054;520;520;515;5;12;3;1;13;9;7;58;6;0;60;2;11;31;191;2;2;0;1;71;1;33;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;407;TRNOVÈICA;OŠ A.B. ŠIMIÆA;KROTOVICA 15;941;495;495;491;4;0;3;0;66;7;3;82;9;1;74;0;8;57;82;1;1;3;4;28;31;30;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;408;TRNOVÈICA;OŠ A.B. ŠIMIÆA;KROTOVICA 15;921;400;399;391;8;1;0;1;62;6;4;87;10;1;66;0;9;42;66;0;0;0;0;18;6;12;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;409;TRNOVÈICA;PROSTORIJE MJESNOG ODBORA;TRNOVÈICA 2A;1196;592;592;580;12;3;0;1;58;1;5;126;12;2;105;0;9;90;103;1;0;0;0;27;21;15;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;410;ZELENI BRIJEG;TENISKI KLUB MIROŠEVEÈINA;MIROŠEVEÈKI BRIJEG 45;884;418;418;410;8;3;6;0;43;1;4;71;10;5;39;0;5;20;166;0;0;0;1;30;0;6;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;411;ÈULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;809;346;345;342;3;2;0;0;69;4;6;39;15;5;38;0;5;15;89;1;1;0;0;22;1;27;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;412;ÈULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;887;436;436;424;12;1;2;0;38;1;3;51;35;2;53;0;3;29;156;0;1;1;1;37;0;10;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;413;DONJA DUBRAVA;OŠ MARIJE JURIÆ ZAGORKE;ŠTEFANOVEÈKA CESTA 67;1433;604;602;581;21;9;1;1;70;2;2;81;9;2;93;0;8;59;169;0;5;2;1;38;2;26;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;414;DONJA DUBRAVA;OŠ MARIJE JURIÆ ZAGORKE;ŠTEFANOVEÈKA CESTA 67;1450;595;592;577;15;10;1;1;70;4;7;65;14;6;85;1;3;46;186;1;2;2;0;43;4;21;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;415;IVAN MAŽURANIÆ;OŠ IVANA MAŽURANIÆA;JAVORINSKA ULICA 5;1296;604;604;595;9;8;1;0;70;8;6;85;7;5;60;1;5;59;212;2;0;1;1;43;1;19;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;416;IVAN MAŽURANIÆ;OŠ IVANA MAŽURANIÆA;JAVORINSKA ULICA 5;1208;544;543;527;16;7;2;3;55;7;10;73;8;3;93;0;5;36;153;2;6;0;5;32;0;24;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;417;IVAN MAŽURANIÆ;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA;SLAVONSKA ULICA 35;1505;685;685;673;12;5;1;0;60;5;10;118;13;4;117;2;3;52;209;1;1;0;0;34;5;33;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;418;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1215;512;512;501;11;4;1;0;58;6;3;64;16;6;75;1;5;21;172;0;2;1;0;41;4;17;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;419;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1224;474;471;458;13;1;0;0;84;2;4;59;4;2;69;1;1;46;127;0;2;0;1;31;3;20;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;420;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1198;522;522;518;4;1;0;2;39;4;11;45;23;3;69;0;8;33;197;2;0;0;2;54;1;23;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;421;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1260;570;569;553;16;2;1;1;65;9;3;72;14;3;65;1;2;29;173;2;3;0;2;58;5;41;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;422;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1247;579;579;564;15;3;4;2;74;3;1;59;6;3;61;0;1;50;185;2;2;1;3;55;1;26;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;423;NOVI RETKOVEC;PROSTORIJE MJESNOG ODBORA;ULICA BREZA 26;1238;547;547;536;11;9;3;2;55;5;7;74;15;2;62;2;5;25;179;2;1;2;0;57;4;21;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;424;RESNIÈKI GAJ;PROSTORIJE MJESNOG ODBORA;ÈULINEÈKA CESTA 230;310;153;153;151;2;1;0;0;21;0;3;20;2;0;28;1;0;6;46;0;1;0;0;5;2;13;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;425;STARI RETKOVEC;PROSTORIJE MJESNOG ODBORA;I. RETKOVEC 2A;1221;396;396;383;13;1;1;1;106;1;0;63;4;2;45;0;6;18;96;0;0;1;4;18;1;15;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;426;STARI RETKOVEC;OŠ SESVETSKA SOPNICA;SOPNIÈKA ULICA 69;1178;427;414;400;14;2;1;1;96;4;2;95;4;0;53;0;0;27;89;2;0;1;0;23;0;0;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;427;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1316;522;522;495;27;3;0;2;77;3;3;87;3;3;77;1;2;26;123;1;1;1;1;28;29;20;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;428;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1363;472;471;457;14;10;2;2;88;6;2;70;9;4;52;0;4;35;111;0;1;2;1;22;3;31;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;429;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1242;429;429;415;14;1;1;0;75;4;9;36;3;3;64;0;2;37;109;0;0;2;1;34;2;32;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;430;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1348;534;534;520;14;6;3;3;86;2;0;69;15;2;58;4;4;35;161;0;3;0;3;26;4;34;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;431;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1133;481;481;466;15;2;0;3;64;6;3;70;10;2;63;0;6;16;146;0;2;3;0;35;3;31;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;432;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1105;439;438;422;16;9;3;1;87;3;5;72;6;1;46;1;1;19;105;2;2;1;1;29;2;24;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;433;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1119;426;426;418;8;0;3;1;57;6;2;64;14;0;50;0;2;36;129;2;2;2;1;26;2;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;434;TRNAVA;DJEÈJI VRTIÆ JABUKA;RESNIÈKI PUT 88;1355;477;477;458;19;9;1;1;79;4;2;65;16;2;71;0;3;34;114;2;0;0;2;32;2;19;0
