Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AGRAMERI - NEZAVISNA LISTA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A - HSS, HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR, HRVATSKA RADIÆEVSKA STRANKA - HRS, PROMIJENIMO HRVATSKU - PH, HRVATSKA STRANKA SVIH ÈAKAVACA KAJKAVACA I ŠTOKAVACA - HSSÈKŠ;AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP;"""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""";BLOK UMIROVLJENICI ZAJEDNO - BUZ;CENTAR;DOMOVINSKI POKRET - DP, ZELENA LISTA;FOKUS;GRAÐANSKO-LIBERALNI SAVEZ - GLAS, DEMOKRATI;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NEOVISNI ZA HRVATSKU - NHR, HRVATSKA STRANKA PRAVA - HSP, GENERACIJA OBNOVE - GO;MOST;MOŽEMO! - POLITIÈKA PLATFORMA, ZAGREB JE NAŠ!, NOVA LJEVICA - NL, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH, ZA GRAD;NARODNA STRANKA - REFORMISTI - REFORMISTI;NEZAVISNA LISTA TOMISLAV STOJAK - NLTS;POKRET ZA MODERNU HRVATSKU;RADNIÈKA FRONTA - RF;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  ŽELJKO TOKIÆ;VESNA ŠKARE OŽBOLT - NEZAVISNA LISTA - VESNA ŠKARE OŽBOLT-NL;ZAGORSKA STRANKA ZA ZAGREB - ZSZ
21;GRAD ZAGREB;grad;GRAD ZAGREB;235;SAVSKI GAJ;PROSTORIJE MJESNOG ODBORA;REMETINEÈKA CESTA 79;1205;599;599;586;13;20;0;1;41;1;2;65;23;6;82;0;4;28;233;0;0;0;0;45;0;30;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;236;SAVSKI GAJ;PROSTORIJE MJESNOG ODBORA;REMETINEÈKA CESTA 79;1032;398;398;391;7;5;0;0;37;1;2;43;12;2;42;0;4;28;166;1;1;2;0;23;3;18;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;237;SIGET;OŠ V.HOLJEVCA;SIGET 23;1258;578;578;577;1;1;0;1;39;1;4;49;12;3;55;0;8;15;297;0;1;2;1;62;0;26;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;238;SIGET;OŠ V.HOLJEVCA;SIGET 23;1252;625;624;616;8;2;0;0;35;4;7;56;3;6;42;1;7;20;339;1;0;0;2;66;1;24;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;239;SIGET;OŠ V.HOLJEVCA;SIGET 23;1263;636;634;625;9;2;1;0;22;3;7;52;15;5;61;0;8;29;313;0;2;0;1;80;1;23;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;240;SIGET;OŠ V.HOLJEVCA;SIGET 23;1228;614;614;602;12;2;0;1;32;2;5;49;15;5;62;0;4;21;299;1;0;1;6;68;2;26;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;241;SIGET;OŠ V.HOLJEVCA;SIGET 23;1266;661;661;655;6;3;0;1;26;5;7;45;11;5;42;2;4;24;350;0;1;2;1;84;1;41;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;242;SIGET;OŠ V.HOLJEVCA;SIGET 23;1404;695;692;687;5;2;2;0;120;0;5;49;30;3;40;2;2;35;344;0;3;1;1;29;2;16;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;243;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1229;486;486;469;17;2;5;2;59;3;4;68;9;9;77;1;3;32;153;1;2;0;0;24;4;10;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;244;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1228;505;505;498;7;3;1;1;51;4;6;72;10;3;68;2;2;27;181;0;0;0;0;35;4;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;245;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1198;507;507;497;10;5;4;2;53;2;4;58;14;2;52;4;6;47;190;1;1;0;6;31;1;14;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;246;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1154;412;411;396;15;4;3;5;75;5;4;50;6;2;66;1;6;27;102;1;0;1;0;27;0;11;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;247;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1158;387;384;370;14;0;2;1;66;3;4;66;4;0;59;4;2;38;90;1;2;2;1;11;2;12;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;248;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1162;388;388;377;11;3;0;1;60;0;1;81;2;1;63;2;8;29;103;0;1;0;1;10;0;11;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;249;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1174;486;486;479;7;1;6;0;56;3;4;103;8;5;40;1;6;31;168;0;0;1;4;25;0;16;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;250;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1296;549;549;535;14;3;9;1;69;2;4;69;10;1;67;0;9;43;198;1;1;0;2;26;1;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;251;TRNSKO;OŠ TRNSKO;TRNSKO 25;1115;582;582;566;16;5;0;2;40;1;10;34;22;3;53;2;1;20;285;1;3;1;3;60;2;18;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;252;TRNSKO;OŠ TRNSKO;TRNSKO 25;1146;482;482;469;13;0;0;1;51;3;3;24;13;4;44;1;1;11;237;0;1;0;1;51;0;21;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;253;TRNSKO;OŠ TRNSKO;TRNSKO 25;1135;521;521;504;17;5;2;0;33;2;2;46;15;5;53;3;4;17;246;1;1;1;5;47;1;15;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;254;TRNSKO;OŠ TRNSKO;TRNSKO 25;1081;463;463;455;8;1;1;0;41;11;4;42;4;5;42;0;4;21;217;0;1;1;0;43;1;15;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;255;ANTUN MIHANOVIÆ;OŠ JULIJA KLOVIÆA;NOVA CESTA 133;1330;629;629;618;11;6;2;2;38;3;7;43;11;6;64;0;7;28;322;1;2;1;1;49;0;25;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;256;ANTUN MIHANOVIÆ;OŠ JULIJA KLOVIÆA;NOVA CESTA 133;1153;581;581;576;5;1;0;0;21;2;4;45;18;6;59;0;3;33;289;0;4;2;2;63;1;22;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;257;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1354;610;610;592;18;2;6;2;40;4;4;49;9;4;79;0;3;27;244;0;1;7;6;51;22;30;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;258;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1351;628;628;612;16;1;3;0;39;2;5;52;13;1;70;1;1;39;299;0;2;4;4;49;2;24;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;259;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1388;610;610;597;13;3;0;1;45;6;4;58;13;5;58;2;2;32;296;1;4;2;3;33;1;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;260;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1144;465;465;458;7;0;1;1;21;0;5;62;8;2;36;0;2;21;233;0;4;1;0;39;0;21;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;261;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1133;504;504;498;6;5;2;1;29;3;5;46;9;4;51;1;1;19;252;1;6;3;2;43;2;12;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;262;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1136;494;494;483;11;1;1;1;19;7;5;52;7;3;49;1;3;22;236;0;5;0;2;40;0;27;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;263;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1151;573;571;559;12;2;3;0;27;8;4;47;11;9;48;2;2;27;278;1;6;0;2;62;1;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;264;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1102;463;463;448;15;0;2;0;29;9;4;43;10;11;40;1;5;25;204;0;9;1;3;31;0;21;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;265;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1407;654;654;644;10;0;3;0;40;4;6;57;23;5;79;3;4;34;270;1;14;0;6;59;0;33;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;266;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1305;669;666;661;5;2;2;0;40;3;9;58;16;4;58;0;1;49;321;0;5;1;0;63;4;24;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;267;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1231;500;500;493;7;2;1;0;22;3;2;51;11;2;35;0;2;29;268;0;0;0;3;43;3;15;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;268;NIKOLA TESLA;ŠPORTSKA  GIMNAZIJA;SELSKA CESTA 119;1207;575;575;572;3;3;5;0;21;1;12;49;17;4;67;3;9;37;271;2;2;3;2;47;0;17;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;269;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1298;703;702;695;7;2;0;0;40;6;9;59;20;7;58;1;0;38;352;4;3;2;2;71;0;20;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;270;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1128;546;546;538;8;1;0;0;23;2;7;55;21;7;53;2;5;32;263;0;2;0;5;37;0;22;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;271;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1363;669;667;661;6;1;0;1;26;2;2;48;25;6;58;0;2;36;356;1;3;1;7;64;0;22;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;272;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1565;706;704;694;10;1;1;2;33;1;3;60;15;3;87;1;7;38;341;2;9;1;4;55;0;26;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;273;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1649;746;746;734;12;2;1;0;47;2;6;49;20;10;76;2;6;39;378;1;4;1;7;53;2;27;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;274;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1405;577;577;566;11;1;0;1;32;3;4;59;12;6;63;0;6;53;239;1;18;0;2;40;0;25;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;275;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1394;702;702;689;13;3;3;3;47;7;2;66;11;5;59;0;3;56;255;1;90;3;1;46;0;26;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;276;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1429;685;685;669;16;4;2;2;55;3;4;67;16;4;83;0;5;45;233;0;93;1;3;31;0;16;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;277;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1400;576;575;568;7;0;1;0;69;1;5;59;22;6;70;0;8;47;187;0;34;2;2;32;0;21;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;278;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1409;662;658;647;11;2;1;0;43;1;4;62;11;5;65;0;2;54;277;0;25;1;4;62;0;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;279;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1387;568;561;546;15;2;0;2;54;2;7;38;7;6;57;0;1;34;235;1;25;0;0;48;0;27;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;280;SAMOBORÈEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1159;542;542;533;9;2;1;2;33;2;1;34;10;8;54;0;2;20;290;0;0;0;3;59;1;11;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;281;SAMOBORÈEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1235;625;625;614;11;2;3;1;27;4;5;47;13;3;61;0;3;18;357;3;2;0;1;51;0;12;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;282;SAMOBORÈEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1265;599;599;587;12;2;0;1;27;4;1;42;18;4;44;2;3;21;329;1;1;1;5;64;3;14;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;283;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1349;664;664;657;7;1;2;0;24;2;3;56;8;3;65;1;4;38;355;2;4;4;2;55;2;26;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;284;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1336;689;689;685;4;4;0;0;41;1;4;54;20;7;70;0;4;19;355;0;5;0;5;70;2;24;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;285;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1358;679;679;673;6;2;2;2;37;10;5;53;19;7;55;4;5;36;332;0;3;1;3;80;2;15;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;286;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1321;680;680;667;13;1;3;2;26;1;4;84;14;8;69;0;7;30;341;0;1;2;1;39;1;31;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;287;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1153;485;485;476;9;3;1;0;31;5;5;42;11;6;48;0;3;31;216;0;1;0;3;51;0;19;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;288;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1126;512;512;507;5;2;1;0;20;4;2;30;23;3;53;0;5;27;249;1;0;3;8;53;0;23;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;289;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1195;595;595;587;8;1;1;0;38;1;1;40;21;10;71;2;2;31;269;0;0;0;5;63;0;30;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;290;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1138;517;517;508;9;2;0;0;26;3;6;53;14;4;36;1;2;40;246;0;1;1;4;44;1;24;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;291;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1151;534;534;527;7;3;1;1;33;2;2;39;15;8;50;0;6;31;274;0;2;1;5;34;0;20;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;292;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1195;561;561;551;10;0;1;0;29;3;3;54;20;7;61;1;9;46;215;7;2;1;2;65;0;22;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;293;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1157;595;595;588;7;1;2;0;23;4;4;52;16;5;71;1;5;49;266;1;0;0;1;50;2;33;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;294;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1211;678;678;671;7;6;2;0;24;3;9;55;14;5;84;1;5;60;284;1;2;1;2;87;2;23;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;295;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1166;624;623;613;10;1;1;1;33;4;11;45;25;8;63;0;4;43;296;1;3;1;2;62;0;9;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;296;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1179;564;564;558;6;2;0;2;25;6;2;55;13;5;44;1;10;39;260;1;0;0;2;65;0;23;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;297;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1154;588;588;585;3;2;1;0;15;7;3;52;15;2;67;0;5;44;284;4;1;0;4;55;2;22;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;298;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1336;726;726;715;11;2;0;1;36;7;6;45;20;14;57;0;3;40;370;2;0;1;6;78;0;25;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;299;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1377;747;747;737;10;2;4;0;31;13;7;43;19;6;54;0;6;32;395;1;2;2;6;87;2;22;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;300;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1342;671;671;660;11;4;0;0;38;9;4;42;17;9;66;0;4;33;317;0;5;3;2;77;1;27;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;301;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1365;705;705;695;10;5;0;0;31;10;7;49;24;6;48;1;9;58;336;6;0;0;6;73;4;21;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;302;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1313;695;695;685;10;2;5;1;26;10;8;89;9;5;52;2;5;32;320;2;0;0;8;77;2;28;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;303;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1359;629;628;614;14;2;0;4;45;11;10;60;14;9;41;0;5;20;304;0;0;0;2;63;1;23;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;304;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1438;710;709;697;12;5;0;0;36;5;7;51;15;7;83;0;9;50;292;3;6;1;3;103;3;18;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;305;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIÆI 57A;1114;501;501;499;2;1;0;1;20;3;2;44;13;5;56;0;0;38;261;1;0;0;2;36;2;14;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;306;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIÆI 57A;1216;564;563;561;2;1;3;0;18;2;5;44;13;3;66;2;2;34;281;1;1;1;2;58;0;23;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;307;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1323;698;698;687;11;0;2;1;55;6;6;58;12;2;89;0;1;51;294;3;2;0;3;72;2;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;308;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1369;759;759;749;10;5;4;1;38;8;1;84;13;6;81;1;11;79;329;0;1;1;4;53;2;26;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;309;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1380;651;651;638;13;2;1;0;47;9;7;64;21;7;85;3;7;56;249;5;1;1;3;40;3;25;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;310;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1336;602;601;596;5;0;0;0;32;5;5;54;11;6;72;1;2;46;270;3;1;1;2;63;0;20;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;311;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1355;606;606;593;13;0;2;0;31;2;5;48;21;1;78;0;6;46;266;3;2;1;8;52;1;19;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;312;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1313;681;681;668;13;2;3;0;39;5;4;65;8;6;68;1;6;74;284;0;1;2;1;66;2;28;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;313;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;ALBAHARIJEVA ULICA 2;963;460;460;453;7;3;2;1;24;3;4;34;6;5;32;2;2;20;239;0;0;0;1;67;0;8;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;314;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1424;730;730;715;15;3;4;2;27;8;5;58;15;7;56;3;9;23;390;0;2;0;2;81;0;18;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;315;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1367;669;669;656;13;4;3;0;27;4;7;59;15;5;73;1;5;29;313;1;2;0;4;71;0;32;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;316;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1315;638;638;629;9;2;1;1;29;4;7;44;10;4;34;2;3;29;354;1;3;0;5;75;0;21;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;317;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1441;714;714;704;10;2;1;1;30;3;3;49;20;2;70;0;10;36;386;1;1;0;2;57;2;28;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;318;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1346;610;610;600;10;3;0;1;28;6;7;74;17;6;65;1;3;35;283;0;0;0;4;38;0;29;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;319;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;HORVAÆANSKA CESTA 54;1013;522;522;514;8;1;3;0;28;8;8;35;25;5;49;1;2;18;247;3;0;1;2;57;0;20;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;320;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1241;617;617;609;8;3;1;1;37;5;4;64;13;7;75;1;2;22;260;1;11;1;4;74;2;19;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;321;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1268;518;518;510;8;1;3;0;32;3;4;52;15;2;53;0;1;13;239;1;1;1;2;63;0;23;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;322;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1324;627;627;614;13;2;0;1;39;8;6;61;14;6;74;0;4;35;273;2;5;3;2;46;0;33;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;323;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1374;675;673;667;6;4;3;1;32;5;14;53;25;1;76;2;5;49;324;1;3;0;2;47;2;18;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;324;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1233;630;630;627;3;4;5;2;35;6;7;51;54;4;61;5;5;13;278;0;5;1;6;59;3;21;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;325;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1235;573;573;567;6;0;3;1;46;4;2;41;8;7;50;1;3;41;243;0;0;1;1;88;0;25;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;326;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1217;514;514;498;16;1;2;2;36;5;4;63;12;4;48;1;8;27;205;0;1;3;1;39;0;36;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;327;PREÈKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIÆA RONJGOVA 67;1094;499;499;486;13;4;2;0;42;9;4;50;7;5;44;0;2;24;201;4;1;0;0;73;0;12;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;328;PREÈKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIÆA RONJGOVA 67;1105;571;571;563;8;4;1;2;25;6;6;52;11;6;51;1;3;31;274;1;1;0;4;62;0;22;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;329;PREÈKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIÆA RONJGOVA 67;1087;494;494;484;10;10;2;3;33;4;4;47;14;2;51;0;4;26;208;0;2;2;2;49;1;20;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;330;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1254;630;630;622;8;1;2;2;33;3;3;53;23;9;61;1;3;51;297;0;2;1;0;57;0;19;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;331;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1224;615;615;607;8;1;1;1;29;4;5;53;14;5;75;0;13;45;280;2;2;0;3;59;5;9;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;332;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1263;653;653;643;10;4;1;2;24;6;7;52;19;10;88;0;10;39;302;2;2;1;6;43;2;22;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;333;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1277;653;653;649;4;8;3;2;35;2;5;73;12;8;77;2;6;67;250;1;0;2;6;64;0;26;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;334;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1247;626;626;616;10;3;1;1;37;1;11;39;20;1;38;0;2;50;329;1;1;0;2;57;1;21;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;335;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1278;668;667;652;15;5;1;0;32;6;5;64;20;9;82;3;3;44;286;0;1;1;4;61;1;24;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;336;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1270;650;650;642;8;4;5;1;28;8;2;82;19;7;92;1;8;44;234;0;3;0;0;66;2;34;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;337;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;TRG FRANCUSKE REPUBLIKE 11;1217;648;647;638;9;4;1;0;28;5;5;46;4;10;65;2;4;19;362;1;1;1;3;56;0;21;0
