Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA SELJAÈKA STRANKA - HSS;HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NEOVISNI ZA HRVATSKU - NHR;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  MARKO JELIÆ;MOST, DOMOVINSKI POKRET - DP, LOZA NEZAVISNA LISTA - LOZA;NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;NEZAVISNA LISTA STIPE PETRINA - NLSP;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;022;BIRAÈKO MJESTO 22;OSNOVNA ŠKOLA VIDICI - PODRUÈNA ŠKOLA RAŽINE;PUT EGERA BB, ŠIBENIK;1344;534;534;509;25;202;4;53;32;74;19;81;0;44
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;023;BIRAÈKO MJESTO 23;PROSTORIJE GRADSKE ÈETVRTI RAŽINE DONJE;LEPENIÈKA 1, ŠIBENIK;699;262;262;248;14;101;2;14;32;29;2;45;1;22
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;024;BIRAÈKO MJESTO 24;PROSTORIJE GRADSKE VIJEÆNICE;TRG REPUBLIKE HRVATSKE,  ŠIBENIK;670;264;264;255;9;67;16;29;33;13;6;55;2;34
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;025;BIRAÈKO MJESTO 25;PROSTORIJE OSNOVNE ŠKOLE FAUSTA VRANÈIÆA;TRG I.G. KOVAÈIÆA 1,  ŠIBENIK;491;211;211;206;5;46;9;22;28;5;9;51;0;36
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;026;BIRAÈKO MJESTO 26;PROSTORIJE OSNOVNE ŠKOLE FAUSTA VRANÈIÆA;TRG I.G. KOVAÈIÆA 1, ŠIBENIK;461;200;199;191;8;54;4;32;16;17;7;41;0;20
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;027;BIRAÈKO MJESTO 27;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74,  ŠIBENIK;820;363;358;349;9;109;7;28;59;20;14;58;1;53
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;028;BIRAÈKO MJESTO 28;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74,  ŠIBENIK;782;331;331;326;5;86;11;25;40;15;21;67;4;57
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;029;BIRAÈKO MJESTO 29;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74,  ŠIBENIK;663;278;278;271;7;70;4;26;35;16;16;55;2;47
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;030;BIRAÈKO MJESTO 30;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74,  ŠIBENIK;1138;504;504;488;16;157;7;33;54;35;14;123;2;63
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;031;BIRAÈKO MJESTO 31;PROSTORIJE PROMETNO TEHNIÈKE ŠKOLE (EX EKONOMSKA ŠKOLA);KRALJA ZVONIMIRA 2,  ŠIBENIK;699;282;282;271;11;91;7;17;40;12;11;39;1;53
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;032;BIRAÈKO MJESTO 32;KREŠIMIROV DOM;TRG PALIH BRANITELJA DOMOVINSKOG RATA 1,  ŠIBENIK;769;312;312;301;11;111;2;32;24;18;20;48;4;42
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;033;BIRAÈKO MJESTO 33;OSNOVNA ŠKOLA VIDICI;8. DALMATINSKE UDARNE BRIGADE BB, ŠIBENIK;514;191;191;187;4;56;4;4;17;17;8;42;0;39
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;034;BIRAÈKO MJESTO 34;OSNOVNA ŠKOLA VIDICI;8. DALMATINSKE UDARNE BRIGADE BB, ŠIBENIK;551;209;209;199;10;50;5;18;27;11;9;50;1;28
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;035;BIRAÈKO MJESTO 35;OSNOVNA ŠKOLA VIDICI;8. DALMATINSKE UDARNE BRIGADE BB, ŠIBENIK;593;253;253;250;3;74;9;25;29;17;7;41;1;47
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;036;BIRAÈKO MJESTO 36;OSNOVNA ŠKOLA VIDICI;8. DALMATINSKE UDARNE BRIGADE BB, ŠIBENIK;669;272;272;264;8;54;3;16;34;29;11;58;3;56
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;037;BIRAÈKO MJESTO 37;OSNOVNA ŠKOLA VIDICI;8. DALMATINSKE UDARNE BRIGADE BB, ŠIBENIK;671;292;292;282;10;109;2;12;27;20;11;66;4;31
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;038;BIRAÈKO MJESTO 38;PROSTORIJE ŠPORTSKOG KLUBA POLET U ZABLAÆU;ZABLAÆE;661;192;192;187;5;75;1;16;14;3;9;41;0;28
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;039;BIRAÈKO MJESTO 39;PROSTORIJE TURISTIÈKOG UREDA JADRIJA;JADRIJA;224;105;105;102;3;25;3;6;7;12;2;23;3;21
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;040;BIRAÈKO MJESTO 40;ŠKOLSKA ZGRADA U BORAJI;BORAJA BB;214;110;110;103;7;71;1;9;2;8;0;9;0;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;041;BIRAÈKO MJESTO 41;PROSTORIJE MJESNOG ODBORA BRODARICA;KRAPANJSKIH SPUŽVARA 4, BRODARICA;736;269;268;260;8;82;1;16;27;18;7;77;0;32
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;042;BIRAÈKO MJESTO 42;OSNOVNA ŠKOLA BRODARICA;GOMLJANIK 100, BRODARICA;847;295;295;289;6;106;6;23;31;10;9;74;1;29
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;043;BIRAÈKO MJESTO 43;OSNOVNA ŠKOLA BRODARICA;GOMLJANIK 100, BRODARICA;973;344;344;327;17;117;4;22;26;27;8;86;0;37
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;044;BIRAÈKO MJESTO 44;ŠKOLSKA ZGRADA U DANILU;DANILO BB;315;135;135;128;7;71;1;9;9;9;5;13;0;11
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;045;BIRAÈKO MJESTO 45;PROSTORIJE ŠKOLSKE ZGRADE U DANILU BIRNJU;DANILO BIRANJ BB;376;152;152;150;2;65;7;23;10;15;7;15;0;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;046;BIRAÈKO MJESTO 46;PROSTORIJE ŠKOLSKE ZGRADE U DANILU KRALJICAMA;DANILO KRALJICE BB;106;48;48;46;2;38;0;3;2;1;0;2;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;047;BIRAÈKO MJESTO 47;PRIVATNA KUÆA VLASNIŠTVO ZVONKA MIŠURE U DONJEM POLJU;VRPOLJAÈKA CESTA 8, DONJE POLJE;236;82;82;77;5;34;3;2;7;7;2;13;0;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;048;BIRAÈKO MJESTO 48;PODRUÈNA OSNOVNA ŠKOLA PETRA KREŠIMIRA IV U DUBRAVI KOD ŠIBENIKA;DUBRAVA KOD ŠIBENIKA BB;706;325;325;317;8;122;2;45;39;19;5;60;0;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;049;BIRAÈKO MJESTO 49;U PRIVATNOJ KUÆI VLASNIŠTVO IVICE RAKA;RAKOVO SELO 67;293;143;143;139;4;51;3;14;16;10;4;26;1;14
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;050;BIRAÈKO MJESTO 50;MJESNI ODBOR GORIŠ;LABORI 63A, GORIŠ;126;73;73;73;0;43;0;1;5;10;1;7;0;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;051;BIRAÈKO MJESTO 51;U PROSTORIJAMA ŠKOLSKE ZGRADE U  GREBAŠTICI;GREBAŠTICA DONJA BB;907;389;388;371;17;158;3;21;34;32;10;92;2;19
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;052;BIRAÈKO MJESTO 52;PROSTORIJE MJESNOG ODBORA JADRTOVAC U JADRTOVCU;JADRTOVAC BB;156;68;68;66;2;28;3;2;5;5;0;14;0;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;053;BIRAÈKO MJESTO 53;PROSTORIJE MJESNOG ODBORA KAPRIJE U KAPRIJU;KAPRIJE BB;271;121;121;111;10;44;5;8;11;5;1;15;0;22
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;054;BIRAÈKO MJESTO 54;PROSTORIJE LOVAÈKOG DOMA KRKA U KONJEVRATIMA;KONJEVRATE, KONJEVRATE BB;297;109;109;107;2;52;1;10;6;3;2;16;1;16
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;055;BIRAÈKO MJESTO 55;PROSTORIJE ŠKOLSKE ZGRADE U BRNJICI;BRNJICA BB;70;30;30;30;0;15;0;1;1;5;2;2;0;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;056;BIRAÈKO MJESTO 56;PROSTORIJE ŠKOLSKE ZGRADE U KRAPNJU;KRAPANJ BB;260;75;75;74;1;29;2;7;2;3;8;14;0;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;057;BIRAÈKO MJESTO 57;U PRIVATNOJ KUÆI VINKA PAŠKALINA (POK. NIKOLE) U LEPENICI;MRDEŽE 5;58;31;31;31;0;24;0;3;0;2;0;2;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;058;BIRAÈKO MJESTO 58;PROSTORIJE MJESNOG ODBORA LOZOVAC U TROMILJI;TROMILJA BB;351;127;127;122;5;48;2;6;11;6;5;26;2;16
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;059;BIRAÈKO MJESTO 59;PROSTORIJE PODRUÈNE ŠKOLE JURJA DALMATINCA U TROMILJI;TROMILJA BB;250;81;81;80;1;28;2;11;5;7;4;9;2;12
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;060;BIRAÈKO MJESTO 60;OSNOVNA ŠKOLA VRPOLJE, PODRUÈNA ŠKOLA PERKOVIÆ;SITNO DONJE  BB;523;254;254;243;11;138;2;20;16;43;0;16;2;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;061;BIRAÈKO MJESTO 61;MJESNA PROSTORIJA U MRAVNICI;MRAVNICA BB;57;34;34;32;2;28;0;1;0;2;0;1;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;062;BIRAÈKO MJESTO 62;MJESNA PROSTORIJA U SLIVNU  (ERCEZI);SLIVNO - ERCEZI BB;99;39;39;37;2;19;0;5;1;5;0;3;1;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;063;BIRAÈKO MJESTO 63;PROSTORIJE MJESNOG ODBORA PODINE;PODINE BB;27;9;9;9;0;7;0;0;0;0;0;1;0;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;064;BIRAÈKO MJESTO 64;PROSTORIJE ŠKOLSKE ZGRADE U RASLINI;RASLINA BB;541;249;249;240;9;105;5;16;15;20;7;26;1;45
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;065;BIRAÈKO MJESTO 65;PROSTORIJE OSNOVNE ŠKOLE U VRPOLJU;VRPOLJE BB;680;314;314;306;8;142;4;42;26;22;4;47;0;19
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;066;BIRAÈKO MJESTO 66;PROSTORIJE MJESNOG ODBORA VRSNO U VRSNOM;VRSNO BB;77;39;39;37;2;27;0;7;0;0;1;2;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;067;BIRAÈKO MJESTO 67;U PROSTORIJAMA VATROGASNOG DOMA U ZATONU;ZATONSKI ŽRTAVA 74 A;927;338;338;332;6;113;4;24;44;36;8;57;0;46
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;068;BIRAÈKO MJESTO 68;U PROSTORIJAMA DOMA KULTURE U ZLARINU;ISPOD LEROJA BB;332;152;152;148;4;51;6;7;9;4;13;25;1;32
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;069;BIRAÈKO MJESTO 69;PROSTORIJE MJESNOG ODBORA ŽABORIÆ U ŽABORIÆU;TUTIKOVA 1;612;258;258;251;7;106;5;16;14;16;7;52;0;35
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;070;BIRAÈKO MJESTO 70;PROSTORIJE MJESNOG ODBORA ŽIRJE U ŽIRJU;TRG BB;228;101;101;100;1;27;14;2;9;8;1;20;1;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;001;BIRAÈKO MJESTO 1;ZGRADA KULTURNOG CENTRA U VODICAMA;IVE ÈAÆE 8;1119;611;611;597;14;178;18;27;72;78;4;159;2;59
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;002;BIRAÈKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA BR. I. - PRIZEMLJE)";MIÆIN STANKA BB;1238;578;578;557;21;185;4;26;62;72;7;154;3;44
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;003;BIRAÈKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA BR. II. - PRIZEMLJE)";MIÆIN STANKA BB;1142;580;580;570;10;204;23;29;56;80;6;127;0;45
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;004;BIRAÈKO MJESTO 4;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA BR. III. - PRIZEMLJE)";MIÆIN STANKA BB;1227;470;469;449;20;150;6;22;57;63;4;108;2;37
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;005;BIRAÈKO MJESTO 5;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA BR. IV. - PRIZEMLJE)";MIÆIN STANKA BB;1257;461;461;443;18;183;9;21;38;70;4;92;1;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;006;BIRAÈKO MJESTO 6;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA BR. V. - PRIZEMLJE)";MIÆIN STANKA BB;1327;493;493;480;13;154;11;16;54;101;1;98;1;44
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;007;BIRAÈKO MJESTO 7;PROSTORIJE MJESNOG ODBORA SRIMA;SRIMA;993;387;387;378;9;106;6;18;42;47;6;112;3;38
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;008;BIRAÈKO MJESTO 8;PROSTOR MJESNOG ODBORA PRVIÆ LUKA (EX DVA BUNARA);PRVIÆ LUKA;202;104;104;102;2;21;1;4;8;8;3;20;0;37
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;009;BIRAÈKO MJESTO 9;PROSTOR MJESNOG ODBORA PRVIÆ ŠEPURINE;PRVIÆ ŠEPURINE;289;158;158;155;3;47;6;7;15;11;4;39;0;26
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;010;BIRAÈKO MJESTO 10;OSNOVNA ŠKOLA ÈISTA VELIKA;ÈISTA VELIKA;427;257;257;249;8;146;2;12;35;25;1;16;0;12
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;011;BIRAÈKO MJESTO 11;EX AMBULANTA U ÈISTOJ MALOJ;ÈISTA MALA;179;65;65;64;1;17;1;0;2;0;3;9;24;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;012;BIRAÈKO MJESTO 12;OSNOVNA ŠKOLA GAÆELEZI;GAÆELEZI;219;97;97;95;2;65;4;2;4;14;0;6;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;013;BIRAÈKO MJESTO 13;KUÆA VLASNIKA STIPANA BRUSANA;GRABOVCI 18;80;58;58;57;1;42;1;0;1;7;3;3;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BILICE;001;BIRAÈKO MJESTO 1;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;1251;558;558;530;28;188;12;34;61;63;6;119;2;45
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BILICE;002;BIRAÈKO MJESTO 2;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;1020;406;406;381;25;165;5;17;19;49;7;86;1;32
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BISKUPIJA;001;BIRAÈKO MJESTO 1;ZGRADA OPÆINE BISKUPIJA;TRG IVANA MEŠTROVIÆA 2, ORLIÆ;190;99;99;97;2;2;0;1;9;1;0;0;76;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BISKUPIJA;002;BIRAÈKO MJESTO 2;PROSTORIJE MJESNOG ODBORA BISKUPIJA;PUT SVETE TROJICE 6, BISKUPIJA;285;143;143;134;9;22;3;1;20;4;2;0;72;10
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BISKUPIJA;003;BIRAÈKO MJESTO 3;PROSTORIJE MJESNOG ODBORA MARKOVAC;CENTAR 84, RIÐANE;81;43;43;39;4;1;1;1;0;0;0;0;33;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BISKUPIJA;004;BIRAÈKO MJESTO 4;ZGRADA DOMA KULTURE U VRBNIKU;VUKADINI 2, VRBNIK;304;159;159;151;8;6;1;1;20;5;1;3;111;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BISKUPIJA;005;BIRAÈKO MJESTO 5;PROSTORIJE MJESNOG ODBORA ZVJERINAC;KOD ŽELJEZNIÈKE POSTAJE 16, ZVJERINAC;245;115;115;101;14;11;0;1;16;0;0;1;54;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;BISKUPIJA;006;BIRAÈKO MJESTO 6;PROSTORIJE NOVE O.Š. U RAMLJANIMA;BAÈCI 9, RAMLJANE;114;73;73;71;2;3;1;0;10;0;0;0;55;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;CIVLJANE;001;BIRAÈKO MJESTO 1;OPÆINA CIVLJANE;KOD DOMA 3, CIVLJANE;62;38;38;34;4;3;0;1;8;1;0;0;16;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;CIVLJANE;002;BIRAÈKO MJESTO 2;ZGRADA BIVŠE OSNOVNE ŠKOLE;MILAŠI 47, CETINA;114;67;67;56;11;6;0;2;20;2;0;2;15;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;CIVLJANE;003;BIRAÈKO MJESTO 3;OBITELJSKA KUÆA VELJKA KNEŽEVIÆA;KNEŽEVIÆI 34, CETINA;49;35;35;33;2;13;1;1;4;3;0;1;7;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ERVENIK;001;BIRAÈKO MJESTO 1;PROSTORIJE MJESNOG ODBORA ERVENIK;ERVENIK;226;113;113;113;0;9;2;1;4;0;0;0;95;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ERVENIK;002;BIRAÈKO MJESTO 2;PROSTORIJE MJESNOG ODBORA MOKRO POLJE;MOKRO POLJE;128;96;96;95;1;3;1;0;7;1;1;0;80;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ERVENIK;003;BIRAÈKO MJESTO 3;PROSTORIJE MJESNOG ODBORA RADUÈIÆ;RADUÈIÆ;154;133;133;130;3;1;0;1;8;1;0;1;115;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ERVENIK;004;BIRAÈKO MJESTO 4;PROSTORIJE MJESNOG ODBORA PAÐENE;PAÐENE;99;57;57;54;3;2;1;0;2;0;1;0;48;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ERVENIK;005;BIRAÈKO MJESTO 5;PROSTORIJE MJESNOG ODBORA OTON;OTON;83;56;56;56;0;2;0;0;4;0;1;0;48;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KIJEVO;001;BIRAÈKO MJESTO 1;OSNOVNA ŠKOLA KIJEVO;CENTAR 20, KIJEVO;307;206;206;197;9;111;4;11;46;23;0;2;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KISTANJE;001;BIRAÈKO MJESTO 1;PROSTORIJE OPÆINSKE VIJEÆNICE U NOVOJ ZGRADI OPÆINE;KISTANJE;1362;866;866;809;57;325;16;36;98;58;1;69;185;21
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KISTANJE;002;BIRAÈKO MJESTO 2;PROSTORIJE MJESNOG ODBORA ÐEVRSKE;ÐEVRSKE;292;155;155;141;14;3;0;4;6;0;1;1;117;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KISTANJE;003;BIRAÈKO MJESTO 3;PROSTORIJE MJESNOG ODBORA VARIVODE;VARIVODE;242;110;110;105;5;2;0;1;4;0;0;3;95;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KISTANJE;004;BIRAÈKO MJESTO 4;PROSTORIJE MJESNOG ODBORA IVOŠEVCI;IVOŠEVCI;266;140;140;123;17;1;5;2;12;1;1;0;97;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KISTANJE;005;BIRAÈKO MJESTO 5;PROSTORIJE DOMA KULTURE BIOVIÈINO SELO;BIOVIÈINO SELO;267;130;130;126;4;1;1;1;11;2;2;2;103;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;KISTANJE;006;BIRAÈKO MJESTO 6;PROSTORIJE MJESNOG ODBORA NUNIÆ;NUNIÆ;80;45;45;41;4;2;1;0;2;0;0;1;32;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;MURTER - KORNATI;001;BIRAÈKO MJESTO 1;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UÈIONICA BR. 1)";PUT ŠKOLE 10, MURTER;615;420;420;405;15;91;6;22;147;21;7;68;0;43
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;MURTER - KORNATI;002;BIRAÈKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UÈIONICA BR. 2)";PUT ŠKOLE 10, MURTER;678;480;480;454;26;107;5;23;130;30;16;85;1;57
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;MURTER - KORNATI;003;BIRAÈKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UÈIONICA BR. 3)";PUT ŠKOLE 10, MURTER;612;471;471;458;13;128;12;23;169;23;8;57;2;36
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PIROVAC;001;BIRAÈKO MJESTO 1;OSNOVNA ŠKOLA PIROVAC;PUT ŠKOLE 10;589;358;358;337;21;123;4;27;55;24;2;47;0;55
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PIROVAC;002;BIRAÈKO MJESTO 2;URED TURISTIÈKE ZAJEDNICE  OPÆINE PIROVAC;KRALJA KREŠIMIRA IV BR. 6;583;345;345;325;20;111;6;4;61;17;9;67;2;48
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PIROVAC;003;BIRAÈKO MJESTO 3;KINO DVORANA PIROVAC;TRG DOMOVINSKOG RATA 18;485;267;267;253;14;101;8;11;38;14;6;45;1;29
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PIROVAC;004;BIRAÈKO MJESTO 4;URED MJESNOG ODBORA PUTIÈANJE;PUTIÈANJE;81;61;61;58;3;32;3;1;6;2;1;6;0;7
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PIROVAC;005;BIRAÈKO MJESTO 5;URED MJESNOG ODBORA KAŠIÆ;KAŠIÆ;100;88;88;81;7;33;5;6;13;8;0;13;0;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PRIMOŠTEN;001;BIRAÈKO MJESTO 1;ZGRADA OPÆINE PRIMOŠTEN  (DJEÈJI VRTIÆ);SV. JOSIPA 7;946;565;565;548;17;76;4;15;22;46;5;354;1;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PRIMOŠTEN;002;BIRAÈKO MJESTO 2;ZGRADA OPÆINE PRIMOŠTEN  (KNJIŽNICA);SV. JOSIPA 7;633;417;417;395;22;68;4;10;18;19;6;242;0;28
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PRIMOŠTEN;003;BIRAÈKO MJESTO 3;"DRUŠTVENE PROSTORIJE ""SUPLJAK""";SUPLJAK;688;449;449;437;12;54;4;17;16;11;3;314;0;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PRIMOŠTEN;004;BIRAÈKO MJESTO 4;"POLJOPRIVREDNA ZADRUGA ""PRIMOŠTEN JUŽNI""";BRATSKI DOLAC;356;258;258;253;5;34;1;2;10;13;2;185;0;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PROMINA;001;BIRAÈKO MJESTO 1;PROSTORIJE OPÆINE PROMINA U OKLAJU;PUT KROZ OKLAJ 144;415;195;195;184;11;87;3;3;31;35;7;13;0;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PROMINA;002;BIRAÈKO MJESTO 2;OSNOVNA ŠKOLA U LUKARU;LUKAR;53;28;28;27;1;9;1;1;4;12;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PROMINA;003;BIRAÈKO MJESTO 3;PRIVATNA KUÆA PLEŠA KRISTIJANA U RAZVOÐU;RAZVOÐE;148;65;65;62;3;35;2;4;9;4;0;4;0;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PROMINA;004;BIRAÈKO MJESTO 4;PRIVATNA KUÆA ZORAN BRODIÆ U ÈITLUKU;ÈITLUK, BRONIÆI GOJÈETE 8;239;106;106;101;5;63;2;0;8;15;1;2;2;8
