Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DOMOVINSKI POKRET - DP, STRANKA UMIROVLJENIKA - SU;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, NEZAVISNA LISTA ANTE ĐAPIĆA - NL ANTE ĐAPIĆA, AKTIVNI NEZAVISNI UMIROVLJENICI - ANU, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA STRANKA PRAVA - HSP, DEMOKRATSKI HSS - DHSS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SELJAČKA STRANKA - HSS, NARODNA STRANKA - REFORMISTI - REFORMISTI;MOST, HRVATSKI SUVERENISTI;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SNAGA SLAVONIJE I BARANJE - Snaga SiB;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;026;MARTIN;DRUŠTVENI DOM;MARTIN;914;422;422;403;19;98;226;17;12;0;12;38
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;027;BREZIK NAŠIČKI;"PROSTORIJE NOGOMETNOG KLUBA ""BREZIK""";BREZIK NAŠIČKI;307;141;141;134;7;20;95;3;6;0;2;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;OSIJEK;DVD RETFALA;ULICA ŠÁNDORA PETÖFIA 1;1112;423;423;403;20;72;168;18;26;13;50;56
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;OSIJEK;DVD RETFALA;ULICA ŠÁNDORA PETÖFIA 1;743;268;268;256;12;46;97;24;26;2;24;37
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;OSIJEK;MAĐARSKO KULTURNO DRUŠTVO NEPKÖR;ULICA ŠÁNDORA PETÖFIA 76;724;316;316;306;10;56;113;15;20;3;32;67
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;OSIJEK;"DJEČJI VRTIĆ ""SUNČICA""";KOLODVORSKA 61A;1069;463;463;442;21;61;207;28;37;4;45;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;005;OSIJEK;"OSNOVNA ŠKOLA ""RETFALA""";KAPELSKA ULICA 51A;1106;481;481;465;16;101;193;30;35;2;42;62
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;006;OSIJEK;"OSNOVNA ŠKOLA ""RETFALA""";KAPELSKA ULICA 51A;910;412;412;392;20;74;204;14;16;7;19;58
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;007;OSIJEK;OSNOVNA ŠKOLA IVANA FILIPOVIĆA;KALNIČKA 48;996;348;348;330;18;67;123;17;22;7;34;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;008;OSIJEK;OSNOVNA ŠKOLA IVANA FILIPOVIĆA;KALNIČKA 48;903;336;336;326;10;61;163;19;12;2;33;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;009;OSIJEK;OSNOVNA ŠKOLA IVANA FILIPOVIĆA;KALNIČKA 48;906;357;357;336;21;48;153;27;20;2;39;47
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;010;OSIJEK;GRADSKA ČETVRT RETFALA;ULICA LJUDEVITA POSAVSKOG 14A;708;266;256;244;12;29;120;18;11;4;28;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;011;OSIJEK;GRADSKA ČETVRT RETFALA;ŠOKAČKA ULICA 1;714;296;296;282;14;40;139;15;22;4;20;42
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;012;OSIJEK;GRADSKA ČETVRT RETFALA;JOSIPA JURJA STROSSMAYERA 200;776;288;288;278;10;58;106;18;12;3;23;58
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;013;OSIJEK;GRADSKA ČETVRT RETFALA;JOSIPA JURJA STROSSMAYERA 200;661;231;231;223;8;35;96;9;15;4;28;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;014;OSIJEK;OSNOVNA ŠKOLA VLADIMIRA BECIĆA;VIJENAC AUGUSTA CESARCA 36;1147;496;496;470;26;64;213;20;31;10;38;94
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;015;OSIJEK;OSNOVNA ŠKOLA VLADIMIRA BECIĆA;VIJENAC AUGUSTA CESARCA 36;717;348;348;335;13;41;140;23;31;7;25;68
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;016;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;JOSIPA JURJA STROSSMAYERA 68;965;407;404;386;18;58;172;21;20;6;33;76
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;017;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;818;369;369;356;13;75;157;15;13;1;42;53
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;018;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;505;194;193;183;10;22;75;12;17;2;18;37
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;019;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;620;227;227;219;8;35;83;12;13;2;24;50
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;020;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;ULICA ANDRIJE HEBRANGA 32;807;308;308;289;19;49;120;14;13;6;31;56
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;021;OSIJEK;ZDRAVSTVENA STANICA DRAVA;PROLAZ JOSIPA LEOVIĆA 4;943;393;393;372;21;65;130;23;20;7;35;92
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;022;OSIJEK;VATROGASNI DOM;ULICA PAVLA PEJAČEVIĆA 44;744;331;331;314;17;44;149;15;17;3;35;51
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;023;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;ULICA ADOLFA WALDINGERA 11;862;459;459;437;22;90;169;28;12;6;53;79
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;024;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;ULICA ADOLFA WALDINGERA 11;1009;420;420;398;22;52;157;23;40;5;46;75
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;025;OSIJEK;OSNOVNA ŠKOLA SVETE ANE;ULICA SV. ANE 2;1003;414;414;386;28;69;154;24;26;8;39;66
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;026;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;TRG LAVA MIRSKOG 1;534;229;229;214;15;31;86;15;7;1;24;50
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;027;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;TRG LAVA MIRSKOG 1;682;282;282;270;12;35;102;22;16;5;27;63
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;028;OSIJEK;OSNOVNA ŠKOLA FRANJE KREŽME;ŠKOLSKA 3;433;185;185;173;12;31;65;12;7;5;17;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;029;OSIJEK;OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA;IVANA GUNDULIĆA 5;802;325;325;305;20;39;135;17;16;3;36;59
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;030;OSIJEK;SPORTSKA DVORANA ZRINJEVAC;SJEVERNA STRANA;934;376;376;349;27;46;174;16;25;4;35;49
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;031;OSIJEK;SPORTSKA DVORANA ZRINJEVAC;SJEVERNA STRANA;464;160;160;152;8;34;43;5;9;0;18;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;032;OSIJEK;"OSNOVNA ŠKOLA ""DOBRIŠA CESARIĆ""";NERETVANSKA 10;631;233;233;209;24;29;86;22;13;1;22;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;033;OSIJEK;"OSNOVNA ŠKOLA ""DOBRIŠA CESARIĆ""";NERETVANSKA 10;505;197;197;189;8;21;91;7;8;1;12;49
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;034;OSIJEK;GRADSKA ČETVRT INDUSTRIJSKA ČETVRT;VIJENAC KRALJEVE SUTJESKE 2;687;301;300;278;22;39;123;11;17;7;23;58
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;035;OSIJEK;"OSNOVNA ŠKOLA ""AUGUST ŠENOA""";DRINSKA 14;570;231;230;212;18;40;114;4;5;4;14;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;036;OSIJEK;"DJEČJI VRTIĆ ""PČELICA""";GACKA 1A;607;251;251;243;8;47;117;14;17;2;11;35
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;037;OSIJEK;GRADSKA ČETVRT INDUSTRIJSKA ČETVRT, DVORAC MAČKAMAMA;DRINSKA 2;512;216;216;209;7;42;97;18;11;3;9;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;038;OSIJEK;"PROSTORIJA UHDDR, TEMELJNI OGRANAK ""FILIPOVICA""";BEDNJANSKA ULICA BB;647;244;244;228;16;40;137;6;14;1;13;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;039;OSIJEK;"DJEČJI VRTIĆ ""PČELICA""";GACKA 1A;1006;414;414;387;27;55;202;27;12;5;28;58
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;040;OSIJEK;"OSNOVNA ŠKOLA ""AUGUST ŠENOA""";DRINSKA 14;1110;508;508;484;24;93;213;14;26;5;42;91
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;041;OSIJEK;GRADSKA ČETVRT TVRĐA;TRG FRANJE BARUNA TRENKA 3;718;346;346;325;21;56;112;17;16;6;37;81
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;042;OSIJEK;GRADSKA ČETVRT TVRĐA;TRG FRANJE BARUNA TRENKA 3;698;302;302;295;7;54;105;18;15;8;23;72
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;043;OSIJEK;ELEKTROTEHNIČKA I PROMETNA ŠKOLA OSIJEK;ISTARSKA 3;704;320;320;295;25;37;112;14;16;7;24;85
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;044;OSIJEK;II.GIMNAZIJA OSIJEK;ULICA KAMILA FIRINGERA 5;301;128;128;118;10;31;43;12;7;1;9;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;045;OSIJEK;GRADSKA ČETVRT TVRĐA;VIJENAC IVANA MEŠTROVIĆA 26F;899;411;411;381;30;70;130;32;29;11;43;66
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;046;OSIJEK;GRADSKA ČETVRT TVRĐA;VIJENAC IVANA MEŠTROVIĆA 26F;714;295;295;284;11;49;110;17;11;6;25;66
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;047;OSIJEK;OSNOVNA ŠKOLA VIJENAC;VIJENAC IVANA MEŠTROVIĆA 36;478;197;197;189;8;36;71;16;12;3;22;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;048;OSIJEK;OSNOVNA ŠKOLA VIJENAC;VIJENAC IVANA MEŠTROVIĆA 36;533;205;205;192;13;23;93;9;5;1;18;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;049;OSIJEK;"DJEČJI VRTIĆ ""STRIBOR""";VIJENAC IVANA MEŠTROVIĆA 7A;712;327;327;311;16;56;119;20;23;3;38;52
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;050;OSIJEK;VATROGASNI CENTAR OSIJEK;ULICA IVANA GORANA KOVAČIĆA 2;682;242;242;236;6;41;110;17;12;4;19;33
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;051;OSIJEK;OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;FRANKOPANSKA 64;498;215;215;207;8;41;77;15;12;2;24;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;052;OSIJEK;OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;MARTINA DIVALTA 53;1120;406;405;392;13;79;151;27;28;10;31;66
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;053;OSIJEK;"DJEČJI VRTIĆ ""JABUKA""";VIJENAC IVANA ČESMIČKOG 7A;434;160;160;152;8;34;62;7;9;2;8;30
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;054;OSIJEK;"OSNOVNA ŠKOLA ""MLADOST""";SJENJAK 7;1075;519;519;501;18;83;229;21;26;8;40;94
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;055;OSIJEK;"OSNOVNA ŠKOLA ""MLADOST""";SJENJAK 7;991;447;447;418;29;70;157;31;18;13;39;90
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;056;OSIJEK;GRADSKA ČETVRT NOVI GRAD;SJENJAK 133;542;250;250;241;9;38;90;11;20;5;21;56
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;057;OSIJEK;GRADSKA ČETVRT NOVI GRAD;SJENJAK 133;591;272;270;257;13;18;113;10;11;3;19;83
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;058;OSIJEK;GRADSKA ČETVRT NOVI GRAD;SJENJAK 133;819;396;396;378;18;51;171;15;18;2;31;90
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;059;OSIJEK;GRADSKA ČETVRT NOVI GRAD;UICA KRALJA PETRA SVAČIĆA 36;667;247;247;235;12;44;106;23;18;2;8;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;060;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;686;286;284;277;7;44;116;14;23;2;28;50
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;061;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;1160;418;418;402;16;78;165;21;18;4;34;82
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;062;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;634;250;250;235;15;49;113;14;19;1;15;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;063;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;566;226;226;219;7;27;103;19;10;4;15;41
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;064;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;1042;372;372;358;14;54;179;19;22;6;28;50
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;065;OSIJEK;"OSNOVNA ŠKOLA ""GRIGOR VITEZ""";KORČULANSKA 1;782;268;268;256;12;46;114;19;13;5;16;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;066;OSIJEK;"OSNOVNA ŠKOLA ""GRIGOR VITEZ""";KORČULANSKA 1;903;379;379;358;21;45;206;16;18;2;19;52
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;067;OSIJEK;GRADSKA ČETVRT JUG II;SRIJEMSKA ULICA 124B;477;169;169;163;6;29;79;13;10;2;6;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;068;OSIJEK;GRADSKA ČETVRT JUG II;SRIJEMSKA ULICA 124B;720;312;312;305;7;49;169;3;14;2;34;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;069;OSIJEK;GRADSKA ČETVRT JUG II;SRIJEMSKA ULICA 124B;788;253;253;244;9;56;109;14;11;1;31;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;070;OSIJEK;"DJEČJI VRTIĆ ""MASLAČAK""";VELALUŠKA BB;976;407;407;390;17;63;180;19;21;3;32;72
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;071;OSIJEK;"DJEČJI VRTIĆ ""NEVIČICA""";OPATIJSKA BB;639;221;221;212;9;32;95;9;12;5;18;41
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;072;OSIJEK;DOM SINDIKATA TVORNICE ŠEĆERA;FRANKOPANSKA 99;756;294;294;285;9;50;113;25;18;4;36;39
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;073;OSIJEK;DOM SINDIKATA TVORNICE ŠEĆERA;FRANKOPANSKA 99;759;298;298;287;11;65;140;22;9;2;20;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;074;OSIJEK;DOM SINDIKATA TVORNICE ŠEĆERA;FRANKOPANSKA 99;764;292;292;283;9;43;137;28;16;1;21;37
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;075;OSIJEK;GRADSKA ČETVRT JUG II;KAŠTELANSKA 42B;779;299;299;281;18;53;145;7;15;1;20;40
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;076;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIĆ""";OPATIJSKA 46;893;301;301;286;15;63;125;19;14;4;30;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;077;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIĆ""";OPATIJSKA 46;552;207;207;204;3;50;76;15;15;0;19;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;078;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIĆ""";OPATIJSKA 46;640;238;238;229;9;38;102;18;8;5;21;37
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;079;OSIJEK;OBRTNIČKA ŠKOLA OSIJEK;TRG BANA JOSIPA JELAČIĆA 24;891;365;364;346;18;72;139;15;21;5;31;63
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;080;OSIJEK;GRADSKA ČETVRT DONJI GRAD;TRG BANA JOSIPA JELAČIĆA 25;855;330;330;316;14;41;128;15;22;7;38;65
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;081;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;872;345;345;317;28;63;133;12;21;3;25;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;082;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;761;309;309;292;17;50;132;20;21;2;22;45
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;083;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;916;316;316;301;15;60;148;14;18;3;26;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;084;OSIJEK;GRADSKA ČETVRT DONJI GRAD;KRSTOVA ULICA 97B;650;259;259;256;3;47;118;10;20;0;18;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;085;OSIJEK;GRADSKA ČETVRT DONJI GRAD;KRSTOVA ULICA 97B;583;256;256;245;11;45;110;10;23;4;19;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;086;OSIJEK;OSNOVNA ŠKOLA LJUDEVITA GAJA;KRSTOVA ULICA 99;646;244;244;230;14;46;106;9;13;2;19;35
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;087;OSIJEK;OSNOVNA ŠKOLA LJUDEVITA GAJA;KRSTOVA ULICA 99;679;229;227;220;7;33;123;15;9;2;19;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;088;OSIJEK;GRADSKA ČETVRT DONJI GRAD;ZELENO POLJE 5;853;301;301;291;10;45;121;11;20;1;30;63
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;089;OSIJEK;GRADSKA ČETVRT DONJI GRAD;ZELENO POLJE 5;964;311;311;297;14;62;137;19;16;2;22;39
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;090;JOSIPOVAC;OSNOVNA ŠKOLA JOSIPOVAC;OSJEČKA 77A;829;282;282;273;9;59;168;4;8;0;22;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;091;JOSIPOVAC;OSNOVNA ŠKOLA JOSIPOVAC;OSJEČKA 77A;1029;401;401;381;20;92;209;11;19;1;23;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;092;JOSIPOVAC;HRVATSKI DOM JOSIPOVAC;OSJEČKA 66;670;275;275;265;10;74;137;4;11;3;19;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;093;JOSIPOVAC;HRVATSKI DOM JOSIPOVAC;OSJEČKA 66;888;317;317;308;9;98;158;7;8;1;15;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;094;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;997;392;392;378;14;103;190;15;15;2;17;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;095;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;828;311;309;293;16;73;155;7;11;0;25;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;096;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;872;331;331;322;9;69;168;16;12;1;25;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;097;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;804;304;304;291;13;73;150;7;17;0;18;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;098;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;668;255;255;245;10;56;126;12;5;1;14;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;099;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;801;323;323;310;13;62;157;15;7;1;22;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;100;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;581;224;219;208;11;58;104;6;6;0;19;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;101;BRIJEŠĆE;OSNOVNA ŠKOLA CVJETNO;ZELENA ULICA 1;515;172;172;168;4;35;84;8;11;8;8;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;102;BRIJEŠĆE;OSNOVNA ŠKOLA CVJETNO;ZELENA ULICA 1;673;173;173;170;3;21;102;4;9;1;9;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;103;OSIJEK;MJESNO ODBOR CVJETNO;VIJENAC LIPA 36;783;325;325;314;11;64;150;13;22;2;25;38
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;104;OSIJEK;MJESNO ODBOR CVJETNO;VIJENAC LIPA 36;737;310;310;305;5;33;181;15;12;2;30;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;105;BRIJEST;MJESNI ODBOR BRIJEST;JUŽNO PREDGRAĐE 54;959;379;379;360;19;54;187;18;15;0;40;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;106;PODRAVLJE;MJESNI ODBOR OSIJEK - LIJEVA OBALA;ULICA PRINCA EUGENA SAVOJSKOG 38;493;251;251;240;11;49;104;8;9;2;46;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;107;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;746;260;260;248;12;43;136;7;16;6;12;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;108;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;809;305;305;298;7;48;153;12;33;2;11;39
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;109;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;686;274;274;269;5;37;160;9;16;6;14;27
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;110;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;698;272;272;263;9;40;151;11;12;4;9;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;111;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;1092;317;317;305;12;62;161;16;23;14;18;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;112;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;973;199;199;190;9;33;72;9;5;26;20;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;113;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;1023;230;230;213;17;37;91;15;13;32;2;23
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;114;KLISA;MJESNI ODBOR KLISA;VUKOVARSKA ULICA 48;231;118;118;112;6;5;7;0;2;53;39;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;115;SARVAŠ;MJESNI ODBOR SARVAŠ;OSJEČKA ULICA 64;811;298;298;293;5;55;165;16;14;9;16;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;116;SARVAŠ;MJESNI ODBOR SARVAŠ;OSJEČKA ULICA 64;741;268;268;257;11;49;119;5;13;9;16;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;117;TVRĐAVICA;PROSTOR ŽELJKE BARIŠIĆ;TVRĐAVICA 84;494;236;236;223;13;24;121;7;14;2;29;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;VALPOVO;ŠUMARIJA VALPOVO;ULICA BANA JOSIPA JELAČIĆA 4;582;297;297;287;10;65;130;17;18;7;16;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;002;VALPOVO;DVORAC D.O.O. VALPOVO;MATIJE ANTUNA RELJKOVIĆA 16;586;314;314;298;16;66;133;15;17;0;24;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;003;VALPOVO;SREDNJA ŠKOLA VALPOVO;ULICA DR. FRANJE TUĐMANA 2;606;361;361;347;14;93;117;24;24;4;30;55
