Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DOMOVINSKI POKRET - DP, STRANKA UMIROVLJENIKA - SU;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, NEZAVISNA LISTA ANTE ĐAPIĆA - NL ANTE ĐAPIĆA, AKTIVNI NEZAVISNI UMIROVLJENICI - ANU, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA STRANKA PRAVA - HSP, DEMOKRATSKI HSS - DHSS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SELJAČKA STRANKA - HSS, NARODNA STRANKA - REFORMISTI - REFORMISTI;MOST, HRVATSKI SUVERENISTI;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SNAGA SLAVONIJE I BARANJE - Snaga SiB;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;003;BREZNICA NAŠIČKA;PODRUČNA ŠKOLA;OSJEČKA BB;492;183;183;176;7;46;107;3;3;0;7;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;004;NIZA;PODRUČNA ŠKOLA;KOLODVORSKA 52;353;150;150;141;9;23;85;11;8;0;6;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;005;NORMANCI;DRUŠTVENI DOM;ALOJZIJA STEPINCA BB;252;73;73;71;2;11;47;1;7;0;1;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;006;TOPOLINE;DRUŠTVENI DOM;KOLODVORSKA 20;117;87;87;83;4;8;55;3;2;1;7;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;007;LUG SUBOTIČKI;DRUŠTVENI DOM;BRAĆE RADIĆA 41;254;101;101;96;5;20;64;4;4;0;3;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;008;LEDENIK;DRUŠTVENI DOM;KRALJA ZVONIMIRA 18;137;61;61;54;7;6;36;1;3;3;5;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;009;ANDRIJEVAC;DRUŠTVENI DOM;BRAĆE RADIĆA 2;93;41;41;40;1;5;26;2;4;2;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;010;BRANIMIROVAC;DRUŠTVENI DOM;BANA JELAČIĆA 3;68;15;15;13;2;2;5;3;1;2;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;001;MAJAR;DRUŠTVENI DOM;MAJAR;117;69;69;68;1;5;43;1;0;4;5;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;002;OVČARA;DRUŠTVENI DOM;OVČARA 33;19;6;6;5;1;1;4;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;003;LEVANJSKA VAROŠ;OPĆINSKO POGLAVARSTVO;LEVANJSKA VAROŠ;194;137;137;126;11;21;74;7;1;2;14;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;004;SLOBODNA VLAST;DRUŠTVENI DOM;SLOBODNA VLAST;123;45;45;44;1;7;16;2;1;8;7;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;005;MUSIĆ;DRUŠTVENI DOM;MUSIĆ;55;38;38;36;2;2;28;0;3;1;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;006;RATKOV DOL;DRUŠTVENI DOM;RATKOV DOL;16;12;12;11;1;1;6;0;1;0;1;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;007;BREZNICA ĐAKOVAČKA;DRUŠTVENI DOM;BREZNICA ĐAKOVAČKA;187;151;151;149;2;19;92;2;9;1;19;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;008;PAUČJE;DRUŠTVENI DOM;PAUČJE;37;22;22;20;2;1;12;2;0;1;3;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;009;MILINAC;DRUŠTVENI DOM;MILINAC;25;22;22;21;1;5;12;1;0;0;3;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;001;MAGADENOVAC;MJESNI DOM;RUŽINA 1;88;53;53;52;1;19;20;2;0;0;1;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;002;BENIČANCI;MJESNI DOM;IVE LOLE RIBARA 41A;381;214;214;198;16;42;80;38;6;0;17;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;003;KUĆANCI;MJESNI DOM;KRALJA ZVONIMIRA 88;379;162;162;152;10;27;69;2;6;20;11;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;004;MALINOVAC;MJESNI DOM;BRAĆE RADIĆA 13;71;51;51;51;0;4;34;5;0;0;5;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;005;LACIĆI;MJESNI DOM;ANDRIJE KAČIĆA 73;269;117;117;111;6;21;63;3;2;0;11;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;006;ŠLJIVOŠEVCI;MJESNI DOM;VLADIMIRA NAZORA 49;261;125;125;113;12;34;34;8;15;1;6;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;001;ČRNKOVCI;"OSNOVNA ŠKOLA ""HRVATSKI SOKOL"", PODRUČNA ŠKOLA";KARDINALA ALOJZIJA STEPINCA 51;612;373;373;354;19;106;135;49;11;2;40;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;002;BOČKINCI;MJESNI DOM;MATIJE GUPCA 25;149;101;101;94;7;25;42;11;4;0;7;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;003;ČAMAGAJEVCI;HRVATSKI DOM;GLAVNA 101;172;72;72;68;4;14;40;1;1;0;9;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;004;MARIJANCI;MJESNI DOM;TRG SVETOG PETRA I PAVLA 4;669;392;392;373;19;70;248;12;14;0;24;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;005;KUNIŠINCI;VATROGASNI DOM;KRALJA ZVONIMIRA 61;249;152;152;140;12;35;81;6;5;0;12;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;006;BREZOVICA;MJESNI DOM;BANA JELAČIĆA 23;39;27;27;27;0;6;9;1;3;7;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;001;PETLOVAC;OSNOVNA ŠKOLA;RADE KONČARA 29;601;316;316;301;15;48;149;42;16;3;23;20
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;002;BARANJSKO PETROVO SELO;OSNOVNA ŠKOLA;KOLODVORSKA 74E;413;288;288;272;16;39;181;11;18;1;18;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;003;LUČ;OSNOVNA ŠKOLA;ŠKOLSKA 1;336;209;209;203;6;53;112;18;5;0;5;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;004;NOVI BEZDAN;DOM KULTURE;SREDNJA ULICA 8;224;114;114;110;4;26;54;14;6;0;6;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;005;TORJANCI;DOM KULTURE;GRANIČARSKA 1B;184;134;134;103;31;15;71;11;1;2;3;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;006;NOVO NEVESINJE;DOM KULTURE;ALEKSA ŠANTIĆ 20B;33;17;17;16;1;4;4;4;0;2;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;001;PETRIJEVCI;ZGRADA OPĆINE;REPUBLIKE 114;587;291;291;274;17;41;167;5;24;1;15;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;002;PETRIJEVCI;VATROGASNI DOM;REPUBLIKE 120;737;366;366;346;20;67;201;18;22;1;16;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;003;PETRIJEVCI;LOVAČKI DOM;KOLODVORSKA 1;548;268;268;259;9;33;175;10;13;1;10;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;004;SATNICA;ZGRADA DOMA;TRG SVETE KATARINE 1;415;220;220;212;8;32;124;9;11;2;21;13
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;001;PODGORAČ;OSNOVNA ŠKOLA HINKA JUHNA;PODGORAČ;282;124;124;114;10;48;49;4;2;0;10;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;002;PODGORAČ;OPĆINA PODGORAČ;PODGORAČ;400;193;193;187;6;88;73;13;2;1;2;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;003;OSTROŠINCI;DRUŠTVENI DOM;OSTROŠINCI;93;57;57;57;0;37;17;0;0;0;2;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;004;RAZBOJIŠTE;VATROGASNI DOM;RAZBOJIŠTE;214;135;135;129;6;56;62;4;0;1;2;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;005;STIPANOVCI;VATROGASNI DOM;STIPANOVCI;330;181;181;180;1;68;81;7;7;1;11;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;006;KRŠINCI;STARA ŠKOLA;KRŠINCI;93;61;61;56;5;31;25;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;007;KELEŠINKA;VATROGASNI DOM;KELEŠINKA;43;25;25;24;1;12;9;0;2;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;008;BIJELA LOZA;DRUŠTVENI DOM;BIJELA LOZA;102;56;56;50;6;24;6;3;3;7;1;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;009;BUDIMCI;OSNOVNA ŠKOLA HINKA JUHNA;BUDIMCI;477;228;228;216;12;89;72;9;9;15;6;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;010;POGANOVCI;OSNOVNA ŠKOLA HINKA JUHNA;POGANOVCI;167;80;80;77;3;35;26;0;0;8;3;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODRAVSKA MOSLAVINA;001;PODRAVSKA MOSLAVINA;OSNOVNA ŠKOLA;J.J.STROSSMAYERA 87;610;199;199;184;15;25;135;4;2;1;10;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODRAVSKA MOSLAVINA;002;KRČENIK;MJESNI DOM;KOLODVORSKA 100;284;114;114;107;7;15;82;3;2;0;4;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;001;POPOVAC;DOM KULTURE;VLADIMIRA NAZORA 32;719;449;449;416;33;53;267;16;10;33;21;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;002;KNEŽEVO;DOM KULTURE;OSJEČKA 7;553;264;264;227;37;24;112;6;4;47;12;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;003;BRANJINA;DOM KULTURE;DAVORA KOKANOVIĆA 12;239;114;114;109;5;12;71;3;2;12;5;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;001;PUNITOVCI;OPĆINA PUNITOVCI, OPĆINSKA VIJEĆNICA;STJEPANA RADIĆA 58;550;444;444;420;24;49;335;10;8;1;9;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;002;JOSIPOVAC PUNITOVAČKI;DOM KULTURE;ŠTROSMAJEROVA 5;634;503;503;468;35;111;195;95;17;3;32;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;003;JURJEVAC PUNITOVAČKI;DRUŠTVENI DOM;GLAVNA BB;241;146;146;137;9;30;86;7;7;1;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;001;SATNICA ĐAKOVAČKA;VATROGASNI DOM;ANTE STARČEVIĆA 24;478;267;267;250;17;22;127;69;11;0;7;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;002;SATNICA ĐAKOVAČKA;OSNOVNA ŠKOLA SATNICA ĐAKOVAČKA, UČIONICA 1.;JOSIPA BANA JELAČIĆA 6;739;384;384;353;31;49;166;87;13;0;24;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;003;GAŠINCI;OSNOVNA ŠKOLA SATNICA ĐAKOVAČKA PODRUČNA ŠKOLA GAŠINCI, UČIONICA 1.;STJEPANA RADIĆA 62;595;320;319;300;19;49;166;43;18;1;14;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;001;SEMELJCI;OSNOVNA ŠKOLA JOSIPA KOZARCA;ŠKOLSKA 21;1040;259;259;250;9;38;150;23;13;0;8;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;002;KORITNA;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;KOLODVORSKA 2;750;232;232;221;11;35;140;15;9;0;16;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;003;KEŠINCI;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;DOLJANSKA 1;653;129;129;129;0;24;73;11;3;0;12;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;004;VRBICA;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;ĐURĐANAČKA 1;560;108;108;104;4;19;59;3;7;1;7;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;005;MRZOVIĆ;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;POTOK 2;445;122;122;111;11;28;62;3;4;1;9;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;STRIZIVOJNA;001;STRIZIVOJNA;PROSTORIJE ŠUMARIJE;BRAĆE RADIĆA 99;753;213;213;210;3;26;154;3;12;0;4;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;STRIZIVOJNA;002;STRIZIVOJNA;OPĆINA STRIZIVOJNA;BRAĆE RADIĆA 172;837;324;324;304;20;42;225;10;16;0;7;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;STRIZIVOJNA;003;STRIZIVOJNA;"ŠAHOVSKI KLUB ""AMATER""";BRAĆE RADIĆA 541;450;128;127;125;2;19;91;5;6;0;2;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;001;ŠODOLOVCI;ZGRADA OPĆINE;IVE ANDRIĆA 3;341;162;162;140;22;8;46;6;3;64;5;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;002;SILAŠ;DRUŠTVENI DOM;BORISA KIDRIČA 1;364;175;175;164;11;5;16;3;6;119;13;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;003;PALAČA;DRUŠTVENI DOM;BRAĆE ODAVIĆ 2;202;109;109;97;12;13;28;3;2;44;4;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;004;ADA;DRUŠTVENI DOM;GLAVNA 6;149;81;81;76;5;3;12;2;2;49;3;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;005;PETROVA SLATINA;DRUŠTVENI DOM;KORDUNAŠKA 48;160;78;78;78;0;2;16;2;1;51;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;006;PAULIN DVOR;DRUŠTVENI DOM;GLAVNA 21;71;49;49;47;2;6;28;1;1;9;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;001;TRNAVA;DOM KULTURE;IVANA MEŠTROVIĆA 2;517;285;285;269;16;30;120;19;6;0;76;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;002;LAPOVCI;DOM KULTURE;LAPOVCI BB;241;99;99;91;8;17;52;2;1;0;19;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;003;HRKANOVCI ĐAKOVAČKI;DOM KULTURE;HRKANOVCI ĐAKOVAČKI BB;103;58;58;54;4;3;9;2;1;14;11;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;004;KONDRIĆ;DOM KULTURE;KONDRIĆ BB;193;89;89;87;2;19;37;5;1;0;23;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;005;SVETOBLAŽJE;DOM KULTURE;SVETOBLAŽJE BB;62;12;12;11;1;1;3;1;0;2;2;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;006;DRAGOTIN;DOM KULTURE;DRAGOTIN 21A;191;89;89;78;11;9;51;0;2;1;15;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;001;VILJEVO;"OSNOVNA ŠKOLA ""ANTE STARČEVIĆA""";KRALJA TOMISLAVA 1;970;373;373;358;15;70;248;8;9;4;12;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;002;KAPELNA;OSNOVNA ŠKOLA;PETRA PRERADOVIĆA 103;244;118;118;107;11;11;41;6;2;32;5;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;003;KRUNOSLAVJE;MJESNI DOM;GLAVNA 49;69;35;35;31;4;3;13;2;0;11;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;004;IVANOVO;OSNOVNA ŠKOLA;NIKOLE TESLE 1B;296;111;111;103;8;14;46;2;4;25;5;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VIŠKOVCI;001;VIŠKOVCI;OSNOVNA ŠKOLA LUKA BOTIĆ;OMLADINSKA 4;944;469;469;441;28;88;256;19;28;0;31;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VIŠKOVCI;002;FORKUŠEVCI;DRUŠTVENI DOM;ULICA STJEPANA RADIĆA BB;366;132;132;121;11;16;73;4;7;0;9;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VIŠKOVCI;003;VUČEVCI;OSNOVNA ŠKOLA JOSIPA KOZARCA, SEMELJCI, PODRUČNI ODJEL VUČEVCI;I.L.RIBARA 50;222;72;72;69;3;13;44;3;4;2;2;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;001;VLADISLAVCI;OPĆINA VLADISLAVCI;KRALJA TOMISLAVA 141;471;255;255;239;16;38;172;4;8;0;9;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;002;VLADISLAVCI;OSNOVNA ŠKOLA MATE LOVRAKA;KRALJA TOMISLAVA 75;445;246;246;237;9;46;158;2;7;1;7;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;003;DOPSIN;DOM KULTURE;JOSIPA JURJA STROSSMAYERA 70;389;174;174;164;10;18;123;0;2;5;8;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;004;HRASTIN;DOM KULTURE;ŠANDORA PETEFIJA 64;249;120;120;111;9;19;81;1;3;0;4;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VUKA;001;VUKA;"OSNOVNA ŠKOLA ""MILKA CEPELIĆA""";ULICA MILKA CEPELIĆA 1;953;363;363;345;18;56;241;17;12;0;7;12
