Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AKCIJA MLADIH - AM, UNIJA KVARNERA - UNIJA, ALTERNATIVA 101 - ALTERNATIVA;BURA;DOMOVINSKI POKRET - DP, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;LISTA ZA RIJEKU - RI, KVARNERSKA INICIJATIVA - REGIONALNA PLATFORMA - KVARNERSKA, STRANKA UMIROVLJENIKA - SU;MOST;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH;RADNIÈKA FRONTA - RF;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  IVA RINÈIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, PRIMORSKO GORANSKI SAVEZ - PGS, ISTARSKI DEMOKRATSKI SABOR - IDS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA SELJAÈKA STRANKA - HSS
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;086;PEÆINE;"OŠ ""PEÆINE""";ŠETALIŠTE TRINAESTE DIVIZIJE 25;761;341;340;336;4;29;4;7;51;18;10;52;16;43;106
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;087;PODVEŽICA;DOM UÈENIKA SUŠAK;DRAGE GERVAISA 34;1062;451;451;444;7;41;14;9;91;23;27;45;21;40;133
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;088;PODVEŽICA;PROSTORIJE MJESNOG ODBORA;KVATERNIKOVA 58B;1238;548;548;536;12;51;11;11;108;34;40;33;21;46;181
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;089;PODVEŽICA;"OŠ ""VEŽICA""";KVATERNIKOVA 49;1300;519;519;507;12;54;11;18;90;35;31;30;25;38;175
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;090;PODVEŽICA;"OŠ ""VEŽICA""";KVATERNIKOVA 49;1161;481;481;475;6;36;14;26;122;23;40;38;19;32;125
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;091;TRSAT;"OŠ ""TRSAT""";SLAVKA KRAUTZEKA 23;950;389;389;382;7;30;12;12;88;17;26;38;17;38;104
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;092;TRSAT;"OŠ ""TRSAT""";SLAVKA KRAUTZEKA 23;973;440;438;426;12;36;25;8;96;20;25;36;9;43;128
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;093;VOJAK;"OŠ ""VLADIMIR GORTAN""";PRILAZ VLADIMIRA GORTANA 2;1166;576;576;559;17;39;17;21;97;32;31;60;26;32;204
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;094;VOJAK;"OŠ ""VLADIMIR GORTAN""";PRILAZ VLADIMIRA GORTANA 2;1111;505;505;496;9;46;24;21;81;12;37;34;35;43;163
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;095;GORNJA VEŽICA;HRVATSKI DOM VEŽICA;ZDRAVKA KUÈIÆA 1;1175;437;437;430;7;30;9;8;86;18;40;29;14;34;162
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;096;GORNJA VEŽICA;"OŠ ""GORNJA VEŽICA""";GORNJA VEŽICA 31;1038;442;442;437;5;33;8;13;100;21;39;37;20;31;135
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;097;GORNJA VEŽICA;"OŠ ""GORNJA VEŽICA""";GORNJA VEŽICA 31;991;394;394;383;11;32;7;10;86;21;27;31;16;24;129
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;098;GORNJA VEŽICA;"DJEÈJI VRTIÆ ""MORÈIÆ""";BRAÆE STIPÈIÆ 32;1025;424;424;411;13;36;5;7;87;16;47;35;17;19;142
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;099;GORNJA VEŽICA;"DJEÈJI VRTIÆ ""MORÈIÆ""";BRAÆE STIPÈIÆ 32;1023;405;405;399;6;23;10;9;72;26;24;45;16;31;143
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;100;DRAGA;HRVATSKI DOM DRAGA;BRIG 24;1243;434;434;423;11;26;26;14;92;22;37;23;27;30;126
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;101;SVETI KUZAM;"HRVATSKI DOM ""SVETI KUZAM""";SVETI KUZAM 19;189;71;71;67;4;7;2;0;13;8;1;7;3;5;21
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE JABLAN;ULICA JABLAN;157;96;96;91;5;7;3;5;39;6;1;1;0;1;28
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;002;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA SENJSKO;VRBOVSKO, SENJSKO 108;387;210;210;198;12;4;2;13;73;25;11;10;4;5;51
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;003;BIRAÈKO MJESTO BR. 3;ZGRADA ŠUMARIJE VRBOVSKO;VRBOVSKO, IVANA GORANA KOVAÈIÆA 19;509;225;225;210;15;5;7;10;58;6;14;8;5;3;94
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;004;BIRAÈKO MJESTO BR. 4;PROSTORIJE OSNOVNE ŠKOLE IVANA GORANA KOVAÈIÆA U VRBOVSKOM;VRBOVSKO, KRALJA TOMISLAVA 18;703;345;345;324;21;13;6;24;104;29;13;6;10;7;112
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;005;BIRAÈKO MJESTO BR. 5;VATROGASNI DOM BLAŽEVCI;BLAŽEVCI;117;73;73;70;3;1;3;1;36;5;0;3;1;5;15
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;006;BIRAÈKO MJESTO BR. 6;DOM KULTURE LUKOVDOL;LUKOVDOL;233;108;108;105;3;7;4;7;57;6;3;5;0;3;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;007;BIRAÈKO MJESTO BR. 7;PODRUÈNA ŠKOLA SEVERIN NA KUPI;SEVERIN NA KUPI 4;398;214;214;191;23;8;5;10;82;7;10;4;2;5;58
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;008;BIRAÈKO MJESTO BR. 8;PODRUÈNA ŠKOLA VELIKI JADRÈ;VELIKI JADRÈ;160;104;104;92;12;6;1;11;36;8;2;2;0;1;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;009;BIRAÈKO MJESTO BR. 9;PODRUÈNA ŠKOLA GOMIRJE;GOMIRJE, ULICA JOVE MAMULE;545;280;280;258;22;9;6;3;10;31;4;9;11;2;173
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;010;BIRAÈKO MJESTO BR. 10;DOM KULTURE  /DVORANA TZK/ MORAVICE;ULICA MARKA VUÈKOVIÆA 2 MORAVICE;664;263;263;248;15;8;4;2;18;21;4;8;15;7;161
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;011;BIRAÈKO MJESTO BR. 11;PODRUÈNA ŠKOLA MORAVICE;MORAVICE, ULICA DOKMANOVIÆI;293;102;102;92;10;2;2;2;1;7;2;8;11;3;54
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;001;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.1;BAŠKA, ZVONIMIROVA 114;657;404;403;375;28;39;12;13;120;20;9;22;6;8;126
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;002;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.2;BAŠKA, ZVONIMIROVA 114;427;242;240;233;7;23;7;9;79;10;13;10;6;2;74
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;003;JURANDVOR;"PROSTORIJA NARODNOG DOMA ""JURANDVOR""";JURANDVOR, JURANDVOR BB;440;302;302;280;22;15;3;18;127;9;6;12;5;10;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;004;DRAGA BAŠÆANSKA;"PROST.ZADR.DOMA""DRAGA BAŠÆANSKA""";DRAGA BAŠÆANSKA 239;304;169;169;160;9;13;3;8;61;5;7;2;5;7;49
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BROD MORAVICE;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE BROD MORAVICE;BROD MORAVICE, S.RADIÆA 1;652;418;418;401;17;42;6;10;123;7;3;6;3;79;122
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;001;ÈAVLE;DOM ÈAVLE (VIJEÆNICA);ÈAVJA 17;1252;474;474;460;14;48;13;6;91;20;15;26;15;22;204
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;002;CERNIK;ZGRADA ÈITAONICE;TRG ANTIFAŠISTIÈKIH BORACA 1;1182;387;387;376;11;45;11;6;101;15;14;13;15;13;143
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;003;MAVRINCI;SPORTSKA DVORANA MAVRINCI;MAVRINCI 2;912;293;293;282;11;26;2;4;71;11;11;16;15;13;113
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;004;BUZDOHANJ;"""BAJÈEVO SELO"" - PROSTORIJE BK ""BAJCI""";GRIŽA 16;560;230;230;222;8;16;1;5;63;8;12;13;7;9;88
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;005;BUZDOHANJ;BOÆARSKA DVORANA HRASTENICA;HRASTENICA 25;816;335;335;328;7;32;3;3;97;12;8;18;13;25;117
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;006;PODÈUDNIÈ;KRENOVAC;KRENOVAC 2;1119;419;419;406;13;48;3;7;139;19;16;15;7;20;132
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;007;GROBNIK;ZGRADA ÈITAONICE;HARTERAŠKA 1;381;145;145;140;5;18;1;1;26;6;4;7;3;10;64
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;001;DOBRINJ;DRUŠTVENI DOM;DOBRINJ;116;61;61;59;2;5;0;2;19;3;2;2;1;4;21
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;002;SUŽAN;DRUŠTVENI DOM;SUŽAN;76;53;53;52;1;10;0;5;9;1;0;2;1;5;19
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;003;ŠILO;ZGRADA AMBULANTE ŠILO;ŠILO;465;226;226;208;18;44;3;5;38;4;9;8;4;12;81
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;004;POLJE;DRUŠTVENI DOM;POLJE;320;130;130;128;2;16;2;3;18;6;3;4;5;7;64
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;005;GABONJIN;DRUŠTVENI DOM;GABONJIN;193;85;85;76;9;21;2;3;15;3;7;1;1;6;17
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;006;KRAS;DRUŠTVENI DOM;KRAS;254;97;97;95;2;15;4;3;15;4;10;5;5;7;27
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;007;ÈIŽIÆI;DRUŠTVENI DOM;ÈIŽIÈI;198;70;70;67;3;7;1;3;15;0;7;1;0;6;27
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;008;SV. VID;VATROGASNI DOM;SVETI VID;141;45;45;44;1;6;0;2;12;1;4;2;1;1;15
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;009;HLAPA;DRUŠTVENI DOM;HLAPA;120;47;47;41;6;11;1;5;7;1;1;2;0;0;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;010;KLANICE;DRUŠTVENE PROSTORIJE;KLANICE;95;58;58;57;1;12;1;2;10;1;3;0;2;4;22
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;011;KLIMNO;DRUŠTVENI DOM;KLIMNO;233;74;74;70;4;8;1;5;16;2;2;4;3;3;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;012;RASOPASNO;DRUŠTVENE PROSTORIJE;RASOPASNO;135;49;49;47;2;8;0;1;8;1;3;3;3;0;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;013;SV. IVAN;DRUŠTVENE PROSTORIJE;SV. IVAN;45;23;23;23;0;4;0;2;4;2;1;0;0;0;10
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;001;BIRAÈKO MJESTO BR. 1;ZGRADA ZADRUŽNOG DOMA U FUŽINAMA;FUŽINE, DR. F. RAÈKOG 19;630;309;309;289;20;24;1;12;56;6;5;16;10;19;140
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM U VRATIMA;VRATA, VRATA 48;332;118;118;111;7;12;2;2;17;4;1;5;5;7;56
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;003;BIRAÈKO MJESTO BR. 3;DOM KULTURE U LIÈU;LIÈ, VICIÆEVA 31;464;220;220;212;8;17;3;6;70;5;7;7;7;13;77
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;001;ZORETIÆI;"PROSTORIJA BK ""ZORETIÆI""";ZORETIÆI 8A;353;192;192;184;8;16;4;7;39;6;7;2;6;4;93
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;002;RATULJE;"U PROSTORIJI ""STARE ŠKOLE""";RATULJE 5;349;186;186;179;7;24;1;4;35;7;5;5;9;2;87
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;003;JELENJE;"U PROSTORIJI LOVAÈKOG DRUŠTVA ""JELEN""";JELENJE 26;356;186;186;181;5;18;2;6;32;8;8;7;1;6;93
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;004;LUKEŽI;"U PROSTORIJI ""ÈITAONICE""";LUKEŽI 81;173;74;74;71;3;14;1;2;12;1;2;5;0;4;30
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;005;DRAŽICE;"U PROSTORIJI ""ÈITAONICE""";OKRŠAJ 18;839;406;406;400;6;52;7;6;68;17;23;13;12;22;180
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;006;DRAŽICE;"U PROSTORIJI ""DOMA KULTURE""";DRAŽIÈKIH BORACA 64;975;470;470;452;18;61;6;20;107;20;17;18;11;28;164
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;007;PODKILAVAC;"U PROSTORIJI ""ÈITAONICE""";PODKILAVAC 86;296;149;149;144;5;23;5;6;23;8;4;5;8;6;56
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;008;PODHUM;"U PODHUMU I, U PROSTORIJI ""BOÆARSKOG KLUBA""";PODHUM 125;695;262;262;259;3;36;6;14;64;16;12;7;8;11;85
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;009;PODHUM;"U PODHUMU II, U PROSTORIJI NA I. KATU IZNAD DISKONTA ""DIANO""";PODHUM 340A;525;213;213;204;9;32;3;8;43;11;9;7;3;8;80
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;001;KLANA;"OSNOVNA ŠKOLA ""KLANA""";ZATREP 5;508;299;299;285;14;37;2;8;53;8;7;14;12;8;136
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;002;KLANA;VIJEÆNICA OPÆINE KLANA (NA KATU);KLANA 33;470;243;243;235;8;41;2;9;55;12;10;8;4;8;86
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;003;STUDENA;SALA STUDENA;STUDENA  BB;305;174;174;167;7;23;2;4;46;19;5;7;3;2;56
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;004;ŠKALNICA;VATROGASNI DOM ŠKALNICA;ŠKALNICA 2B;182;85;85;79;6;6;0;3;14;1;6;0;1;1;47
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;005;LISAC;DRUŠTVENI DOM LISAC;LISAC BB;100;67;67;64;3;13;1;4;6;8;4;2;0;1;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;006;BREZA;STARA ŠKOLA BREZA;BREZA 8;44;23;23;22;1;3;2;0;3;0;2;1;0;0;11
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;001;KOSTRENA;NARODNA ÈITAONICA KOSTRENA;SVETA LUCIJA 14;1285;678;678;666;12;89;9;22;179;18;16;49;22;91;171
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;002;KOSTRENA;SPORTSKA DVORANA KOSTRENA;ŽUKNICA 1B;1348;699;699;672;27;73;10;28;200;18;20;46;11;114;152
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;003;KOSTRENA;NARODNA ÈITAONICA SV. BARBARA;TRG SVETE BARBARE 2;1355;691;691;670;21;120;8;35;156;21;27;29;19;59;196
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOKVE;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE LOKVE - OPÆINSKA VIJEÆNICA;LOKVE, ŠETALIŠTE GOLUBINJAK 6;802;559;559;538;21;22;6;12;167;14;10;7;7;25;268
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOPAR;001;LOPAR;PODRUÈNA ŠKOLA LOPAR;LOPAR 289;1120;850;850;799;51;49;13;48;336;14;36;24;13;27;239
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;001;LOVRAN;"PROSTORIJE  ""OPÆINE LOVRAN - VIJEÆNICA""";ŠETALIŠTE MARŠALA TITA 41/I;309;135;135;124;11;27;2;5;18;4;3;8;5;13;39
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;002;LOVRAN;"PROSTORIJE OŠ ""VIKTOR CAR EMIN""";UL.9.RUJNA 4;860;451;451;433;18;82;5;9;55;20;11;18;17;33;183
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;003;LOVRAN;"PROSTORIJE HOTELA ""LOVRAN""";ŠETALIŠTE MARŠALA TITA 19;766;394;394;382;12;74;3;4;63;11;8;16;18;33;152
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;004;LOVRAN;PROSTORIJE ZAJEDNICE TALIJANA LOVRAN;ŠET.M.TITA 36;645;271;271;262;9;46;5;3;33;5;8;18;18;17;109
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;005;MEDVEJA;PROSTORIJE TUR.INF.CENTRA MJESTA MEDVEJA;MEDVEJA 6A;130;73;73;70;3;14;0;2;14;1;2;2;3;6;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;006;LIGANJ;PROSTORIJE DRUŠTVENOG DOMA LIGANJ;LIGANJ 42;745;358;358;345;13;75;1;7;42;12;4;9;9;13;173
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;001;MALINSKA-DUBAŠNICA;PROST. DRUŠTV.DOMA MATE JUSTINIÆ;SV. VID MIHOLJICE 44;373;145;145;137;8;15;3;11;44;3;5;7;2;8;39
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;002;MILOVÈIÆI;PROSTORIJE DRUŠTVENOG DOMA;MILOVÈIÆI 42;832;386;386;363;23;53;7;20;114;5;15;10;5;12;122
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;003;MALINSKA-DUBAŠNICA;PROST.PRIVATNOG STAMBENOG OBJEKTA;MALINSKA DUBAŠNICA, PORAT BR. 5 A;550;236;236;224;12;33;7;5;72;7;8;11;1;14;66
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;004;MALINSKA-DUBAŠNICA;"PROST. OŠ ""FRAN KRSTO FRANKOPAN""";BOGOVIÆI, STIPKINO 7;507;238;238;231;7;34;4;14;94;3;13;8;8;7;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;005;MALINSKA-DUBAŠNICA;PROST. OPÆINE MALINSKA-DUBAŠNICA;MALINSKA-DUB., LINA BOLMARÈIÆA 22;1658;700;700;678;22;108;5;27;203;24;17;31;12;17;234
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;001;MATULJI;"OŠ ""ANDRIJE MOHOROVIÈIÆ"" - LIJEVO";ŠETALIŠTE DRAGA GERVAISA 1;981;399;399;389;10;64;3;7;64;18;17;16;10;18;172
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;002;MATULJI;"OŠ ""ANDRIJE MOHOROVIÈIÆ"" - DESNO";ŠETALIŠTE DRAGA GERVAISA 1;1097;462;462;447;15;63;6;12;91;22;29;27;8;20;169
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;003;BREGI;DOM BREGI;POŠÈIÆI 57;632;284;284;275;9;36;3;4;40;13;16;11;7;24;121
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;004;MATULJI;OPÆINA MATULJI, ZGRADA OPÆINE MATULJI;TRG M. TITA 11;966;398;398;389;9;64;4;4;86;17;10;16;13;33;142
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;005;MATULJI;PROSTORIJE AMK-MATULJI;KASTAVSKA CESTA 4;1080;416;416;404;12;59;3;7;88;10;31;23;13;24;146
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;006;JUŠIÆI;DRUŠTVENI DOM;JUŠIÆI 42;776;357;357;351;6;62;4;3;59;12;14;19;10;25;143
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;007;RUKAVAC;"PODRUÈNA ŠKOLA ""RUKAVAC""";RUKAVAC BB;1072;403;403;385;18;53;4;5;49;14;27;33;15;34;151
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;008;JURDANI;MJESNI URED JURDANI;JURDANI 64;563;227;227;223;4;21;4;4;36;6;21;17;15;6;93
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;009;KUÆELI;DOM BIŠKUPI;BIŠKUPI;112;49;49;44;5;7;0;0;2;3;0;2;1;3;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;010;PERMANI;DOM PERMANI;PERMANI 1;526;272;272;261;11;46;0;3;40;10;8;18;9;17;110
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;011;BREŠCA;"OŠ ""DRAGO GERVAIS""-BREŠCA";BREŠCA 6;324;149;149;144;5;18;0;4;27;4;9;9;5;16;52
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;012;VELI BRGUD;DOM VELI BRGUD;VELI BRGUD 62;475;225;225;216;9;53;4;2;32;8;5;7;7;16;82
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;013;ZVONEÆA;"PODRUÈNA ŠKOLA ""ZVONEÆA""";ZVONEÆA 40;222;103;103;97;6;20;0;0;7;9;4;6;4;4;43
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;014;VELE MUNE;PROSTORIJE BIVŠE MJESNE ZAJEDNICE;VELE MUNE 2;222;98;98;92;6;7;2;1;16;4;10;1;7;3;41
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;015;RUPA;DRUŠTVENI DOM RUPA;RUPA 29;288;178;178;172;6;17;2;1;44;6;11;7;4;8;72
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;016;PASJAK;"KUD ""DANICA""";PASJAK 6O;118;68;68;66;2;2;1;0;28;4;0;4;0;1;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;017;ŠAPJANE;DOM ŠAPJANE;ŠAPJANE;161;115;115;111;4;12;0;0;23;4;13;6;4;6;43
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;018;BRDCE;ZGRADA BROJ  2;BRDCE;59;31;31;24;7;2;0;2;6;2;5;0;1;0;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;019;LIPA;MUZEJ LIPA;LIPA 35;113;66;66;65;1;9;2;0;12;3;5;1;3;2;28
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;020;ŽEJANE;PODRUÈNA ŠKOLA ŽEJANE;ŽEJANE 1;107;54;54;52;2;6;2;2;8;2;1;3;0;8;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MOŠÆENIÈKA DRAGA;001;MOŠÆENIÈKA DRAGA;OPÆINSKA VIJEÆNICA;TRG SLOBODE 7;633;398;398;377;21;34;8;4;57;12;14;19;11;32;186
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MOŠÆENIÈKA DRAGA;002;MOŠÆENICE;ŠKOLA MOŠÆENICE, RAZRED;MOŠÆENICE;273;162;162;155;7;21;1;2;17;8;3;8;10;10;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MOŠÆENIÈKA DRAGA;003;BRSEÈ;ŠKOLA BRSEÈ, RAZRED;BRSEÈ;367;232;232;225;7;20;5;2;39;10;8;19;9;11;102
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MRKOPALJ;001;BIRAÈKO MJESTO BR.1;DOM KULTURE MRKOPALJ;MRKOPALJ, NOVI VAROŠ 1;661;426;426;405;21;25;8;37;153;12;23;10;7;17;113
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MRKOPALJ;002;BIRAÈKO MJESTO BR.2;OSNOVNA ŠKOLA SUNGER;SUNGER, SUNGER 64 A;308;196;196;189;7;15;6;10;45;8;5;7;3;15;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;001;OMIŠALJ;"KNJIŽNICA ""VID OMIŠLJANIN""";OMIŠALJ, PRIKEŠTE 13;595;276;276;276;0;25;0;13;66;7;5;21;8;9;122
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;002;OMIŠALJ;VIJEÆNICA OPÆINE OMIŠALJ PRVI KAT LIJEVO;OMIŠALJ, PRIKEŠTE 13;1284;616;616;596;20;38;7;29;177;22;14;30;28;31;220
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;003;NJIVICE;"PROSTORIJE MJESNOG ODBORA ""NJIVICE""";NJIVICE, RIBARSKA OBALA 10;531;234;234;227;7;19;1;17;77;12;5;11;4;6;75
