Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AKCIJA MLADIH - AM, UNIJA KVARNERA - UNIJA, ALTERNATIVA 101 - ALTERNATIVA;BURA;DOMOVINSKI POKRET - DP, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;LISTA ZA RIJEKU - RI, KVARNERSKA INICIJATIVA - REGIONALNA PLATFORMA - KVARNERSKA, STRANKA UMIROVLJENIKA - SU;MOST;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH;RADNIÈKA FRONTA - RF;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  IVA RINÈIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, PRIMORSKO GORANSKI SAVEZ - PGS, ISTARSKI DEMOKRATSKI SABOR - IDS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA SELJAÈKA STRANKA - HSS
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;005;BIRAÈKO MJESTO BR. 5;"PROSTORIJE ""DOMA KULTURE"" BATER";BATER BB;112;88;88;86;2;1;0;2;55;2;0;0;1;0;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;006;BIRAÈKO MJESTO BR. 6;PROSTORIJE VATROGASNOG DOMA NOVI VINODOLSKI;NOVI VINODOLSKI, VATROGASNA 2;467;235;235;228;7;9;1;6;112;6;2;7;9;2;74
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;007;BIRAÈKO MJESTO BR. 7;"PROSTORIJE ""MALE SALE DOMA KULTURE""";NOVI VINODOLSKI, KORZO HRVATSKIH BRANITELJA 1;733;413;410;396;14;10;2;14;228;1;10;16;4;6;105
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;008;BIRAÈKO MJESTO BR. 8;"PROSTORIJE OSNOVNE ŠKOLE ""IVAN MAŽURANIÆ""";NOVI VINODOLSKI, LOKVICA 2;734;374;374;359;15;10;2;8;194;5;13;5;6;5;111
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;009;BIRAÈKO MJESTO BR. 9;PROSTORIJE NARODNE ÈITAONICE I KNJIŽNICE NOVI VINODOLSKI;NOVI VINODOLSKI, TRG VINODOLSKOG ZAKONA 1;797;337;337;323;14;6;3;10;166;9;5;12;13;2;97
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;010;BIRAÈKO MJESTO BR. 10;"PROSTOR ""ADRIA TURIST""";NOVI VINODOLSKI, KRALJA TOMISLAVA 6;535;277;277;268;9;3;3;3;134;9;12;7;7;4;86
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;011;BIRAÈKO MJESTO BR. 11;"PROSTORIJE UPRAVNE ZGRADE ""ŠUMARIJE""";NOVI VINODOLSKI, KORZO HRVATSKIH BRANITELJA 39;583;261;261;254;7;7;2;10;135;2;3;9;4;0;82
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;001;OPATIJA;(PROSTORIJE MJESNOG ODBORA OPATIJA - TOŠINA);GIUSEPPE VERDI 23;839;402;402;395;7;74;3;7;49;24;13;31;10;31;153
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;002;OPATIJA;DOM LIBURNIJA (PROSTORIJE MOHO CENTRA);ANDRIJE ŠTANGERA 48;635;337;337;328;9;61;2;2;66;14;12;18;25;24;104
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;003;OPATIJA;(PROSTORIJE MJESNOG ODBORA  OPATIJA - KOSOVO);KOSIÆEVO 7;823;412;410;398;12;44;9;5;79;24;11;18;20;14;174
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;004;POBRI;(PROSTORIJE MJESNOG ODBORA POBRI);POBARSKA CESTA 3;1035;388;388;382;6;57;6;16;59;16;15;19;6;25;163
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;005;IKA;(DRUŠTVENI DOM IKA, PROSTORIJE MJESNOG ODBORA IKA);PRIMORSKA ULICA BB;1001;492;492;480;12;69;5;9;84;29;15;31;25;41;172
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;006;DOBREÆ;(ŠKOLA, PROSTORIJE MJESNOG ODBORA DOBREÆ);DOBREÆ BR. 20/C;352;153;153;142;11;22;4;2;23;8;2;7;2;10;62
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;007;VEPRINAC;(ETNO ZBIRKA VEPRINAC);VEPRINAC - STARI GRAD 5;936;437;437;430;7;55;6;4;61;19;17;24;20;32;192
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;008;POLJANE;(DRUŠTVENI DOM, PROSTORIJE MJESNOG ODBORA POLJANE);POLJANE 67;501;258;258;244;14;27;2;4;26;10;2;9;11;6;147
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;009;IÈIÆI;(OSNOVNA ŠKOLA, PROSTORIJE MJESNOG ODBORA IÈIÆI);LIBURNIJSKA CESTA 30;788;391;391;379;12;70;5;5;64;15;8;18;12;32;150
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;010;OPATIJA;(PROSTORIJE DJEÈJEG VRTIÆA PUNTA KOLOVA);ANTONA MIHIÆA 5/A;405;194;194;187;7;46;2;7;28;8;8;8;7;10;63
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;011;OPATIJA;(VILLA ANTONIO MEÐUNARODNI CENTAR ZA OBRAZOVANJE NOVINARA);NAZOROVA  BR. 2;909;462;462;448;14;85;7;11;60;23;12;26;18;44;162
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;012;OPATIJA;(PROSTORIJE MJESNOG ODBORA);J. RAKOVCA 15;604;292;292;284;8;68;1;9;53;14;8;19;4;12;96
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;013;OPATIJA;(PROSTORIJE MJESNOG ODBORA OPATIJA-CENTAR II);VRUTKI 6;849;368;368;360;8;81;2;8;54;28;10;14;11;28;124
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;OPATIJA;014;OPATIJA;(GRADSKA VIJEÆNICA);M. TITA 3;681;345;344;339;5;47;6;8;55;11;12;27;10;24;139
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;001;RAB;PROSTORIJA GRADSKE VIJEÆNICE GRADA RABA;RAB MUNICIPIUM ARBA 2;413;250;250;233;17;6;2;21;69;3;14;17;5;6;90
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;002;SUPETARSKA DRAGA;PODRUÈNA ŠKOLA SUPETARSKA  DRAGA;SUPETARSKA DRAGA;1012;492;492;470;22;28;3;25;210;5;21;11;16;9;142
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;003;MUNDANIJE;PODRUÈNA ŠKOLA MUNDANIJE;MUNDANIJE;442;258;258;239;19;21;3;16;102;1;9;14;6;3;64
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;004;KAMPOR;PODRUÈNA ŠKOLA KAMPOR;KAMPOR;990;474;474;452;22;23;2;24;226;6;22;21;1;3;124
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;005;PALIT;"O.Š.""IVANA RABLJANINA"" - UÈ. IV. RAZ";PALIT;1517;797;797;756;41;55;6;26;277;13;31;32;24;7;285
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;006;BANJOL 2;PODRUÈNA ŠKOLA BANJOL;BANJOL;583;287;287;276;11;18;2;10;100;4;16;8;5;6;107
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;007;BANJOL 1;"OŠ ""IVANA  RABLJANINA "" - UÈION. I.RAZ.";BANJOL;1154;658;658;623;35;31;11;38;233;8;43;29;23;13;194
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RAB;008;BARBAT;"PODRUÈNA ŠKOLA  ""BARBAT""";BARBAT;1108;548;548;520;28;38;3;13;217;8;22;29;5;11;174
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;001;COSTABELLA;PROSTORIJE MJESNOG ODBORA;ISTARSKA 50;1231;564;564;552;12;43;7;8;132;23;23;45;23;55;193
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;002;KANTRIDA;"OŠ ""KANTRIDA""";IZVIÐAÈKA 9;1209;506;506;492;14;44;6;11;91;32;6;61;21;42;178
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;003;KANTRIDA;"DOM  ""MIRKO ÈURBEG""";LOVRANSKA 10;1057;411;411;401;10;34;4;6;73;37;16;47;20;33;131
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;004;KANTRIDA;"OŠ ""KANTRIDA""";IZVIÐAÈKA 9;1045;465;465;458;7;44;7;6;78;41;36;27;26;27;166
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;005;ZAPADNI ZAMET;"OŠ ""ZAMET""";BOŽE VIDASA 12;934;367;367;355;12;34;3;7;64;16;14;26;23;40;128
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;006;ZAPADNI ZAMET;"OŠ ""ZAMET""";BOŽE VIDASA 12;1016;323;323;315;8;23;4;8;55;18;17;31;19;17;123
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;007;ZAPADNI ZAMET;"OŠ ""ZAMET""";BOŽE VIDASA 12;925;398;397;386;11;22;11;6;82;26;17;28;18;35;141
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;008;ZAPADNI ZAMET;"OŠ ""ZAMET""";BOŽE VIDASA 12;793;353;353;350;3;25;8;6;70;23;16;30;17;31;124
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;009;GORNJI ZAMET;"KUD ""ZAMETSKI KOREN""";MILICE JADRANIÆ 2;1078;358;358;350;8;35;3;17;89;14;31;33;13;23;92
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;010;GORNJI ZAMET;"KUD ""ZAMETSKI KOREN""";MILICE JADRANIÆ 2;1259;406;406;401;5;37;3;7;98;22;21;20;16;38;139
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;011;GORNJI ZAMET;PROSTORIJE MJESNOG ODBORA GORNJI ZAMET;MILICE JADRANIÆ 2A;941;249;247;241;6;21;4;12;71;11;21;7;7;12;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;012;GORNJI ZAMET;PROSTORIJE MJESNOG ODBORA GORNJI ZAMET;MILICE JADRANIÆ 2A;1200;342;341;336;5;33;4;10;83;16;28;16;14;27;105
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;013;ZAMET;ŠPORTSKO DRUŠTVO ZAMET;OBITELJI SUŠANJ 2;1373;505;504;495;9;40;10;6;85;26;31;41;24;42;190
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;014;ZAMET;ŠPORTSKO DRUŠTVO ZAMET;OBITELJI SUŠANJ 2;1302;446;446;438;8;44;4;10;80;13;35;33;12;29;178
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;015;ZAMET;ŠPORTSKO DRUŠTVO ZAMET;OBITELJI SUŠANJ 2;1240;446;446;431;15;41;8;8;98;24;40;32;24;27;129
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;016;SRDOÈI;PROSTORIJE MJESNOG ODBORA;MIROSLAVA KRLEŽE 4;1506;652;652;644;8;49;5;21;183;30;50;49;20;47;190
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;017;SRDOÈI;"OSNOVNA ŠKOLA ""SRDOÈI""";ANTE MODRUŠANA 33;1372;550;548;531;17;37;5;12;119;35;36;43;18;36;190
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;018;SRDOÈI;"OSNOVNA ŠKOLA ""SRDOÈI""";ANTE MODRUŠANA 33;1317;448;446;437;9;42;8;16;82;20;32;30;18;35;154
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;019;SRDOÈI;"OSNOVNA ŠKOLA ""SRDOÈI""";ANTE MODRUŠANA 33;1510;568;568;560;8;59;6;13;118;31;66;46;22;51;148
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;020;GRBCI;PROSTORIJE MJESNOG ODBORA;DRAŽIÈKA 4;1443;502;501;495;6;19;8;12;185;27;40;32;23;31;118
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;021;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;911;273;273;265;8;18;8;10;65;9;20;18;7;18;92
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;022;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;1247;413;413;400;13;28;10;15;95;23;37;19;19;18;136
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;023;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;1106;355;355;344;11;26;4;10;96;12;32;24;16;28;96
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;024;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;1376;427;427;397;30;20;6;21;79;10;25;22;7;60;147
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;025;BELVEDER;CENTAR ZA ODGOJ I OBRAZOVANJE;SENJSKIH USKOKA 2;935;373;373;365;8;51;6;12;58;25;29;31;14;27;112
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;026;BELVEDER;CENTAR ZA ODGOJ I OBRAZOVANJE;SENJSKIH USKOKA 2;801;361;361;355;6;26;10;10;63;18;19;34;30;30;115
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;027;BELVEDER;"""DOM MLADIH"" RIJEKA";LAGINJINA 15;1000;354;354;350;4;39;6;11;46;24;17;38;15;21;133
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;028;KOZALA;"""DOM MLADIH"" RIJEKA";LAGINJINA 15;1005;452;452;440;12;38;6;8;77;28;23;51;23;43;143
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;029;KOZALA;"OŠ  ""KOZALA""";ANTE KOVAÈIÆA 21;1174;522;522;506;16;45;10;4;82;20;18;65;33;48;181
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;030;KOZALA;PROSTORIJE MJESNOG ODBORA;VOLÈIÆEV TRG 2;1205;465;465;456;9;40;5;8;72;37;35;54;22;41;142
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;031;KOZALA;PROSTORIJE MJESNOG ODBORA;VOLÈIÆEV TRG 2;953;404;404;397;7;32;9;5;70;25;25;44;31;29;127
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;032;BRAŠÆINE-PULAC;"OŠ ""BELVEDER""";KOZALA 41;1039;424;424;415;9;39;14;14;86;20;25;49;15;29;124
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;033;BRAŠÆINE-PULAC;"OŠ ""BELVEDER""";KOZALA 41;929;298;298;284;14;29;6;8;68;14;26;19;17;26;71
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;034;DRENOVA;PROSTORIJE MJESNOG ODBORA;CVETKOV TRG 1;1189;445;445;434;11;34;16;16;95;15;29;35;24;30;140
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;035;DRENOVA;PROSTORIJE MJESNOG ODBORA;CVETKOV TRG 1;1239;445;445;438;7;47;1;16;107;30;40;29;17;30;121
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;036;DRENOVA;"""DVD"" DRENOVA";CVETKOV TRG 1;1363;554;554;540;14;41;6;17;122;32;54;50;16;49;153
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;037;DRENOVA;"PROSTORIJE ""LINGUAE"" ŠKOLE STRANIH JEZIKA";CVETKOV TRG 1;1203;455;455;449;6;35;5;4;122;26;30;28;16;37;146
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;038;DRENOVA;ZAVIÈAJNI MUZEJ MO DRENOVA;DRENOVSKI PUT 138A;861;287;287;276;11;35;4;16;49;12;28;21;10;19;82
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;039;DRENOVA;ZAVIÈAJNI MUZEJ MO DRENOVA;DRENOVSKI PUT 138A;782;240;240;234;6;30;7;8;42;15;17;19;13;11;72
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;040;ŠKURINJE;"OŠ  ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1316;431;431;416;15;24;7;18;84;17;39;24;19;36;148
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;041;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1090;325;325;315;10;21;12;13;54;20;32;18;22;24;99
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;042;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1182;427;427;406;21;32;0;13;74;19;27;29;25;27;160
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;043;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1106;355;355;344;11;34;5;11;64;16;25;18;12;28;131
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;044;ŠKURINJSKA DRAGA;GEODETSKI ZAVOD RIJEKA;FRANA KRESNIKA 33;957;369;369;357;12;27;3;13;75;31;30;26;17;28;107
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;045;ŠKURINJSKA DRAGA;"OŠ ""ŠKURINJE""";MIHAÈEVA DRAGA 13;1065;384;384;371;13;26;6;9;72;17;26;22;29;26;138
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;046;ŠKURINJSKA DRAGA;"OŠ ""ŠKURINJE""";MIHAÈEVA DRAGA 13;862;246;246;239;7;20;0;2;44;15;23;28;18;20;69
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;047;ŠKURINJSKA DRAGA;PROSTORIJE MJESNOG ODBORA;POREÈKA 94;808;286;286;281;5;25;3;8;63;12;31;22;14;15;88
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;048;OREHOVICA;PROSTORIJE MJESNOG ODBORA;KALINA 2;467;155;155;153;2;14;2;3;37;9;9;10;11;6;52
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;049;PAŠAC;"DOM ""PAŠAC""";BALDE FUÆKA 39;331;134;134;132;2;23;2;3;17;7;7;14;8;10;41
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;050;SVILNO;"DOM KULTURE ""SVILNO""";SVILNO 82;777;287;287;279;8;26;6;8;59;12;32;15;12;23;86
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;051;BRAJDA;PROSTORIJE MJESNOG ODBORA;POMERIO 26;901;353;352;344;8;36;7;3;49;25;17;42;21;39;105
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;052;BRAJDA;"EKONOMSKA ŠKOLA ""MIJE MIRKOVIÆA""";IVANA FILIPOVIÆA 2;978;340;340;330;10;21;2;4;59;14;26;46;14;33;111
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;053;BRAJDA;"EKONOMSKA ŠKOLA ""MIJE MIRKOVIÆA""";IVANA FILIPOVIÆA 2;859;347;347;338;9;35;7;11;54;31;13;47;19;29;92
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;054;DOLAC;PRVA RIJEÈKA HRVATSKA GIMNAZIJA;FRANA KURELCA 1;583;220;220;216;4;19;3;2;49;11;15;17;12;21;67
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;055;LUKA;PROSTORIJE MJESNOG ODBORA;VERDIEVA 11;1137;445;445;432;13;30;7;4;107;26;24;44;10;45;135
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;056;ŠKOLJIÆ;"OŠ ""NIKOLA TESLA""";TRG IVANA KLOBUÈARIÆA 1;683;244;244;243;1;22;3;3;49;13;21;28;8;19;77
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;057;ŠKOLJIÆ;"OŠ ""NIKOLA TESLA""";TRG IVANA KLOBUÈARIÆA 1;754;284;283;278;5;24;7;8;44;22;17;36;15;14;91
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;058;MLAKA;OŠ PODMURVICE;PODMURVICE 6;1212;406;404;391;13;37;5;7;70;14;30;33;21;39;135
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;059;MLAKA;SREDNJA ŠKOLA ZA ELEKTROTEHNIKU I RAÈUNALSTVO;ZVONIMIROVA 12;1067;412;412;402;10;37;7;6;88;15;21;26;16;29;157
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;060;MLAKA;PROSTORIJE MJESNOG ODBORA;GIUSEPPEA DUELLE 2B;953;388;388;382;6;35;4;12;67;18;21;36;11;26;152
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;061;BANDEROVO;MEDICINSKI FAKULTET;BRAÆE BRANCHETTA 20;798;272;272;262;10;20;4;4;42;13;10;21;17;35;96
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;062;BANDEROVO;PROSTORIJE MJESNOG ODBORA;RUDOLFA TOMŠIÆA 15;1037;392;392;384;8;27;5;8;93;28;23;18;23;37;122
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;063;POTOK;PROSTORIJE MJESNOG ODBORA;MILANA BUTKOVIÆA 2;1153;486;486;481;5;35;6;12;109;21;24;59;24;46;145
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;064;PODMURVICE;PRAVNI FAKULTET;HAHLIÆ 6;1364;496;494;478;16;53;6;26;79;27;27;27;25;34;174
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;065;PODMURVICE;PRAVNI FAKULTET;HAHLIÆ 6;1233;391;391;384;7;31;10;14;73;17;18;28;29;27;137
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;066;PODMURVICE;PROSTORIJE MJESNOG ODBORA;DUBROVAÈKA 2;1099;406;406;398;8;28;9;11;80;24;20;33;22;28;143
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;067;PODMURVICE;"DJEÈJI VRTIÆ ""PODMURVICE""";CAVTATSKA 4;1126;400;400;391;9;32;7;10;88;21;27;26;20;30;130
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;068;SVETI NIKOLA;"OŠ ""SAN NICOLO""";MIRKA ÈURBEGA 18;975;305;305;295;10;25;2;11;50;8;13;19;14;22;131
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;069;SVETI NIKOLA;"OŠ ""SAN NICOLO""";MIRKA ÈURBEGA 18;1094;376;375;363;12;23;9;8;79;19;30;16;17;20;142
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;070;SVETI NIKOLA;PROSTORIJE MJESNOG ODBORA;ZAMETSKA 6;1033;337;335;325;10;17;7;6;42;16;17;25;18;29;148
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;071;SVETI NIKOLA;PROSTORIJE MJESNOG ODBORA;ZAMETSKA 6;1056;357;356;350;6;24;1;11;63;23;12;23;19;23;151
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;072;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;1293;475;475;465;10;32;8;13;89;23;30;56;23;27;164
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;073;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;1222;488;488;480;8;41;6;9;119;13;23;29;20;25;195
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;074;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;859;305;305;298;7;15;4;6;67;11;25;20;8;25;117
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;075;TURNIÆ;"OŠ ""TURNIÆ""";FRANJE ÈANDEKA 20;841;260;260;253;7;20;4;4;40;17;14;18;9;11;116
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;076;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;872;260;260;253;7;11;8;4;55;10;12;19;12;12;110
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;077;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;923;285;285;283;2;19;2;5;58;15;12;36;16;22;98
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;078;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;904;288;288;280;8;25;6;6;60;29;15;18;9;18;94
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;079;BULEVARD;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE IVANA GORANA KOVAÈIÆA 14;777;372;371;363;8;31;3;5;78;10;27;49;19;34;107
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;080;BULEVARD;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE IVANA GORANA KOVAÈIÆA 14;894;409;408;403;5;36;7;7;70;25;20;47;14;49;128
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;081;KRIMEJA;PROSTORIJE MJESNOG ODBORA;KUMIÈIÆEVA 50;1205;496;496;489;7;35;9;9;113;36;22;47;18;25;175
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;082;KRIMEJA;PROSTORIJE MJESNOG ODBORA;KUMIÈIÆEVA 50;1257;521;519;513;6;42;10;6;86;23;30;70;18;40;188
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;083;CENTAR - SUŠAK;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE ANDRIJE KAÈIÆA MIOŠIÆA 8A;606;240;240;234;6;16;4;1;35;11;9;39;8;25;86
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;084;CENTAR - SUŠAK;"OŠ ""CENTAR""";PODHUMSKIH ŽRTAVA 5;842;304;304;297;7;28;4;7;56;20;17;26;21;25;93
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;085;PEÆINE;PROSTORIJE MJESNOG ODBORA;JANKA POLIÆA KAMOVA 73A;1205;518;518;509;9;35;9;13;110;28;9;50;14;45;196
