Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;MARKO BORAS MANDIÆ;GARI CAPPELLI;MARINKO KOLJANIN;ZLATKO KOMADINA;LEONARDO PAVELA;IVA RINÈIÆ
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;007;ZAPADNI ZAMET;"OŠ ""ZAMET""";BOŽE VIDASA 12;925;398;397;389;8;25;95;30;178;16;45
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;008;ZAPADNI ZAMET;"OŠ ""ZAMET""";BOŽE VIDASA 12;793;353;353;350;3;36;91;25;134;14;50
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;009;GORNJI ZAMET;"KUD ""ZAMETSKI KOREN""";MILICE JADRANIÆ 2;1078;358;358;346;12;45;100;16;108;31;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;010;GORNJI ZAMET;"KUD ""ZAMETSKI KOREN""";MILICE JADRANIÆ 2;1259;406;406;397;9;42;114;20;162;11;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;011;GORNJI ZAMET;PROSTORIJE MJESNOG ODBORA GORNJI ZAMET;MILICE JADRANIÆ 2A;941;249;247;244;3;25;80;13;90;25;11
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;012;GORNJI ZAMET;PROSTORIJE MJESNOG ODBORA GORNJI ZAMET;MILICE JADRANIÆ 2A;1200;346;346;327;19;36;101;12;118;22;38
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;013;ZAMET;ŠPORTSKO DRUŠTVO ZAMET;OBITELJI SUŠANJ 2;1373;505;504;484;20;51;96;20;231;28;58
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;014;ZAMET;ŠPORTSKO DRUŠTVO ZAMET;OBITELJI SUŠANJ 2;1302;446;446;438;8;44;87;22;194;34;57
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;015;ZAMET;ŠPORTSKO DRUŠTVO ZAMET;OBITELJI SUŠANJ 2;1240;446;446;426;20;45;104;26;161;32;58
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;016;SRDOÈI;PROSTORIJE MJESNOG ODBORA;MIROSLAVA KRLEŽE 4;1506;652;652;637;15;77;217;23;208;37;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;017;SRDOÈI;"OSNOVNA ŠKOLA ""SRDOÈI""";ANTE MODRUŠANA 33;1372;550;550;531;19;59;141;31;208;36;56
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;018;SRDOÈI;"OSNOVNA ŠKOLA ""SRDOÈI""";ANTE MODRUŠANA 33;1317;448;446;433;13;42;106;23;180;27;55
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;019;SRDOÈI;"OSNOVNA ŠKOLA ""SRDOÈI""";ANTE MODRUŠANA 33;1510;567;567;556;11;56;144;29;184;54;89
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;020;GRBCI;PROSTORIJE MJESNOG ODBORA;DRAŽIÈKA 4;1443;502;502;493;9;35;210;27;144;34;43
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;021;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;911;273;271;264;7;24;71;12;108;21;28
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;022;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;1247;413;413;402;11;29;132;17;158;27;39
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;023;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;1106;355;355;343;12;33;125;13;113;21;38
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;024;PEHLIN;"OŠ ""PEHLIN""";PEHLIN 34;1376;427;427;408;19;26;89;16;164;26;87
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;025;BELVEDER;CENTAR ZA ODGOJ I OBRAZOVANJE;SENJSKIH USKOKA 2;935;372;372;358;14;54;85;20;133;24;42
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;026;BELVEDER;CENTAR ZA ODGOJ I OBRAZOVANJE;SENJSKIH USKOKA 2;801;361;361;351;10;42;73;25;147;18;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;027;BELVEDER;"""DOM MLADIH"" RIJEKA";LAGINJINA 15;1000;354;354;343;11;55;66;24;154;11;33
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;028;KOZALA;"""DOM MLADIH"" RIJEKA";LAGINJINA 15;1005;452;452;442;10;54;108;20;178;17;65
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;029;KOZALA;"OŠ  ""KOZALA""";ANTE KOVAÈIÆA 21;1174;522;522;510;12;69;107;26;222;17;69
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;030;KOZALA;PROSTORIJE MJESNOG ODBORA;VOLÈIÆEV TRG 2;1205;465;463;450;13;50;91;36;189;21;63
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;031;KOZALA;PROSTORIJE MJESNOG ODBORA;VOLÈIÆEV TRG 2;953;404;404;392;12;51;87;29;161;18;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;032;BRAŠÆINE-PULAC;"OŠ ""BELVEDER""";KOZALA 41;1039;424;423;415;8;34;113;27;168;25;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;033;BRAŠÆINE-PULAC;"OŠ ""BELVEDER""";KOZALA 41;929;298;298;283;15;34;92;15;91;17;34
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;034;DRENOVA;PROSTORIJE MJESNOG ODBORA;CVETKOV TRG 1;1189;450;450;438;12;47;120;18;171;21;61
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;035;DRENOVA;PROSTORIJE MJESNOG ODBORA;CVETKOV TRG 1;1239;445;445;428;17;39;124;27;158;32;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;036;DRENOVA;"""DVD"" DRENOVA";CVETKOV TRG 1;1363;554;554;540;14;55;150;31;189;44;71
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;037;DRENOVA;"PROSTORIJE ""LINGUAE"" ŠKOLE STRANIH JEZIKA";CVETKOV TRG 1;1203;455;455;443;12;34;136;22;167;20;64
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;038;DRENOVA;ZAVIÈAJNI MUZEJ MO DRENOVA;DRENOVSKI PUT 138A;861;287;287;275;12;37;59;17;103;22;37
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;039;DRENOVA;ZAVIÈAJNI MUZEJ MO DRENOVA;DRENOVSKI PUT 138A;782;240;240;235;5;31;50;15;103;11;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;040;ŠKURINJE;"OŠ  ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1316;431;431;413;18;35;95;29;161;31;62
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;041;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1090;324;324;313;11;34;76;24;123;23;33
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;042;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1182;427;427;411;16;39;94;26;181;27;44
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;043;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;1106;355;355;342;13;38;79;15;153;13;44
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;044;ŠKURINJSKA DRAGA;GEODETSKI ZAVOD RIJEKA;FRANA KRESNIKA 33;957;369;369;352;17;29;86;29;137;25;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;045;ŠKURINJSKA DRAGA;"OŠ ""ŠKURINJE""";MIHAÈEVA DRAGA 13;1065;385;385;369;16;33;75;16;176;22;47
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;046;ŠKURINJSKA DRAGA;"OŠ ""ŠKURINJE""";MIHAÈEVA DRAGA 13;862;246;245;237;8;26;46;17;89;20;39
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;047;ŠKURINJSKA DRAGA;PROSTORIJE MJESNOG ODBORA;POREÈKA 94;808;286;286;274;12;24;70;12;113;25;30
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;048;OREHOVICA;PROSTORIJE MJESNOG ODBORA;KALINA 2;467;155;155;153;2;13;43;9;62;8;18
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;049;PAŠAC;"DOM ""PAŠAC""";BALDE FUÆKA 39;331;134;134;132;2;20;26;13;52;1;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;050;SVILNO;"DOM KULTURE ""SVILNO""";SVILNO 82;777;287;287;278;9;33;77;10;103;24;31
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;051;BRAJDA;PROSTORIJE MJESNOG ODBORA;POMERIO 26;901;353;352;341;11;43;67;23;134;15;59
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;052;BRAJDA;"EKONOMSKA ŠKOLA ""MIJE MIRKOVIÆA""";IVANA FILIPOVIÆA 2;978;340;340;330;10;34;74;15;143;21;43
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;053;BRAJDA;"EKONOMSKA ŠKOLA ""MIJE MIRKOVIÆA""";IVANA FILIPOVIÆA 2;859;347;347;331;16;40;64;33;129;19;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;054;DOLAC;PRVA RIJEÈKA HRVATSKA GIMNAZIJA;FRANA KURELCA 1;583;220;220;210;10;27;53;6;85;9;30
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;055;LUKA;PROSTORIJE MJESNOG ODBORA;VERDIEVA 11;1137;445;445;426;19;38;109;31;160;22;66
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;056;ŠKOLJIÆ;"OŠ ""NIKOLA TESLA""";TRG IVANA KLOBUÈARIÆA 1;683;244;244;241;3;22;56;16;103;13;31
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;057;ŠKOLJIÆ;"OŠ ""NIKOLA TESLA""";TRG IVANA KLOBUÈARIÆA 1;754;284;284;273;11;43;63;19;112;15;21
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;058;MLAKA;OŠ PODMURVICE;PODMURVICE 6;1212;406;403;393;10;49;83;16;172;22;51
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;059;MLAKA;SREDNJA ŠKOLA ZA ELEKTROTEHNIKU I RAÈUNALSTVO;ZVONIMIROVA 12;1067;412;412;398;14;35;99;16;174;24;50
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;060;MLAKA;PROSTORIJE MJESNOG ODBORA;GIUSEPPEA DUELLE 2B;953;388;388;379;9;43;85;15;177;14;45
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;061;BANDEROVO;MEDICINSKI FAKULTET;BRAÆE BRANCHETTA 20;798;272;272;263;9;30;40;13;121;8;51
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;062;BANDEROVO;PROSTORIJE MJESNOG ODBORA;RUDOLFA TOMŠIÆA 15;1037;392;392;377;15;29;102;25;152;21;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;063;POTOK;PROSTORIJE MJESNOG ODBORA;MILANA BUTKOVIÆA 2;1153;486;486;477;9;60;121;35;174;19;68
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;064;PODMURVICE;PRAVNI FAKULTET;HAHLIÆ 6;1364;496;495;477;18;55;93;30;210;33;56
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;065;PODMURVICE;PRAVNI FAKULTET;HAHLIÆ 6;1233;391;391;381;10;36;78;30;167;22;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;066;PODMURVICE;PROSTORIJE MJESNOG ODBORA;DUBROVAÈKA 2;1099;406;406;395;11;38;93;22;169;19;54
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;067;PODMURVICE;"DJEÈJI VRTIÆ ""PODMURVICE""";CAVTATSKA 4;1126;401;401;391;10;43;98;22;152;22;54
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;068;SVETI NIKOLA;"OŠ ""SAN NICOLO""";MIRKA ÈURBEGA 18;975;305;305;292;13;32;74;11;146;8;21
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;069;SVETI NIKOLA;"OŠ ""SAN NICOLO""";MIRKA ÈURBEGA 18;1094;377;377;366;11;34;97;15;174;17;29
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;070;SVETI NIKOLA;PROSTORIJE MJESNOG ODBORA;ZAMETSKA 6;1033;337;337;318;19;26;57;16;168;14;37
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;071;SVETI NIKOLA;PROSTORIJE MJESNOG ODBORA;ZAMETSKA 6;1056;357;357;345;12;24;66;20;194;9;32
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;072;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;1293;475;475;459;16;53;100;28;196;26;56
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;073;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;1222;490;490;482;8;37;132;23;221;19;50
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;074;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;859;305;305;292;13;19;72;13;134;19;35
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;075;TURNIÆ;"OŠ ""TURNIÆ""";FRANJE ÈANDEKA 20;841;267;267;262;5;27;45;13;139;16;22
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;076;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;872;260;260;246;14;15;63;16;123;9;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;077;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;923;285;285;278;7;29;76;13;119;5;36
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;078;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;904;288;288;280;8;31;68;28;114;14;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;079;BULEVARD;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE IVANA GORANA KOVAÈIÆA 14;777;372;372;360;12;47;94;25;121;16;57
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;080;BULEVARD;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE IVANA GORANA KOVAÈIÆA 14;894;409;409;400;9;50;96;28;138;21;67
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;081;KRIMEJA;PROSTORIJE MJESNOG ODBORA;KUMIÈIÆEVA 50;1205;496;495;479;16;50;124;41;197;16;51
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;082;KRIMEJA;PROSTORIJE MJESNOG ODBORA;KUMIÈIÆEVA 50;1257;521;520;507;13;65;97;24;220;28;73
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;083;CENTAR - SUŠAK;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE ANDRIJE KAÈIÆA MIOŠIÆA 8A;606;240;240;234;6;27;40;19;108;7;33
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;084;CENTAR - SUŠAK;"OŠ ""CENTAR""";PODHUMSKIH ŽRTAVA 5;842;304;304;289;15;32;56;22;125;20;34
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;085;PEÆINE;PROSTORIJE MJESNOG ODBORA;JANKA POLIÆA KAMOVA 73A;1205;518;518;501;17;51;122;31;212;12;73
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;086;PEÆINE;"OŠ ""PEÆINE""";ŠETALIŠTE TRINAESTE DIVIZIJE 25;761;340;339;333;6;37;67;26;139;5;59
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;087;PODVEŽICA;DOM UÈENIKA SUŠAK;DRAGE GERVAISA 34;1062;451;451;441;10;55;102;23;166;32;63
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;088;PODVEŽICA;PROSTORIJE MJESNOG ODBORA;KVATERNIKOVA 58B;1238;548;548;533;15;50;126;34;216;32;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;089;PODVEŽICA;"OŠ ""VEŽICA""";KVATERNIKOVA 49;1300;516;516;504;12;68;105;50;194;32;55
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;090;PODVEŽICA;"OŠ ""VEŽICA""";KVATERNIKOVA 49;1161;483;483;472;11;58;32;135;153;42;52
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;091;TRSAT;"OŠ ""TRSAT""";SLAVKA KRAUTZEKA 23;950;389;389;378;11;37;99;18;136;22;66
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;092;TRSAT;"OŠ ""TRSAT""";SLAVKA KRAUTZEKA 23;973;438;438;421;17;51;107;24;159;19;61
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;093;VOJAK;"OŠ ""VLADIMIR GORTAN""";PRILAZ VLADIMIRA GORTANA 2;1166;576;576;559;17;49;122;47;246;26;69
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;094;VOJAK;"OŠ ""VLADIMIR GORTAN""";PRILAZ VLADIMIRA GORTANA 2;1111;505;505;485;20;54;110;23;189;43;66
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;095;GORNJA VEŽICA;HRVATSKI DOM VEŽICA;ZDRAVKA KUÈIÆA 1;1175;437;436;426;10;38;91;22;189;35;51
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;096;GORNJA VEŽICA;"OŠ ""GORNJA VEŽICA""";GORNJA VEŽICA 31;1038;442;442;428;14;39;115;22;157;38;57
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;097;GORNJA VEŽICA;"OŠ ""GORNJA VEŽICA""";GORNJA VEŽICA 31;991;394;394;375;19;53;92;18;160;19;33
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;098;GORNJA VEŽICA;"DJEÈJI VRTIÆ ""MORÈIÆ""";BRAÆE STIPÈIÆ 32;1025;425;425;412;13;43;104;25;163;41;36
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;099;GORNJA VEŽICA;"DJEÈJI VRTIÆ ""MORÈIÆ""";BRAÆE STIPÈIÆ 32;1023;405;405;391;14;40;86;23;165;22;55
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;100;DRAGA;HRVATSKI DOM DRAGA;BRIG 24;1243;434;432;410;22;48;107;23;142;19;71
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;101;SVETI KUZAM;"HRVATSKI DOM ""SVETI KUZAM""";SVETI KUZAM 19;189;71;71;67;4;6;17;9;26;2;7
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE JABLAN;ULICA JABLAN;157;96;96;94;2;4;44;5;40;0;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;002;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA SENJSKO;VRBOVSKO, SENJSKO 108;387;210;210;192;18;7;68;32;73;5;7
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;003;BIRAÈKO MJESTO BR. 3;ZGRADA ŠUMARIJE VRBOVSKO;VRBOVSKO, IVANA GORANA KOVAÈIÆA 19;509;225;225;209;16;4;59;12;117;11;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;004;BIRAÈKO MJESTO BR. 4;PROSTORIJE OSNOVNE ŠKOLE IVANA GORANA KOVAÈIÆA U VRBOVSKOM;VRBOVSKO, KRALJA TOMISLAVA 18;703;357;357;343;14;8;130;29;152;10;14
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;005;BIRAÈKO MJESTO BR. 5;VATROGASNI DOM BLAŽEVCI;BLAŽEVCI;117;73;73;71;2;3;33;8;19;2;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;006;BIRAÈKO MJESTO BR. 6;DOM KULTURE LUKOVDOL;LUKOVDOL;233;108;108;105;3;8;54;3;32;2;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;007;BIRAÈKO MJESTO BR. 7;PODRUÈNA ŠKOLA SEVERIN NA KUPI;SEVERIN NA KUPI 4;398;214;214;192;22;8;77;8;88;6;5
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;008;BIRAÈKO MJESTO BR. 8;PODRUÈNA ŠKOLA VELIKI JADRÈ;VELIKI JADRÈ;160;104;104;95;9;3;42;6;41;2;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;009;BIRAÈKO MJESTO BR. 9;PODRUÈNA ŠKOLA GOMIRJE;GOMIRJE, ULICA JOVE MAMULE;545;281;281;265;16;10;17;19;210;0;9
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;010;BIRAÈKO MJESTO BR. 10;DOM KULTURE  /DVORANA TZK/ MORAVICE;ULICA MARKA VUÈKOVIÆA 2 MORAVICE;664;263;263;249;14;8;25;20;186;1;9
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;011;BIRAÈKO MJESTO BR. 11;PODRUÈNA ŠKOLA MORAVICE;MORAVICE, ULICA DOKMANOVIÆI;293;102;102;94;8;1;5;3;76;1;8
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;001;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.1;BAŠKA, ZVONIMIROVA 114;655;402;401;379;22;39;115;12;181;8;24
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;002;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.2;BAŠKA, ZVONIMIROVA 114;426;239;239;233;6;21;77;13;88;11;23
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;003;JURANDVOR;"PROSTORIJA NARODNOG DOMA ""JURANDVOR""";JURANDVOR, JURANDVOR BB;438;300;300;278;22;21;106;12;111;2;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;004;DRAGA BAŠÆANSKA;"PROST.ZADR.DOMA""DRAGA BAŠÆANSKA""";DRAGA BAŠÆANSKA 239;304;169;169;162;7;10;58;7;72;2;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BROD MORAVICE;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE BROD MORAVICE;BROD MORAVICE, S.RADIÆA 1;652;418;418;402;16;22;111;5;154;7;103
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;001;ÈAVLE;DOM ÈAVLE (VIJEÆNICA);ÈAVJA 17;1252;474;474;460;14;55;103;17;222;17;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;002;CERNIK;ZGRADA ÈITAONICE;TRG ANTIFAŠISTIÈKIH BORACA 1;1182;387;387;374;13;42;109;17;161;10;35
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;003;MAVRINCI;SPORTSKA DVORANA MAVRINCI;MAVRINCI 2;912;293;293;281;12;31;64;16;135;13;22
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;004;BUZDOHANJ;"""BAJÈEVO SELO"" - PROSTORIJE BK ""BAJCI""";GRIŽA 16;560;230;230;222;8;17;74;10;98;12;11
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;005;BUZDOHANJ;BOÆARSKA DVORANA HRASTENICA;HRASTENICA 25;816;337;337;331;6;30;102;14;140;8;37
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;006;PODÈUDNIÈ;KRENOVAC;KRENOVAC 2;1119;419;419;406;13;47;142;16;146;14;41
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;007;GROBNIK;ZGRADA ÈITAONICE;HARTERAŠKA 1;381;145;145;140;5;16;29;7;72;1;15
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;001;DOBRINJ;DRUŠTVENI DOM;DOBRINJ;116;61;61;55;6;4;23;7;16;2;3
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;002;SUŽAN;DRUŠTVENI DOM;SUŽAN;76;53;53;53;0;9;12;2;24;1;5
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;003;ŠILO;ZGRADA AMBULANTE ŠILO;ŠILO;465;226;226;206;20;33;42;6;98;3;24
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;004;POLJE;DRUŠTVENI DOM;POLJE;320;130;130;130;0;17;21;1;78;4;9
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;005;GABONJIN;DRUŠTVENI DOM;GABONJIN;193;88;88;81;7;15;11;1;39;4;11
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;006;KRAS;DRUŠTVENI DOM;KRAS;254;97;97;95;2;14;28;2;38;2;11
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;007;ÈIŽIÆI;DRUŠTVENI DOM;ÈIŽIÈI;198;70;70;66;4;5;21;0;32;2;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;008;SV. VID;VATROGASNI DOM;SVETI VID;141;44;44;42;2;5;10;0;21;5;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;009;HLAPA;DRUŠTVENI DOM;HLAPA;120;47;47;43;4;13;10;0;18;1;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;010;KLANICE;DRUŠTVENE PROSTORIJE;KLANICE;95;59;59;59;0;13;8;3;26;0;9
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;011;KLIMNO;DRUŠTVENI DOM;KLIMNO;233;74;74;71;3;7;17;4;37;1;5
