Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;PETAR MAMULA;DUŠAN STIPANOVIĆ
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;001;MALINSKA-DUBAŠNICA;PROST. DRUŠTV.DOMA MATE JUSTINIĆ;SV. VID MIHOLJICE 44;8;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;002;MILOVČIĆI;PROSTORIJE DRUŠTVENOG DOMA;MILOVČIĆI 42;12;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;003;MALINSKA-DUBAŠNICA;PROST.PRIVATNOG STAMBENOG OBJEKTA;MALINSKA DUBAŠNICA, PORAT BR. 5 A;4;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;004;MALINSKA-DUBAŠNICA;"PROST. OŠ ""FRAN KRSTO FRANKOPAN""";BOGOVIĆI, STIPKINO 7;8;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;005;MALINSKA-DUBAŠNICA;PROST. OPĆINE MALINSKA-DUBAŠNICA;MALINSKA-DUB., LINA BOLMARČIĆA 22;61;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;001;MATULJI;"OŠ ""ANDRIJE MOHOROVIČIĆ"" - LIJEVO";ŠETALIŠTE DRAGA GERVAISA 1;24;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;002;MATULJI;"OŠ ""ANDRIJE MOHOROVIČIĆ"" - DESNO";ŠETALIŠTE DRAGA GERVAISA 1;32;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;003;BREGI;DOM BREGI;POŠČIĆI 57;24;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;004;MATULJI;OPĆINA MATULJI, ZGRADA OPĆINE MATULJI;TRG M. TITA 11;22;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;005;MATULJI;PROSTORIJE AMK-MATULJI;KASTAVSKA CESTA 4;23;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;006;JUŠIĆI;DRUŠTVENI DOM;JUŠIĆI 42;18;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;007;RUKAVAC;"PODRUČNA ŠKOLA ""RUKAVAC""";RUKAVAC BB;22;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;008;JURDANI;MJESNI URED JURDANI;JURDANI 64;19;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;009;KUĆELI;DOM BIŠKUPI;BIŠKUPI;2;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;010;PERMANI;DOM PERMANI;PERMANI 1;6;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;011;BREŠCA;"OŠ ""DRAGO GERVAIS""-BREŠCA";BREŠCA 6;5;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;012;VELI BRGUD;DOM VELI BRGUD;VELI BRGUD 62;2;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;013;ZVONEĆA;"PODRUČNA ŠKOLA ""ZVONEĆA""";ZVONEĆA 40;0;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;014;VELE MUNE;PROSTORIJE BIVŠE MJESNE ZAJEDNICE;VELE MUNE 2;0;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;015;RUPA;DRUŠTVENI DOM RUPA;RUPA 29;4;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;016;PASJAK;"KUD ""DANICA""";PASJAK 6O;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;017;ŠAPJANE;DOM ŠAPJANE;ŠAPJANE;6;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;018;BRDCE;ZGRADA BROJ  2;BRDCE;0;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;019;LIPA;MUZEJ LIPA;LIPA 35;1;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;020;ŽEJANE;PODRUČNA ŠKOLA ŽEJANE;ŽEJANE 1;0;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MOŠĆENIČKA DRAGA;001;MOŠĆENIČKA DRAGA;OPĆINSKA VIJEĆNICA;TRG SLOBODE 7;5;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MOŠĆENIČKA DRAGA;002;MOŠĆENICE;ŠKOLA MOŠĆENICE, RAZRED;MOŠĆENICE;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MOŠĆENIČKA DRAGA;003;BRSEČ;ŠKOLA BRSEČ, RAZRED;BRSEČ;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MRKOPALJ;001;BIRAČKO MJESTO BR.1;DOM KULTURE MRKOPALJ;MRKOPALJ, NOVI VAROŠ 1;7;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MRKOPALJ;002;BIRAČKO MJESTO BR.2;OSNOVNA ŠKOLA SUNGER;SUNGER, SUNGER 64 A;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;001;OMIŠALJ;"KNJIŽNICA ""VID OMIŠLJANIN""";OMIŠALJ, PRIKEŠTE 13;17;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;002;OMIŠALJ;VIJEĆNICA OPĆINE OMIŠALJ PRVI KAT LIJEVO;OMIŠALJ, PRIKEŠTE 13;37;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;003;NJIVICE;"PROSTORIJE MJESNOG ODBORA ""NJIVICE""";NJIVICE, RIBARSKA OBALA 10;16;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;004;NJIVICE;PROSTORIJE DRUŠTVENOG CENTRA KIJAC;NJIVICE, CVJETNI TRG 8;25;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;PUNAT;001;STARA BAŠKA;PRIVATNI PROSTOR;STARA BAŠKA 80;4;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;PUNAT;002;PUNAT;ŠKOLSKA SPORTSKA DVORANA PODRUČNE ŠKOLE PUNAT;PUNAT, POD TOPOL 18;31;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;PUNAT;003;PUNAT;PROSTOR ZGRADE NARODNOG DOMA (VELIKA SALA );PUNAT, NOVI PUT 2;22;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;001;BIRAČKO MJESTO BR. 1;DOM KULTURE RAVNA GORA;RAVNA GORA, IVANA GORANA KOVAČIĆA 138;5;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;002;BIRAČKO MJESTO BR. 2;"SPC ""GORANKA"" RAVNA GORA";RAVNA GORA, I.G. KOVAČIĆA 174;9;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;003;BIRAČKO MJESTO BR. 3;OSNOVNA ŠKOLA DR. B.MARKOVIĆA, PODRUČNA ŠKOLA STARA SUŠICA;STARA SUŠICA, KAROLINSKA CESTA 62;6;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;004;BIRAČKO MJESTO BR. 4;VATROGASNI DOM STARI LAZ;STARI LAZ, STARI LAZ 80 A;2;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;005;BIRAČKO MJESTO BR. 5;VATROGASNI DOM KUPJAK;KUPJAK, KUPJAK 86;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;SKRAD;001;BIRAČKO MJESTO BR. 1;DOM KULTURE SKRAD;SKRAD, JOSIPA BLAŽEVIĆA-BLAŽA 8A;14;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;001;BIRAČKO MJESTO BROJ 1, ODJELJAK 1;"PROSTORIJE ""DOM KULTURE"" BRIBIR";BRIBIR, BRIBIR 3/I;23;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;002;BIRAČKO MJESTO BROJ 2,ODJELJAK 2;"PROSTORIJE ""DOM KULTURE"" BRIBIR";BRIBIR, BRIBIR 3/I;41;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;003;BIRAČKO MJESTO BR. 3;"PROSTORIJE ""DOM KULTURE"" U GRIŽANIMA-BELGRAD";GRIŽANE 47;12;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;004;BIRAČKO MJESTO BR. 4;"PROSTORIJE ""DOM KULTURE"" TRIBALJ";TRIBALJ, TRIBALJ 31B;14;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;005;BIRAČKO MJESTO BR. 5;"PROSTORIJE ""DOM KULTURE"" DRIVENIK";DRIVENIK, DRIVENIK 6;2;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;001;MARINIĆI;"""DOM MARINIĆI""";MARINIĆI 9;84;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;002;MARINIĆI;"""DOM MARINIĆI""";MARINIĆI 9;103;5;5;5;0;3;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;003;MARINIĆI;"""DOM MARINIĆI""";MARINIĆI 9;84;6;6;6;0;6;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;004;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠĆE 13;79;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;005;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠĆE 13;86;1;1;1;0;0;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;006;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠĆE 13;119;2;2;2;0;1;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;007;SROKI;"""VATROGASNI DOM""";GORNJI SROKI 53;89;6;6;6;0;5;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;008;SROKI;"""VATROGASNI DOM""";GORNJI SROKI 53;88;3;3;3;0;2;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;009;MARČELJI;"""STARA ŠKOLA MARČELJI""";MARČELJI 89;69;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;010;MARČELJI;"""STARA ŠKOLA MARČELJI""";MARČELJI 89;86;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;011;SARŠONI;"""STARA ŠKOLA SARŠONI""";SARŠONI BB;83;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VRBNIK;001;VRBNIK;ZGRADA OPĆINE,  PRIZEMLJE;VRBNIK, TRG ŠKUJICA 7;7;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VRBNIK;002;RISIKA;ZGRADA STARE ŠKOLE;VRBNIK, RISIKA BB;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VRBNIK;003;GARICA;ZGRADA STARE ŠKOLE;VRBNIK, GARICA BB;6;1;1;1;0;1;0
