Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;MIRKO MARTINOVIÆ;DEJAN MIHAJLOVIÆ;DUŠAN PREDOVIÆ
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;001;BIRAÈKO MJESTO BR. 1;"PROSTORIJE KULTURNO-UMJETNIÈKOG DRUŠTVA ""TOUNJÈICA""";TOUNJ 26;4;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;002;BIRAÈKO MJESTO BR. 2;"OSNOVNA ŠKOLA ""KAMENICA SKRADNIÈKA""";KAMENICA 55;13;1;1;1;0;1;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;003;BIRAÈKO MJESTO BR. 3;"OSNOVNA ŠKOLA ""LUCIJA CAPAN""";ZDENAC 45;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;004;BIRAÈKO MJESTO BR. 4;"OBJEKT ""BOÆARA""";BRLETIÆI BB;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;001;BIRAÈKO MJESTO BR. 1;UTINJA VRELO - KUÆA RADE BASARA;PODSEDLO 36;239;125;123;113;10;64;43;6
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;002;BIRAÈKO MJESTO BR. 2;KNEŽEVIÆ KOSA - KUÆA MILE MIHANOVIÆ;KNEŽEVIÆ KOSA 34;138;61;61;59;2;23;27;9
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;003;BIRAÈKO MJESTO BR. 3;BUKOVICA UTINJSKA - KUÆA JEKE BIJELIÆ;BUKOVICA UTINJSKA 27;72;29;29;27;2;6;20;1
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;004;BIRAÈKO MJESTO BR. 4;VOJIŠNICA - KUÆA DRAGANA VUKOBRATOVIÆ;VOJIŠNICA 99A;234;123;123;114;9;57;52;5
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;005;BIRAÈKO MJESTO BR. 5;RADONJA - KUÆA PAJIÆ NENADA;GORNJI VOJNIÆ 26;142;35;35;34;1;20;14;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;006;BIRAÈKO MJESTO BR. 6;VOJNIÆ - DOM KULTURE VOJNIÆ;ANDRIJE HEBRANGA 2;262;100;100;97;3;39;47;11
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;007;BIRAÈKO MJESTO BR. 7;KUPLJENSKO - KUÆA NAPIJALO MILANA;KUPLJENSKO 108;137;64;64;62;2;17;43;2
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;008;BIRAÈKO MJESTO BR. 8;KRSTINJA - ZGRADA POLJOPRIVREDNE ZADRUGE;KRSTINJA B.B.;146;59;59;58;1;18;40;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;009;BIRAÈKO MJESTO BR. 9;MIHOLJSKO - KUÆA MIRKO PAVLOVIÆ;MIHOLJSKO 60;102;43;43;40;3;13;27;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;010;BIRAÈKO MJESTO BR. 10;SVINICA KRSTINJSKA -  ZGRADA BIVŠE PODRUÈNE ŠKOLE;SVINICA KRSTINJSKA B.B.;62;30;30;30;0;12;15;3
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;011;BIRAÈKO MJESTO BR. 11;ŠIROKA RIJEKA - KUÆA HUSEIN DELIÆ;ŠIROKA RIJEKA 9;44;5;5;4;1;4;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;012;BIRAÈKO MJESTO BR. 12;KESTENOVAC - ZGRADA BIVŠE ŠKOLE;KESTENOVAC B.B.;94;24;24;23;1;9;13;1
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;001;BIRAÈKO MJESTO BR. 1 BUBNJARCI;VATROGASNI DOM BUBNJARCI;BUBNJARCI;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;002;BIRAÈKO MJESTO BR. 2 JUROVSKI BROD;VATROGASNI DOM JUROVSKI BROD;JUROVSKI BROD;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;003;BIRAÈKO MJESTO BR. 3 JUROVO;VATROGASNI DOM JUROVO;JUROVO;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;004;BIRAÈKO MJESTO BR. 4 MIŠINCI;VATROGASNI DOM MIŠINCI;MIŠINCI;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;005;BIRAÈKO MJESTO BR. 5 BRIHOVO;VATROGASNI DOM BRIHOVO;BRIHOVO;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;006;BIRAÈKO MJESTO BR. 6 ŽAKANJE;VATROGASNI DOM ŽAKANJE;ŽAKANJE;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;007;BIRAÈKO MJESTO BR. 7 BREZNIK ŽAKANJSKI;KUÆA MIJE BOLDIN;BREZNIK ŽAK. KBR. 13;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;008;BIRAÈKO MJESTO BR. 8 KOHANJAC;VATROGASNI DOM KOHANJAC;KOHANJAC;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;009;BIRAÈKO MJESTO BR. 9 ZALUKA LIPNIÈKA;VATROGASNI DOM ZALUKA LIPNIÈKA;ZALUKA LIPNIÈKA;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;010;BIRAÈKO MJESTO BR. 10 PRAVUTINA;VATROGASNI DOM PRAVUTINA;PRAVUTINA;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;011;BIRAÈKO MJESTO BR. 11 VELIKA PAKA;VATROGASNI DOM VELIKA PAKA;VELIKA PAKA;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;012;BIRAÈKO MJESTO BR. 12 MOŠANCI;VATROGASNI DOM MOŠANCI;MOŠANCI;0;0;0;0;0;0;0;0
