Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;MARTINA FURDEK-HAJDIN;DAVID GORUP;VLATKO IVKA;STJEPAN MIKULANDRIÆ
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;008;BIRAÈKO MJESTO BR. 8;OSNOVNA ŠKOLA KREMEN;KREMEN BB;329;127;127;125;2;82;8;18;17
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;009;BIRAÈKO MJESTO BR. 9;MJESNI DOM U LUMBARDENIKU;LUMBARDENIK 76 C;247;102;102;100;2;74;3;14;9
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;010;BIRAÈKO MJESTO BR. 10;OSNOVNA ŠKOLA LAÐEVAC;DONJI LAÐEVAC  BB;287;96;96;92;4;64;5;20;3
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;011;BIRAÈKO MJESTO BR. 11;OSNOVNA ŠKOLA U FURJANU;DONJI FURJAN 41;159;61;61;55;6;40;5;6;4
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;012;BIRAÈKO MJESTO BR. 12;OSNOVNA ŠKOLA PRIMIŠLJE;MJESTO PRIMIŠLJE 31 A;154;32;32;31;1;6;0;5;20
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;013;BIRAÈKO MJESTO BR. 13;AMBULANTA VELJUN;VELJUN BB;280;103;103;96;7;34;11;7;44
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;001;BIRAÈKO MJESTO BR. 1;VATROGASNI DOM DVD BELAJSKE POLJICE;BELAJSKE POLJICE 101A;617;272;272;258;14;157;7;36;58
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;002;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA BELAJ;BELAJ 30;463;189;189;181;8;124;11;26;20
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;003;BIRAÈKO MJESTO BR. 3;VATROGASNI DOM BARILOVIÆ;BARILOVIÆ 90B;267;131;131;127;4;71;10;20;26
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;004;BIRAÈKO MJESTO BR. 4;ŠKOLA U DONJEM VELEMERIÆU;DONJI VELEMERIÆ 20;225;134;134;128;6;106;1;9;12
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;005;BIRAÈKO MJESTO BR. 5;KUÆA KARAMARKOVIÆ MILOVAN;KOSIJERSKO SELO 41;132;47;47;46;1;15;4;3;24
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;006;BIRAÈKO MJESTO BR. 6;KORANSKI BRIJEG - BIVŠA MLJEKARA;KORANSKI BRIJEG;92;42;42;41;1;17;7;4;13
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;007;BIRAÈKO MJESTO BR. 7;KUÆA PRIJATELJSTVA - BLIZU ŽUPNOG DVORA U BARILOVIÆKOM LESKOVCU;BARILOVIÆKI LESKOVAC;160;119;119;115;4;93;1;9;12
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;008;BIRAÈKO MJESTO BR. 8;PROSTORIJE MJESNOG ODBORA;ŠÆULAC BB;126;88;88;84;4;61;5;9;9
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;009;BIRAÈKO MJESTO BR. 9;OPÆINSKA ZGRADA;PERJASICA 1;203;32;32;31;1;11;2;11;7
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;010;BIRAÈKO MJESTO BR. 10;DVD SIÈA;SIÈA;145;109;109;107;2;87;0;9;11
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;011;BIRAÈKO MJESTO BR. 11;KUÆA GRGINÈIÆ JOSIPA;VIJENAC BARILOVIÆKI 2;45;27;27;27;0;24;1;1;1
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;012;BIRAÈKO MJESTO BR. 12;ŠKOLA U BARILOVIÆKOM CEROVCU;BARILOVIÆKI CEROVAC 17;128;64;64;58;6;45;5;3;5
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;001;BIRAÈKO MJESTO BR. 1;BOSILJEVO - ZGRADA OPÆINE;ULICA ISELJENIKA BOSILJEVA 1;336;195;195;181;14;122;15;12;32
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;002;BIRAÈKO MJESTO BR. 2;GRABRK - VATROGASNI DOM;GRABRK 1;282;202;202;189;13;135;17;8;29
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;003;BIRAÈKO MJESTO BR. 3;PRIKUPLJE - VATROGASNI DOM;PRIBANJCI 50;390;244;244;222;22;112;14;17;79
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;004;BIRAÈKO MJESTO BR. 4;VODENA DRAGA - STANICA ZA OTKUP MLIJEKA;VODENA DRAGA BB;34;23;23;22;1;14;1;0;7
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;001;BIRAÈKO MJESTO BR. 1;CETINGRAD - HRVATSKI DOM;TRG HRVATSKIH BRANITELJA 3, CETINGRAD;228;110;110;104;6;49;13;22;20
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;002;BIRAÈKO MJESTO BR. 2;CETINGRAD - HRVATSKI DOM;TRG HRVATSKIH BRANITELJA 3, CETINGRAD;630;364;364;344;20;267;18;26;33
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;003;BIRAÈKO MJESTO BR. 3;KUÆA IGORA VALENTIÆA;KRUŠKOVAÈA 46;409;152;152;136;16;71;12;9;44
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;004;BIRAÈKO MJESTO BR. 4;KUÆA IVANA RAKOCIJE;TATAR VAROŠ 118;203;114;114;111;3;90;1;14;6
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;005;BIRAÈKO MJESTO BR. 5;KUÆA MIRKA SAMARDŽIJE;PAŠIN POTOK 172;363;170;170;160;10;116;13;10;21
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;001;BIRAÈKO MJESTO BR. 1;UREDSKI KONTEJNER NA JAVNOJ POVRŠINI DOBRA;LAZINA BB;377;210;209;197;12;129;11;25;32
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM DRAGANIÆI;DRAGANIÆI 35;551;238;237;225;12;125;17;34;49
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;003;BIRAÈKO MJESTO BR. 3;UREDSKI KONTEJNER NA JAVNOJ POVRŠINI SAP;BUDROVCI BB;616;259;259;247;12;132;19;41;55
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;004;BIRAÈKO MJESTO BR. 4;VATROGASNI DOM MRZLJAKI-GOLJAK;MRZLJAKI 3;802;386;386;370;16;183;34;69;84
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;001;BIRAÈKO MJESTO BR. 1;ŠKOLA BUKOVLJE;GORNJE BUKOVLJE 22;240;115;115;112;3;81;4;14;13
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;002;BIRAÈKO MJESTO BR. 2;KUÆA DRAGANA KASUNIÆA, DUGA GORA;DUGA GORA 7;67;24;24;23;1;16;1;0;6
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;003;BIRAÈKO MJESTO BR. 3;"TRGOVINA ""HALAR""";ERDELJ 64;296;141;141;136;5;90;1;27;18
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;004;BIRAÈKO MJESTO BR. 4;DOM GENERALSKI STOL;GENERALSKI STOL 32;732;312;312;300;12;165;23;58;54
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;005;BIRAÈKO MJESTO BR. 5;DOM GORNJI ZVEÈAJ;GORNJI ZVEÈAJ BB;170;85;85;82;3;36;5;21;20
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;006;BIRAÈKO MJESTO BR. 6;ŠKOLA GORINCI;GORINCI 6;243;106;106;102;4;64;3;16;19
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;007;BIRAÈKO MJESTO BR. 7;ŠKOLA BREST;MREŽNIÈKI BREST 23;163;44;44;43;1;28;7;4;4
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;008;BIRAÈKO MJESTO BR. 8;ŠKOLA LIPOV PESAK;LIPOV PESAK 3;236;114;114;108;6;55;8;19;26
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE, JOSIPDOL;OGULINSKA 12;996;603;603;573;30;302;14;59;198
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;002;BIRAÈKO MJESTO BR. 2;ZGRADA DOMA ''SV. ANTUN'' U CAREVOM POLJU;CAREVO POLJE 41;138;75;75;73;2;49;2;9;13
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;003;BIRAÈKO MJESTO BR. 3;KUÆA JOSIPA BOŽIÈEVIÆA, OŠTARIJE;ÈAKOVAC 408;160;84;84;83;1;38;2;16;27
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;004;BIRAÈKO MJESTO BR. 4;PROSTORIJE ŠKOLE;MODRUŠ 28;117;87;87;84;3;66;4;3;11
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;005;BIRAÈKO MJESTO BR. 5;ZGRADA ŠKOLE U CEROVNIKU;CEROVNIK 30;141;89;89;85;4;58;0;11;16
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;006;BIRAÈKO MJESTO BR. 6;ZGRADA ŠKOLE;MUNJAVA MODRUŠKA 11 A;53;40;40;32;8;23;2;3;4
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;007;BIRAÈKO MJESTO BR. 7;STARA ŠKOLSKA ZGRADA U MODRUŠKIM SABLJACIMA;MODRUŠKI SABLJACI 19;32;15;15;15;0;12;1;0;2
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;008;BIRAÈKO MJESTO BR. 8;DRUŠTVENI DOM U VOJNOVCU;VOJNOVAC 5 A;114;55;55;54;1;33;1;6;14
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;009;BIRAÈKO MJESTO BR. 9;POSLOVNA ZGRADA, OŠTARIJE;OŠTARIJE 231;831;481;481;455;26;235;27;60;133
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;010;BIRAÈKO MJESTO BR. 10;"ZGRADA DOMA ""SVETI MARKO""";SKRADNIK 40;301;202;202;185;17;112;14;28;31
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;011;BIRAÈKO MJESTO BR. 11;DOM MIHALJEVIÆI, OŠTARIJE;MIHALJEVIÆI 121;115;81;81;80;1;50;4;13;13
04;KARLOVAÈKA ŽUPANIJA;opæina;KAMANJE;001;BIRAÈKO MJESTO BR. 1 KAMANJE;OSNOVNA ŠKOLA KAMANJE;KAMANJE 111;378;252;252;239;13;64;71;11;93
04;KARLOVAÈKA ŽUPANIJA;opæina;KAMANJE;002;BIRAÈKO MJESTO BR. 2 ORLJAKOVO;VATROGASNI DOM ORLJAKOVO;ORLJAKOVO 12 B;227;144;144;140;4;33;33;4;70
04;KARLOVAÈKA ŽUPANIJA;opæina;KAMANJE;003;BIRAÈKO MJESTO BR. 3 BRLOG OZALJSKI;VATROGASNI DOM BRLOG OZALJSKI;BRLOG OZALJSKI 43;132;83;83;80;3;15;27;5;33
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE KRNJAK;KRNJAK BR. 5;407;258;258;219;39;125;34;9;51
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;002;BIRAÈKO MJESTO BR. 2;LOVAÈKI DOM;HRVATSKO ŽARIŠTE BR. 5;288;156;156;137;19;81;21;7;28
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;003;BIRAÈKO MJESTO BROJ 3;PODRUÈNA ŠKOLA;DONJI BUDAÈKI BB;315;179;179;151;28;98;17;11;25
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;004;BIRAÈKO MJESTO BR. 4;DRUŠTVENI DOM TRUPINJAK;PERIÆI BR. 16;128;80;80;60;20;27;6;2;25
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;005;BIRAÈKO MJESTO BR. 5;KUÆA MARKOVIÆ JOVANKE;ÈATRNJA 27;298;131;131;107;24;48;14;7;38
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;001;BIRAÈKO MJESTO BR. 1;SJENIÈAK LASINJSKI, SJENIÈAK LASINJSKI 206;"LOVAÈKI DOM LD ""FAZAN"" BANSKI KOVAÈEVAC";352;43;43;43;0;32;0;6;5
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;002;BIRAÈKO MJESTO BR. 2;LASINJA, LASINJSKA CESTA 19;ZGRADA OPÆINE SOBA BROJ 1 NA I. KATU;177;50;50;48;2;31;3;7;7
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;003;BIRAÈKO MJESTO BR. 3;LASINJA, LASINJSKA CESTA 19;ZGRADA OPÆINE SOBA BROJ 2 U PRIZEMLJU;508;185;185;178;7;122;4;28;24
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;004;BIRAÈKO MJESTO BR. 4;DESNO SREDIÈKO, DESNO SREDIÈKO 42A;ZGRADA DRUŠTVENOG DOMA;143;43;43;41;2;27;0;6;8
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;005;BIRAÈKO MJESTO BR. 5;DESNI ŠTEFANKI, DESNI ŠTEFANKI 103A;ZGRADA DRUŠTVENOG DOMA;194;51;51;47;4;34;3;6;4
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;001;BIRAÈKO MJESTO BR. 1;"ZGRADA OSNOVNE ŠKOLE ""NETRETIÆ"" - PRIZEMLJE";NETRETIÆ 1;109;61;61;61;0;43;6;5;7
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;002;BIRAÈKO MJESTO BR. 2;KUÆA TOMISLAVA MOŠKUN;ZAVRŠJE NETRETIÆKO 15A;59;29;29;28;1;18;3;2;5
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;003;BIRAÈKO MJESTO BR. 3;KUÆA DRAGUTINA KUŠAN;BRAJAKOVO BRDO 53;107;58;58;54;4;31;4;9;10
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;004;BIRAÈKO MJESTO BR. 4;ZGRADA PODRUÈNE ŠKOLE DONJE STATIVE;DONJE STATIVE 1;185;84;84;84;0;39;8;10;27
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;005;BIRAÈKO MJESTO BR. 5;KUÆA ROŽIÆ PEPE;LONÈAR BRDO 3;48;35;35;32;3;25;1;3;3
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;006;BIRAÈKO MJESTO BR. 6;VATROGASNI DOM KUNIÆI;KUNIÆI RIBNIÈKI 26A;75;42;42;39;3;24;1;3;11
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;007;BIRAÈKO MJESTO BR. 7;VATROGASNI DOM PRILIŠÆE;SREDNJE PRILIŠÆE 4;167;91;91;83;8;38;8;13;24
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;008;BIRAÈKO MJESTO BR. 8;DOM KULTURE VUKOVA GORICA;VUKOVA GORICA 26;52;33;33;30;3;8;2;1;19
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;009;BIRAÈKO MJESTO BR. 9;KUÆA NIKOLE MARKUŠ;VINSKI VRH 7A;68;48;48;48;0;41;2;1;4
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;010;BIRAÈKO MJESTO BR. 10;ZGRADA MO KUÈEVICE KOD KRIŽA;KUÈEVICE BB;87;49;49;49;0;38;6;3;2
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;011;BIRAÈKO MJESTO BR. 11;ZGRADA PODRUÈNE ŠKOLE NOVIGRAD;NOVIGRAD NA DOBRI 19;213;130;130;121;9;87;6;13;15
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;012;BIRAÈKO MJESTO BR. 12;ZGRADA PODRUÈNE ŠKOLE JARÈE POLJE;JARÈE POLJE 18;257;111;111;104;7;71;2;10;21
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;013;BIRAÈKO MJESTO BR. 13;ZGRADA PODRUÈNE ŠKOLE DUBRAVCI;DUBRAVÈANI 50;377;209;209;201;8;110;25;35;31
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;014;BIRAÈKO MJESTO BR. 14;ZGRADA DRUŠTVENOG DOMA MRAÈIN;MRAÈIN 65;217;116;116;108;8;66;8;9;25
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;015;BIRAÈKO MJESTO BR. 15;DRUŠTVENI DOM SKUPICA;SKUPICA 36;160;78;78;76;2;48;1;8;19
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;016;BIRAÈKO MJESTO BR. 16;ZGRADA PODRUÈNE ŠKOLE ZAGRADCI;ZAGRADCI 69;183;96;96;94;2;55;8;8;23
04;KARLOVAÈKA ŽUPANIJA;opæina;PLAŠKI;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE PLAŠKI;143. DOMOBRANSKE PUKOVNIJE BR. 5;692;410;410;357;53;169;18;15;155
04;KARLOVAÈKA ŽUPANIJA;opæina;PLAŠKI;002;BIRAÈKO MJESTO BR. 2;ZGRADA OSNOVNE ŠKOLE PLAŠKI IZ PLAŠKOG;143. DOMOBRANSKE PUKOVNIJE 1 A;458;248;248;221;27;99;13;12;97
04;KARLOVAÈKA ŽUPANIJA;opæina;PLAŠKI;003;BIRAÈKO MJESTO BR. 3;ZGRADA KNJIŽNICE I ÈITAONICE PLAŠKI;SABORÈANSKA 3;569;285;285;243;42;96;22;13;112
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;001;BIRAÈKO MJESTO BR. 1;VATROGASNI DOM DVD-A RAKOVICA;RAKOVICA 29 C;715;293;292;277;15;174;14;56;33
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM DVD-A DREŽNIK GRAD;DREŽNIK GRAD 133;573;184;184;172;12;132;13;16;11
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;003;BIRAÈKO MJESTO BR. 3;DJEÈJI VRTIÆ U SELIŠTU DREŽNIÈKOM;SELIŠTE DREŽNIÈKO 1;460;198;198;188;10;141;9;23;15
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;004;BIRAÈKO MJESTO BR. 4;DRUŠTVENI DOM U NOVOJ KRŠLJI;NOVA KRŠLJA 47 A;87;37;37;35;2;24;1;2;8
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;005;BIRAÈKO MJESTO BR. 5;KUÆA MARICE RUPÈIÆ, GRABOVAC;GRABOVAC 225;306;109;109;105;4;69;6;13;17
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;001;BIRAÈKO MJESTO BR. 1 RIBNIK;PROSTORIJE DVD-A RIBNIK, POTKROVLJE IZNAD GARAŽE;RIBNIK 2;129;81;81;77;4;25;14;7;31
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;002;BIRAÈKO MJESTO BR. 2 LIPNIK;PROSTORIJE DVD-A LIPNIK, STARA ŠKOLA U LIPNIKU;LIPNIK BB;110;79;79;70;9;34;4;3;29
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;003;BIRAÈKO MJESTO BR. 3 VESELIÆI;"PROSTORIJE LOVAÈKOG DRUŠTVA ""SRNJAK"" U VESELIÆIMA";VESELIÆI 26;77;57;57;51;6;20;12;6;13
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;004;BIRAÈKO MJESTO BR. 4 GORNJA STRANICA;PRIVATNA KUÆA U VLASNIŠTVU MIRE STEPIÆ;GORNJA STRANICA 21;55;30;30;28;2;13;2;2;11
04;KARLOVAÈKA ŽUPANIJA;opæina;SABORSKO;001;BIRAÈKO MJESTO BR. 1;PROSTORIJE OSNOVNE ŠKOLE PLAŠKI, PODRUÈNE ŠKOLE U SABORSKOM;SABORSKO, ULICA CENTAR 54;534;230;230;217;13;151;19;11;36
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;001;BIRAÈKO MJESTO BR. 1;"PROSTORIJE KULTURNO-UMJETNIÈKOG DRUŠTVA ""TOUNJÈICA""";TOUNJ 26;317;233;233;218;15;118;19;35;46
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;002;BIRAÈKO MJESTO BR. 2;"OSNOVNA ŠKOLA ""KAMENICA SKRADNIÈKA""";KAMENICA 55;197;135;135;128;7;88;11;18;11
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;003;BIRAÈKO MJESTO BR. 3;"OSNOVNA ŠKOLA ""LUCIJA CAPAN""";ZDENAC 45;226;157;157;145;12;69;19;23;34
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;004;BIRAÈKO MJESTO BR. 4;"OBJEKT ""BOÆARA""";BRLETIÆI BB;160;81;81;74;7;42;14;10;8
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;001;BIRAÈKO MJESTO BR. 1;UTINJA VRELO - KUÆA RADE BASARA;PODSEDLO 36;272;139;139;119;20;53;15;1;50
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;002;BIRAÈKO MJESTO BR. 2;KNEŽEVIÆ KOSA - KUÆA MILE MIHANOVIÆ;KNEŽEVIÆ KOSA 34;259;141;141;117;24;66;17;9;25
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;003;BIRAÈKO MJESTO BR. 3;BUKOVICA UTINJSKA - KUÆA JEKE BIJELIÆ;BUKOVICA UTINJSKA 27;99;50;50;43;7;9;8;2;24
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;004;BIRAÈKO MJESTO BR. 4;VOJIŠNICA - KUÆA DRAGANA VUKOBRATOVIÆ;VOJIŠNICA 99A;421;241;241;210;31;132;17;8;53
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;005;BIRAÈKO MJESTO BR. 5;RADONJA - KUÆA PAJIÆ NENADA;GORNJI VOJNIÆ 26;291;181;180;156;24;83;23;9;41
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;006;BIRAÈKO MJESTO BR. 6;VOJNIÆ - DOM KULTURE VOJNIÆ;ANDRIJE HEBRANGA 2;922;510;509;476;33;356;28;8;84
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;007;BIRAÈKO MJESTO BR. 7;KUPLJENSKO - KUÆA NAPIJALO MILANA;KUPLJENSKO 108;264;139;139;127;12;70;20;3;34
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;008;BIRAÈKO MJESTO BR. 8;KRSTINJA - ZGRADA POLJOPRIVREDNE ZADRUGE;KRSTINJA B.B.;230;102;102;75;27;23;13;3;36
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;009;BIRAÈKO MJESTO BR. 9;MIHOLJSKO - KUÆA MIRKO PAVLOVIÆ;MIHOLJSKO 60;148;67;67;60;7;29;16;0;15
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;010;BIRAÈKO MJESTO BR. 10;SVINICA KRSTINJSKA -  ZGRADA BIVŠE PODRUÈNE ŠKOLE;SVINICA KRSTINJSKA B.B.;387;155;155;142;13;79;18;3;42
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;011;BIRAÈKO MJESTO BR. 11;ŠIROKA RIJEKA - KUÆA HUSEIN DELIÆ;ŠIROKA RIJEKA 9;174;82;82;69;13;44;6;1;18
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;012;BIRAÈKO MJESTO BR. 12;KESTENOVAC - ZGRADA BIVŠE ŠKOLE;KESTENOVAC B.B.;106;35;35;34;1;13;5;0;16
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;001;BIRAÈKO MJESTO BR. 1 BUBNJARCI;VATROGASNI DOM BUBNJARCI;BUBNJARCI;166;129;129;120;9;60;19;13;28
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;002;BIRAÈKO MJESTO BR. 2 JUROVSKI BROD;VATROGASNI DOM JUROVSKI BROD;JUROVSKI BROD;363;227;227;209;18;100;51;15;43
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;003;BIRAÈKO MJESTO BR. 3 JUROVO;VATROGASNI DOM JUROVO;JUROVO;73;66;66;64;2;43;12;3;6
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;004;BIRAÈKO MJESTO BR. 4 MIŠINCI;VATROGASNI DOM MIŠINCI;MIŠINCI;102;76;76;72;4;41;9;8;14
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;005;BIRAÈKO MJESTO BR. 5 BRIHOVO;VATROGASNI DOM BRIHOVO;BRIHOVO;138;96;96;92;4;54;11;7;20
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;006;BIRAÈKO MJESTO BR. 6 ŽAKANJE;VATROGASNI DOM ŽAKANJE;ŽAKANJE;189;126;126;120;6;65;16;13;26
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;007;BIRAÈKO MJESTO BR. 7 BREZNIK ŽAKANJSKI;KUÆA MIJE BOLDIN;BREZNIK ŽAK. KBR. 13;23;18;18;18;0;12;2;3;1
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;008;BIRAÈKO MJESTO BR. 8 KOHANJAC;VATROGASNI DOM KOHANJAC;KOHANJAC;79;56;56;55;1;28;10;6;11
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;009;BIRAÈKO MJESTO BR. 9 ZALUKA LIPNIÈKA;VATROGASNI DOM ZALUKA LIPNIÈKA;ZALUKA LIPNIÈKA;102;77;77;77;0;59;3;2;13
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;010;BIRAÈKO MJESTO BR. 10 PRAVUTINA;VATROGASNI DOM PRAVUTINA;PRAVUTINA;183;122;122;118;4;79;10;8;21
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;011;BIRAÈKO MJESTO BR. 11 VELIKA PAKA;VATROGASNI DOM VELIKA PAKA;VELIKA PAKA;107;79;79;77;2;42;6;22;7
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;012;BIRAÈKO MJESTO BR. 12 MOŠANCI;VATROGASNI DOM MOŠANCI;MOŠANCI;51;25;25;24;1;12;4;6;2
